0000001089,scans,0000000146,DataLength
"header",0000000028,"lines"
"Date",6/18/2016,"Time",6:42:39 AM
"ID","HAL RC RGA 301 #14852","Version",3
"Scans",9
"Scan ID","Mode","Input","Scanned","Start","Stop","Increment","Dwell","Settle","RS","RelSEM"
"Scan 1","RGA","Temperature","none",0.40,0.40,0.01,4.602,4.602,1.000000,1.000000,
"Scan 2","RGA","SEM","mass",2.00,2.00,0.01,4.602,4.602,0.440000,1.000000,
"Scan 3","RGA","SEM","mass",18.00,18.00,0.01,4.602,4.602,0.900000,1.000000,
"Scan 4","RGA","SEM","mass",28.00,28.00,0.01,4.602,4.602,1.050000,1.000000,
"Scan 5","RGA","SEM","mass",39.00,39.00,0.01,4.602,4.602,1.000000,1.000000,
"Scan 6","RGA","SEM","mass",41.00,41.00,0.01,4.602,4.602,1.000000,1.000000,
"Scan 7","RGA","SEM","mass",44.00,44.00,0.01,4.602,4.602,1.400000,1.000000,
"Scan 8","RGA","SEM","mass",68.00,68.00,0.01,4.602,4.602,1.000000,1.000000,
"Scan 9","RGA","SEM","mass",96.00,96.00,0.01,4.602,4.602,1.000000,1.000000,
"Environment",
"Global","RGA"
"F1",1,"( 1 = on, 0 = off )"
"F2",0,"( 1 = on, 0 = off )"
"cage",3.3,"V"
"delta-m",0,"%"
"electron-energy",70.0,"V"
"emission",1000.000,"uA"
"focus",-90,"V"
"mass",5.50,"amu"
"mode-change-delay",1000,"ms"
"multiplier",1100,"V"
"resolution",0,"%"
"Data",9
"Time","ms","Temperature","Hydrogen","Water","Carbon monoxide","furan39","Propene","Carbon dioxide","furan68","furf96",
00:03:07,    187199,   517.5564,  1.75274e-08,  3.89508e-09,  3.40529e-08,  1.63507e-09,  2.33275e-10,  2.67137e-09,  2.34350e-10,  1.16852e-09,
00:03:07,    187537,   518.7068,  1.96530e-08,  2.59672e-09,  3.04921e-08,  2.10377e-09,  2.33275e-10,  2.83800e-09,  4.67625e-10,  0.00000e+00,
00:03:07,    187875,   519.5689,  2.01807e-08,  3.11511e-09,  2.91570e-08,  2.33705e-09,  4.67625e-10,  3.00462e-09,  4.67625e-10,  4.67625e-10,
00:03:08,    188212,   521.2931,  1.96530e-08,  2.33633e-09,  2.71534e-08,  2.10270e-09,  2.33275e-10,  2.83723e-09,  4.67625e-10,  2.33275e-10,
00:03:08,    188549,   522.4435,  2.01831e-08,  3.63469e-09,  2.38148e-08,  1.63507e-09, -4.67625e-10,  2.16996e-09, -4.67625e-10,  1.16852e-09,
00:03:08,    188887,   523.8808,  1.96530e-08,  3.63469e-09,  2.18112e-08,  2.33705e-09,  4.67625e-10,  2.67061e-09,  4.67625e-10,  4.67625e-10,
00:03:09,    189226,   525.3181,  1.96530e-08,  4.15428e-09,  2.00308e-08,  2.10270e-09,  4.67625e-10,  2.67137e-09,  4.67625e-10,  4.67625e-10,
00:03:09,    189564,   526.4685,  1.80575e-08,  3.37550e-09,  1.91411e-08,  1.86942e-09,  7.00900e-10,  2.83800e-09,  4.67625e-10,  7.01975e-10,
00:03:09,    189902,   527.9044,  2.01831e-08,  2.33752e-09,  1.91401e-08,  1.86942e-09,  4.67625e-10,  2.67061e-09,  7.00900e-10,  4.67625e-10,
00:03:10,    190240,   529.3430,  1.96505e-08,  2.85711e-09,  1.78050e-08,  2.33705e-09,  7.00900e-10,  3.00462e-09,  4.67625e-10,  2.33275e-10,
00:03:10,    190578,   530.7804,  2.17761e-08,  3.63469e-09,  1.73597e-08,  2.10270e-09,  4.67625e-10,  2.83800e-09,  2.34350e-10,  7.01975e-10,
00:03:10,    190917,   531.9294,  1.91203e-08,  2.85591e-09,  1.78050e-08,  1.63615e-09, -4.67625e-10,  2.00257e-09,  0.00000e+00,  9.35250e-10,
00:03:11,    191256,   533.3667,  1.85902e-08,  2.85591e-09,  1.64700e-08,  2.10270e-09,  0.00000e+00,  2.00334e-09,  2.33275e-10,  4.67625e-10,
00:03:11,    191594,   534.5158,  1.80575e-08,  2.85591e-09,  1.66931e-08,  2.33705e-09,  4.67625e-10,  2.67137e-09,  7.00900e-10,  4.67625e-10,
00:03:11,    191932,   535.9544,  1.75274e-08,  2.85591e-09,  1.71375e-08,  1.40180e-09, -4.67625e-10,  1.83594e-09,  0.00000e+00,  1.40180e-09,
00:03:12,    192271,   537.3917,  1.96530e-08,  2.59672e-09,  1.69153e-08,  1.63615e-09,  0.00000e+00,  2.33736e-09, -2.34350e-10,  1.16852e-09,
00:03:12,    192609,   538.8289,  1.64646e-08,  2.07713e-09,  1.62478e-08,  1.86942e-09,  2.33275e-10,  2.33659e-09,  0.00000e+00,  7.00900e-10,
00:03:12,    192947,   540.2663,  1.75274e-08,  4.15428e-09,  1.55803e-08,  1.40180e-09, -2.34350e-10,  2.00257e-09, -2.34350e-10,  1.63615e-09,
00:03:13,    193286,   541.4153,  1.64646e-08,  3.11511e-09,  1.64700e-08,  1.63615e-09, -2.34350e-10,  1.83594e-09, -4.67625e-10,  1.63615e-09,
00:03:13,    193624,   542.8526,  1.69972e-08,  3.11511e-09,  1.58025e-08,  1.40180e-09, -2.34350e-10,  2.00257e-09, -4.67625e-10,  9.34175e-10,
00:03:13,    193962,   544.2899,  1.64646e-08,  4.15428e-09,  1.60247e-08,  2.57140e-09,  0.00000e+00,  2.50398e-09,  2.34350e-10,  1.16852e-09,
00:03:14,    194300,   545.7272,  1.69972e-08,  3.11630e-09,  1.55792e-08,  2.33705e-09,  2.34350e-10,  2.50398e-09,  2.33275e-10,  1.16852e-09,
00:03:14,    194638,   546.5893,  1.64646e-08,  3.37550e-09,  1.53571e-08,  1.63507e-09,  0.00000e+00,  2.33659e-09, -2.34350e-10,  1.40287e-09,
00:03:14,    194977,   548.6005,  1.96530e-08,  3.63469e-09,  1.55803e-08,  2.33705e-09,  2.33275e-10,  2.50398e-09,  4.67625e-10,  1.16852e-09,
00:03:15,    195315,   549.1757,  1.69948e-08,  3.63469e-09,  1.53571e-08,  2.10377e-09,  7.00900e-10,  2.83800e-09,  7.00900e-10,  4.67625e-10,
00:03:15,    195653,   550.9012,  1.75274e-08,  4.15428e-09,  1.51350e-08,  2.33705e-09,  2.33275e-10,  2.33736e-09, -4.67625e-10,  1.40180e-09,
00:03:15,    195992,   552.0503,  1.85902e-08,  2.85711e-09,  1.60247e-08,  2.80467e-09,  4.67625e-10,  2.67061e-09,  9.34175e-10,  4.67625e-10,
00:03:16,    196330,   553.4876,  1.80575e-08,  2.59672e-09,  1.58025e-08,  2.57032e-09,  4.67625e-10,  2.83723e-09,  4.67625e-10,  7.00900e-10,
00:03:16,    196668,   555.2131,  1.59320e-08,  3.89508e-09,  1.49117e-08,  2.33705e-09,  2.34350e-10,  2.50398e-09,  4.67625e-10,  7.01975e-10,
00:03:17,    197007,   556.3621,  1.75274e-08,  3.11511e-09,  1.58025e-08,  2.10377e-09,  0.00000e+00,  2.67061e-09,  2.34350e-10,  9.34175e-10,
00:03:17,    197346,   558.0877,  1.75274e-08,  2.33752e-09,  1.58025e-08,  2.57032e-09,  4.67625e-10,  2.67061e-09,  4.67625e-10,  7.00900e-10,
00:03:17,    197683,   559.2368,  1.80575e-08,  2.85711e-09,  1.51339e-08,  2.57032e-09,  4.67625e-10,  2.83800e-09,  4.67625e-10,  4.67625e-10,
00:03:18,    198022,   560.0988,  1.48716e-08,  3.11511e-09,  1.62478e-08,  1.63507e-09, -2.34350e-10,  2.00257e-09, -7.00900e-10,  1.16852e-09,
00:03:18,    198360,   561.5362,  1.38113e-08,  2.85591e-09,  1.53571e-08,  1.63507e-09, -2.34350e-10,  2.50398e-09, -2.33275e-10,  7.00900e-10,
00:03:18,    198698,   563.2617,  1.85902e-08,  2.85591e-09,  1.51350e-08,  2.10377e-09,  4.67625e-10,  2.50398e-09,  4.67625e-10,  4.67625e-10,
00:03:19,    199037,   564.4108,  1.16833e-08,  3.63589e-09,  1.62478e-08,  1.63507e-09, -4.67625e-10,  2.00334e-09, -4.67625e-10,  1.63615e-09,
00:03:19,    199376,   566.4232,  1.48716e-08,  3.11511e-09,  1.53571e-08,  1.86942e-09, -7.00900e-10,  2.16996e-09, -2.34350e-10,  1.40287e-09,
00:03:19,    199714,   567.5736,  1.43415e-08,  3.11630e-09,  1.46896e-08,  1.86942e-09, -2.33275e-10,  2.16996e-09,  0.00000e+00,  7.00900e-10,
00:03:20,    200052,   568.1475,  1.22159e-08,  3.63589e-09,  1.44664e-08,  2.10270e-09,  0.00000e+00,  2.16996e-09,  0.00000e+00,  1.40180e-09,
00:03:20,    200391,   569.8730,  1.48716e-08,  3.63469e-09,  1.53571e-08,  1.63615e-09, -4.67625e-10,  2.16996e-09, -4.67625e-10,  1.63615e-09,
00:03:20,    200728,   571.0221,  1.32787e-08,  3.37550e-09,  1.62478e-08,  2.10270e-09, -2.33275e-10,  2.16996e-09, -2.33275e-10,  1.40287e-09,
00:03:21,    201067,   572.7476,  1.32787e-08,  3.63469e-09,  1.46896e-08,  2.33705e-09,  4.67625e-10,  2.83800e-09,  2.34350e-10,  1.16852e-09,
00:03:21,    201406,   574.1849,  1.38089e-08,  3.89508e-09,  1.49117e-08,  2.10270e-09,  4.67625e-10,  2.50398e-09,  0.00000e+00,  1.40180e-09,
00:03:21,    201744,   575.3339,  1.22159e-08,  3.63469e-09,  1.44664e-08,  2.10270e-09,  0.00000e+00,  2.16996e-09,  0.00000e+00,  1.63615e-09,
00:03:22,    202082,   576.7713,  1.43415e-08,  3.11630e-09,  1.49117e-08,  3.03795e-09,  4.67625e-10,  2.83800e-09,  4.67625e-10,  4.67625e-10,
00:03:22,    202421,   577.6334,  1.43415e-08,  3.89508e-09,  1.53571e-08,  3.27122e-09,  4.67625e-10,  2.67061e-09,  9.35250e-10,  7.00900e-10,
00:03:22,    202759,   579.3589,  1.32787e-08,  3.63469e-09,  1.44664e-08,  2.80467e-09,  2.33275e-10,  2.50398e-09,  4.67625e-10,  9.35250e-10,
00:03:23,    203097,   580.7962,  1.27461e-08,  2.59672e-09,  1.53571e-08,  2.33705e-09,  0.00000e+00,  2.33736e-09, -2.33275e-10,  1.16852e-09,
00:03:23,    203435,   582.2335,  1.32787e-08,  3.11511e-09,  1.58025e-08,  3.03795e-09,  4.67625e-10,  2.67061e-09,  4.67625e-10,  7.00900e-10,
00:03:23,    203774,   583.6708,  1.27485e-08,  3.37550e-09,  1.55803e-08,  2.80467e-09,  7.00900e-10,  2.67061e-09,  4.67625e-10,  7.00900e-10,
00:03:24,    204112,   584.5316,  1.27461e-08,  2.85591e-09,  1.58025e-08,  1.63507e-09,  0.00000e+00,  2.00257e-09, -2.33275e-10,  1.16852e-09,
00:03:24,    204451,   585.9689,  1.32787e-08,  2.59672e-09,  1.64700e-08,  2.80467e-09,  0.00000e+00,  2.00334e-09, -2.33275e-10,  7.00900e-10,
00:03:24,    204789,   587.4076,  1.27461e-08,  2.33633e-09,  1.51350e-08,  2.80467e-09,  0.00000e+00,  2.50398e-09,  7.00900e-10,  7.00900e-10,
00:03:25,    205127,   589.1317,  1.06230e-08,  3.89508e-09,  1.46896e-08,  2.57032e-09,  0.00000e+00,  2.33659e-09, -2.34350e-10,  1.63615e-09,
00:03:25,    205465,   590.2821,  1.22159e-08,  3.37550e-09,  1.60247e-08,  2.10377e-09, -4.67625e-10,  2.00257e-09, -2.34350e-10,  1.86942e-09,
00:03:25,    205803,   591.4312,  1.22159e-08,  2.85591e-09,  1.60247e-08,  2.57140e-09,  0.00000e+00,  2.00257e-09,  0.00000e+00,  1.63615e-09,
00:03:26,    206142,   592.8685,  1.32787e-08,  4.15428e-09,  1.46896e-08,  3.27230e-09,  2.34350e-10,  2.33659e-09,  0.00000e+00,  1.63615e-09,
00:03:26,    206480,   594.3057,  1.22159e-08,  4.15428e-09,  1.55792e-08,  3.03795e-09,  2.33275e-10,  2.50398e-09, -2.33275e-10,  1.40180e-09,
00:03:26,    206818,   595.4548,  1.22159e-08,  3.37550e-09,  1.62478e-08,  2.10377e-09, -7.00900e-10,  1.83594e-09, -7.00900e-10,  1.86942e-09,
00:03:27,    207157,   597.1804,  1.32787e-08,  3.89508e-09,  1.53571e-08,  3.73992e-09,  4.67625e-10,  2.33659e-09,  2.34350e-10,  1.40287e-09,
00:03:27,    207496,   598.3294,  1.16857e-08,  3.63589e-09,  1.62468e-08,  3.73992e-09,  2.33275e-10,  2.50398e-09,  4.67625e-10,  2.10270e-09,
00:03:27,    207834,   600.0550,  1.16857e-08,  3.63589e-09,  1.58025e-08,  2.57032e-09,  0.00000e+00,  2.16996e-09, -2.34350e-10,  2.33597e-09,
00:03:28,    208172,   601.2040,  1.38113e-08,  2.85711e-09,  1.51350e-08,  3.97320e-09,  7.00900e-10,  2.50398e-09,  4.67625e-10,  9.34175e-10,
00:03:28,    208510,   602.3544,  1.38113e-08,  3.11630e-09,  1.64700e-08,  3.50557e-09,  7.00900e-10,  2.33736e-09,  2.34350e-10,  1.40287e-09,
00:03:28,    208849,   604.0786,  1.43390e-08,  3.89508e-09,  1.62468e-08,  3.50557e-09,  4.67625e-10,  2.50398e-09,  0.00000e+00,  2.33705e-09,
00:03:29,    209187,   605.2290,  1.54018e-08,  2.85591e-09,  1.62478e-08,  3.50557e-09,  0.00000e+00,  2.67137e-09,  0.00000e+00,  1.63507e-09,
00:03:29,    209525,   606.3794,  1.43415e-08,  2.85711e-09,  1.62468e-08,  4.20647e-09,  9.35250e-10,  2.83800e-09,  7.00900e-10,  1.63507e-09,
00:03:29,    209864,   607.8153,  1.48716e-08,  3.37550e-09,  1.62468e-08,  3.97320e-09,  7.00900e-10,  2.83800e-09,  7.00900e-10,  1.16852e-09,
00:03:30,    210202,   609.2526,  1.43415e-08,  3.11511e-09,  1.71375e-08,  3.27122e-09,  0.00000e+00,  2.00257e-09, -4.67625e-10,  1.86942e-09,
00:03:30,    210540,   610.4017,  1.27461e-08,  2.59672e-09,  1.71375e-08,  3.73992e-09, -2.34350e-10,  2.16996e-09, -2.33275e-10,  1.63615e-09,
00:03:30,    210878,   612.4155,  1.48716e-08,  2.85591e-09,  1.75829e-08,  4.20647e-09,  4.67625e-10,  2.67137e-09,  4.67625e-10,  1.86942e-09,
00:03:31,    211217,   613.8527,  1.38089e-08,  3.63589e-09,  1.71375e-08,  3.73885e-09, -2.33275e-10,  2.33659e-09, -2.34350e-10,  2.33705e-09,
00:03:31,    211555,   614.7149,  1.43415e-08,  3.63589e-09,  1.71375e-08,  3.50557e-09, -2.33275e-10,  2.00257e-09, -4.67625e-10,  2.33705e-09,
00:03:31,    211892,   616.1522,  1.48716e-08,  3.37550e-09,  1.71375e-08,  3.50557e-09, -2.33275e-10,  2.16996e-09, -4.67625e-10,  2.33705e-09,
00:03:32,    212231,   617.8764,  1.43415e-08,  2.85591e-09,  1.84736e-08,  4.67410e-09, -2.34350e-10,  2.16996e-09,  2.33275e-10,  2.10270e-09,
00:03:32,    212569,   619.0268,  1.59344e-08,  2.59672e-09,  1.80282e-08,  4.67410e-09,  2.34350e-10,  2.33736e-09,  2.34350e-10,  2.33705e-09,
00:03:32,    212907,   620.1758,  1.48716e-08,  4.41467e-09,  1.82504e-08,  4.90737e-09,  2.33275e-10,  2.50398e-09,  2.33275e-10,  2.80467e-09,
00:03:33,    213245,   621.3249,  1.48716e-08,  3.89508e-09,  1.78050e-08,  5.14065e-09, -2.34350e-10,  2.00257e-09,  2.34350e-10,  2.57140e-09,
00:03:33,    213583,   623.0504,  1.48716e-08,  3.63589e-09,  1.80282e-08,  4.67410e-09, -2.33275e-10,  2.16996e-09, -2.34350e-10,  3.03795e-09,
00:03:33,    213922,   624.2008,  1.54018e-08,  3.63469e-09,  1.71375e-08,  5.37500e-09,  4.67625e-10,  2.16996e-09,  4.67625e-10,  2.57140e-09,
00:03:34,    214261,   625.6381,  1.54018e-08,  3.89508e-09,  1.78061e-08,  5.37500e-09,  0.00000e+00,  2.16996e-09, -2.34350e-10,  3.03795e-09,
00:03:34,    214598,   626.7871,  1.64646e-08,  3.89508e-09,  1.84736e-08,  5.14065e-09,  4.67625e-10,  2.33659e-09, -2.34350e-10,  3.03795e-09,
00:03:34,    214937,   627.9362,  1.59320e-08,  2.59672e-09,  1.86957e-08,  5.84262e-09,  4.67625e-10,  3.00462e-09,  7.00900e-10,  2.33705e-09,
00:03:35,    215276,   629.6617,  1.85902e-08,  3.63589e-09,  1.78050e-08,  5.84262e-09,  4.67625e-10,  3.00462e-09,  4.67625e-10,  3.27122e-09,
00:03:35,    215613,   630.8108,  1.80575e-08,  3.89508e-09,  1.89179e-08,  6.77680e-09,  9.35250e-10,  2.83800e-09,  2.34350e-10,  3.50557e-09,
00:03:35,    215952,   632.5363,  1.80575e-08,  2.59672e-09,  1.93632e-08,  6.07697e-09,  4.67625e-10,  2.67061e-09,  2.34350e-10,  2.80467e-09,
00:03:36,    216291,   633.6854,  1.80575e-08,  2.85591e-09,  1.84736e-08,  6.54352e-09,  7.00900e-10,  2.50398e-09,  2.34350e-10,  2.57032e-09,
00:03:36,    216629,   635.1226,  1.75274e-08,  3.63469e-09,  1.78050e-08,  7.01007e-09,  7.00900e-10,  2.67061e-09,  4.67625e-10,  2.57032e-09,
00:03:36,    216967,   636.8482,  1.59344e-08,  3.11511e-09,  1.93632e-08,  5.37500e-09, -2.34350e-10,  2.33736e-09, -2.34350e-10,  3.73992e-09,
00:03:37,    217306,   637.7104,  1.64646e-08,  2.59672e-09,  1.95865e-08,  6.07590e-09,  0.00000e+00,  2.00257e-09,  0.00000e+00,  3.27122e-09,
00:03:37,    217644,   639.1476,  1.69972e-08,  2.85591e-09,  1.95854e-08,  6.07590e-09,  2.33275e-10,  2.16996e-09, -2.33275e-10,  3.03795e-09,
00:03:37,    217982,   640.5849,  1.43390e-08,  3.63469e-09,  1.84726e-08,  6.54352e-09,  0.00000e+00,  2.50398e-09,  0.00000e+00,  3.50557e-09,
00:03:38,    218321,   642.0222,  1.54018e-08,  3.63469e-09,  1.84736e-08,  7.01007e-09,  2.33275e-10,  2.16996e-09,  0.00000e+00,  3.97320e-09,
00:03:38,    218659,   643.1726,  1.75274e-08,  4.15547e-09,  2.02540e-08,  6.07590e-09,  0.00000e+00,  2.33659e-09, -4.67625e-10,  3.50557e-09,
00:03:38,    218997,   644.6085,  1.80575e-08,  3.11630e-09,  1.86957e-08,  7.47770e-09,  7.00900e-10,  2.67137e-09,  7.00900e-10,  3.27230e-09,
00:03:39,    219336,   645.7589,  1.48716e-08,  3.63589e-09,  1.84726e-08,  7.24442e-09,  4.67625e-10,  2.67137e-09,  4.67625e-10,  3.27230e-09,
00:03:39,    219674,   647.1963,  1.59320e-08,  3.63589e-09,  1.98087e-08,  7.01007e-09,  2.33275e-10,  2.16996e-09,  0.00000e+00,  3.73992e-09,
00:03:40,    220012,   648.6335,  1.80575e-08,  2.33633e-09,  1.93632e-08,  6.77787e-09,  7.00900e-10,  3.00462e-09,  7.00900e-10,  3.03795e-09,
00:03:40,    220351,   650.0708,  1.75274e-08,  3.37550e-09,  1.91401e-08,  7.01115e-09,  4.67625e-10,  2.67137e-09,  4.67625e-10,  3.03795e-09,
00:03:40,    220689,   651.2212,  1.64646e-08,  3.63589e-09,  1.82504e-08,  7.01115e-09,  7.00900e-10,  2.50398e-09,  4.67625e-10,  3.50557e-09,
00:03:41,    221027,   652.3703,  1.43390e-08,  3.11511e-09,  1.89190e-08,  6.07590e-09,  0.00000e+00,  2.50398e-09, -2.34350e-10,  3.97320e-09,
00:03:41,    221365,   654.0945,  1.54043e-08,  3.63469e-09,  2.00308e-08,  6.54352e-09,  0.00000e+00,  2.16996e-09, -2.34350e-10,  4.20647e-09,
00:03:41,    221703,   655.2436,  1.59344e-08,  2.85591e-09,  2.02540e-08,  7.47770e-09,  4.67625e-10,  2.50398e-09,  2.33275e-10,  3.03795e-09,
00:03:42,    222042,   656.6822,  1.59320e-08,  3.63589e-09,  1.95854e-08,  7.01007e-09,  0.00000e+00,  2.00257e-09, -2.33275e-10,  4.20647e-09,
00:03:42,    222380,   657.8325,  1.54043e-08,  3.89508e-09,  2.09215e-08,  6.77680e-09,  0.00000e+00,  2.33659e-09, -4.67625e-10,  3.73992e-09,
00:03:42,    222719,   659.5567,  1.64646e-08,  3.37550e-09,  1.95854e-08,  7.01007e-09, -2.34350e-10,  2.00257e-09,  0.00000e+00,  3.50557e-09,
00:03:43,    223057,   660.9940,  1.64646e-08,  3.37550e-09,  1.89179e-08,  7.47770e-09,  2.33275e-10,  2.67061e-09,  2.33275e-10,  3.73885e-09,
00:03:43,    223395,   662.1431,  1.54018e-08,  4.15547e-09,  1.84736e-08,  7.47770e-09,  2.33275e-10,  2.67061e-09, -2.33275e-10,  3.97320e-09,
00:03:43,    223734,   663.2935,  1.69948e-08,  3.89508e-09,  1.84726e-08,  6.30917e-09,  2.33275e-10,  2.33659e-09,  0.00000e+00,  3.97320e-09,
00:03:44,    224072,   665.0177,  1.54043e-08,  2.59672e-09,  1.93632e-08,  7.47770e-09,  7.00900e-10,  2.67061e-09,  4.67625e-10,  3.03795e-09,
00:03:44,    224411,   666.1681,  1.64646e-08,  3.37550e-09,  1.86957e-08,  6.77787e-09,  7.00900e-10,  2.67137e-09,  7.00900e-10,  2.80360e-09,
00:03:44,    224749,   667.6054,  1.69972e-08,  3.89508e-09,  1.86957e-08,  7.47770e-09,  7.00900e-10,  2.67137e-09,  4.67625e-10,  2.57032e-09,
00:03:45,    225087,   668.7544,  1.59344e-08,  3.37550e-09,  1.89179e-08,  6.31025e-09, -2.34350e-10,  2.00257e-09, -2.34350e-10,  3.50557e-09,
00:03:45,    225425,   670.4799,  1.80575e-08,  3.37550e-09,  1.91411e-08,  6.77787e-09,  4.67625e-10,  2.50398e-09,  4.67625e-10,  3.03795e-09,
00:03:45,    225763,   671.6290,  1.85877e-08,  2.85591e-09,  1.80282e-08,  6.31025e-09,  2.34350e-10,  2.50398e-09,  4.67625e-10,  3.27122e-09,
00:03:46,    226101,   672.7794,  1.85902e-08,  2.85591e-09,  1.93632e-08,  6.77680e-09,  4.67625e-10,  3.00462e-09,  7.00900e-10,  2.57032e-09,
00:03:46,    226439,   674.2154,  1.59344e-08,  3.11511e-09,  1.78050e-08,  7.24442e-09,  7.00900e-10,  2.67061e-09,  4.67625e-10,  2.33705e-09,
00:03:46,    226777,   675.6540,  1.43415e-08,  3.11511e-09,  1.84736e-08,  6.54352e-09, -2.34350e-10,  2.00257e-09, -2.34350e-10,  3.50557e-09,
00:03:47,    227116,   677.0913,  1.80600e-08,  2.85591e-09,  1.84726e-08,  5.60935e-09,  0.00000e+00,  2.00257e-09,  0.00000e+00,  2.57032e-09,
00:03:47,    227453,   678.2403,  1.64646e-08,  3.37550e-09,  1.84726e-08,  5.60827e-09, -2.34350e-10,  1.83594e-09, -2.33275e-10,  3.03795e-09,
00:03:47,    227791,   679.3894,  1.64646e-08,  3.11511e-09,  1.78061e-08,  6.07697e-09,  0.00000e+00,  2.33736e-09,  0.00000e+00,  3.03795e-09,
00:03:48,    228129,   681.1149,  1.75274e-08,  2.85591e-09,  1.84726e-08,  5.60935e-09,  0.00000e+00,  2.16996e-09,  2.34350e-10,  2.80360e-09,
00:03:48,    228467,   682.2653,  1.48716e-08,  3.89508e-09,  1.80282e-08,  5.14065e-09,  0.00000e+00,  2.50398e-09,  2.34350e-10,  3.03795e-09,
00:03:48,    228806,   683.9895,  1.59320e-08,  3.63589e-09,  1.78050e-08,  5.60827e-09,  0.00000e+00,  2.33659e-09, -2.34350e-10,  3.03795e-09,
00:03:49,    229144,   685.1399,  1.48716e-08,  3.11630e-09,  1.86957e-08,  4.90737e-09,  0.00000e+00,  2.00257e-09, -4.67625e-10,  3.27230e-09,
00:03:49,    229482,   686.5772,  1.59344e-08,  3.63469e-09,  1.89179e-08,  5.84262e-09,  7.00900e-10,  2.50398e-09,  2.34350e-10,  2.80467e-09,
00:03:49,    229820,   688.0144,  1.54043e-08,  3.63469e-09,  1.73607e-08,  5.60935e-09,  2.34350e-10,  2.50398e-09,  4.67625e-10,  2.80467e-09,
00:03:50,    230158,   689.1635,  1.43390e-08,  3.63469e-09,  1.75829e-08,  5.37500e-09,  2.34350e-10,  2.16996e-09,  0.00000e+00,  2.57140e-09,
00:03:50,    230497,   690.6008,  1.59344e-08,  3.37550e-09,  1.78050e-08,  5.37500e-09,  4.67625e-10,  2.83800e-09,  7.00900e-10,  2.33705e-09,
00:03:50,    230836,   692.0381,  1.43390e-08,  3.37550e-09,  1.73597e-08,  5.14172e-09,  9.35250e-10,  2.83800e-09,  4.67625e-10,  2.57140e-09,
00:03:51,    231173,   693.4754,  1.43390e-08,  3.89508e-09,  1.73597e-08,  5.37500e-09,  4.67625e-10,  2.67137e-09,  7.00900e-10,  2.57140e-09,
00:03:51,    231512,   694.6258,  1.64646e-08,  3.63469e-09,  1.84736e-08,  5.14172e-09, -2.34350e-10,  2.33736e-09,  2.33275e-10,  2.10377e-09,
00:03:51,    231851,   696.0631,  1.48716e-08,  2.85591e-09,  1.86957e-08,  4.90737e-09,  4.67625e-10,  2.67137e-09,  4.67625e-10,  1.86942e-09,
00:03:52,    232189,   697.5004,  1.59344e-08,  3.37550e-09,  1.71375e-08,  5.14172e-09,  4.67625e-10,  2.67061e-09,  4.67625e-10,  1.63507e-09,
00:03:52,    232527,   698.3612,  1.59344e-08,  3.37550e-09,  1.73607e-08,  4.43975e-09, -2.34350e-10,  2.16996e-09,  0.00000e+00,  2.10270e-09,
00:03:52,    232865,   699.7984,  1.38113e-08,  3.11511e-09,  1.82504e-08,  4.67410e-09,  0.00000e+00,  2.50398e-09,  0.00000e+00,  2.10270e-09,
00:03:53,    233203,   701.5240,  1.75274e-08,  3.11630e-09,  1.82504e-08,  4.67410e-09,  2.34350e-10,  2.50398e-09,  2.34350e-10,  1.86942e-09,
00:03:53,    233542,   702.9613,  1.38089e-08,  4.15428e-09,  1.66931e-08,  4.90737e-09,  2.34350e-10,  2.00257e-09, -2.34350e-10,  2.57140e-09,
00:03:53,    233881,   703.8234,  1.27461e-08,  3.37550e-09,  1.82504e-08,  4.20647e-09,  0.00000e+00,  2.16996e-09, -4.67625e-10,  2.57140e-09,
00:03:54,    234218,   705.5490,  1.27485e-08,  3.63589e-09,  1.64700e-08,  4.20647e-09, -2.33275e-10,  2.16996e-09,  0.00000e+00,  1.86942e-09,
00:03:54,    234557,   706.6967,  1.27461e-08,  3.37550e-09,  1.55792e-08,  4.67410e-09,  7.00900e-10,  2.83800e-09,  2.33275e-10,  1.86942e-09,
00:03:54,    234896,   708.4223,  1.16833e-08,  3.63589e-09,  1.62478e-08,  4.43975e-09,  2.34350e-10,  2.00257e-09,  0.00000e+00,  2.10377e-09,
00:03:55,    235233,   709.8595,  1.16833e-08,  4.15547e-09,  1.66931e-08,  3.73885e-09,  0.00000e+00,  2.33736e-09,  0.00000e+00,  2.80467e-09,
00:03:55,    235572,   711.2968,  1.32787e-08,  3.11630e-09,  1.60247e-08,  4.43975e-09,  4.67625e-10,  2.33659e-09,  7.00900e-10,  1.63615e-09,
00:03:55,    235911,   712.1590,  1.16857e-08,  3.37550e-09,  1.64700e-08,  4.20647e-09,  9.34175e-10,  2.67137e-09,  7.00900e-10,  1.63507e-09,
00:03:56,    236249,   713.5963,  1.22159e-08,  3.63469e-09,  1.51339e-08,  4.44082e-09,  4.67625e-10,  2.67137e-09,  4.67625e-10,  1.86942e-09,
00:03:56,    236587,   715.3218,  1.00928e-08,  3.37550e-09,  1.73607e-08,  3.97212e-09, -2.33275e-10,  2.00334e-09,  2.34350e-10,  1.63507e-09,
00:03:56,    236924,   716.4708,  1.27461e-08,  3.89508e-09,  1.60247e-08,  3.73885e-09,  0.00000e+00,  2.33659e-09,  0.00000e+00,  1.86942e-09,
