0000000887,scans,0000000146,DataLength
"header",0000000028,"lines"
"Date",6/18/2016,"Time",3:57:34 AM
"ID","HAL RC RGA 301 #14852","Version",3
"Scans",9
"Scan ID","Mode","Input","Scanned","Start","Stop","Increment","Dwell","Settle","RS","RelSEM"
"Scan 1","RGA","Temperature","none",0.40,0.40,0.01,4.761,4.761,1.000000,1.000000,
"Scan 2","RGA","SEM","mass",2.00,2.00,0.01,4.761,4.761,0.440000,1.000000,
"Scan 3","RGA","SEM","mass",18.00,18.00,0.01,4.761,4.761,0.900000,1.000000,
"Scan 4","RGA","SEM","mass",28.00,28.00,0.01,4.761,4.761,1.050000,1.000000,
"Scan 5","RGA","SEM","mass",39.00,39.00,0.01,4.761,4.761,1.000000,1.000000,
"Scan 6","RGA","SEM","mass",41.00,41.00,0.01,4.761,4.761,1.000000,1.000000,
"Scan 7","RGA","SEM","mass",44.00,44.00,0.01,4.761,4.761,1.400000,1.000000,
"Scan 8","RGA","SEM","mass",68.00,68.00,0.01,4.761,4.761,1.000000,1.000000,
"Scan 9","RGA","SEM","mass",96.00,96.00,0.01,4.761,4.761,1.000000,1.000000,
"Environment",
"Global","RGA"
"F1",1,"( 1 = on, 0 = off )"
"F2",0,"( 1 = on, 0 = off )"
"cage",3.3,"V"
"delta-m",0,"%"
"electron-energy",70.0,"V"
"emission",1000.000,"uA"
"focus",-90,"V"
"mass",5.50,"amu"
"mode-change-delay",1000,"ms"
"multiplier",1100,"V"
"resolution",0,"%"
"Data",9
"Time","ms","Temperature","Hydrogen","Water","Carbon monoxide","furan39","Propene","Carbon dioxide","furan68","furf96",
00:02:31,    151638,   573.8358,  9.67011e-09,  2.23958e-09,  9.81114e-09,  2.23600e-10,  2.24675e-10,  1.28001e-09,  0.00000e+00,  4.48275e-10,
00:02:31,    151984,   575.2150,  8.14311e-09,  1.74269e-09,  1.02381e-08,  4.48275e-10,  4.48275e-10,  1.28001e-09,  0.00000e+00,  8.95475e-10,
00:02:32,    152331,   576.3151,  9.16193e-09,  1.99113e-09,  9.81114e-09,  4.48275e-10,  0.00000e+00,  1.43973e-09,  0.00000e+00,  6.71875e-10,
00:02:32,    152678,   577.9679,  8.65375e-09,  1.99113e-09,  1.00251e-08,  4.47200e-10, -2.24675e-10,  1.43973e-09,  0.00000e+00,  4.48275e-10,
00:02:33,    153024,   579.3457,  7.12432e-09,  2.23958e-09,  1.00251e-08,  4.48275e-10,  0.00000e+00,  1.43973e-09,  2.23600e-10,  4.47200e-10,
00:02:33,    153371,   580.9998,  8.65375e-09,  1.49306e-09,  9.59819e-09,  2.23600e-10,  2.23600e-10,  1.28001e-09,  4.48275e-10,  4.47200e-10,
00:02:33,    153718,   582.3763,  8.65375e-09,  1.74150e-09,  9.38527e-09,  2.24675e-10,  0.00000e+00,  1.43973e-09,  2.24675e-10,  4.48275e-10,
00:02:34,    154064,   584.0291,  7.12432e-09,  1.99113e-09,  9.17231e-09,  4.48275e-10,  0.00000e+00,  1.43973e-09,  2.23600e-10,  2.23600e-10,
00:02:34,    154411,   584.5792,  8.65375e-09,  1.99113e-09,  9.38424e-09,  4.47200e-10,  0.00000e+00,  1.59944e-09,  0.00000e+00,  0.00000e+00,
00:02:34,    154758,   586.5084,  7.63493e-09,  1.74269e-09,  9.17129e-09,  4.48275e-10,  0.00000e+00,  1.28001e-09,  0.00000e+00,  6.71875e-10,
00:02:35,    155104,   588.1612,  7.63493e-09,  1.99113e-09,  9.81219e-09,  6.71875e-10,  0.00000e+00,  1.43973e-09,  0.00000e+00,  4.47200e-10,
00:02:35,    155451,   588.9876,  8.65375e-09,  1.99113e-09,  9.59819e-09,  2.23600e-10,  0.00000e+00,  1.59944e-09,  2.23600e-10,  4.47200e-10,
00:02:35,    155798,   590.3641,  7.63493e-09,  2.23958e-09,  9.81114e-09,  2.23600e-10,  0.00000e+00,  1.11954e-09,  4.48275e-10,  2.24675e-10,
00:02:36,    156144,   591.7419,  7.63493e-09,  1.74269e-09,  1.00251e-08,  6.71875e-10, -2.23600e-10,  1.75993e-09, -2.23600e-10,  4.47200e-10,
00:02:36,    156491,   593.1197,  8.65375e-09,  2.23958e-09,  9.81114e-09,  4.47200e-10,  2.23600e-10,  1.59944e-09,  0.00000e+00,  4.47200e-10,
00:02:36,    156838,   594.7725,  8.65375e-09,  2.23958e-09,  9.81114e-09,  6.71875e-10,  0.00000e+00,  1.75993e-09,  2.23600e-10,  2.24675e-10,
00:02:37,    157184,   595.5990,  8.14311e-09,  2.73767e-09,  9.38424e-09,  4.47200e-10,  0.00000e+00,  1.43973e-09,  0.00000e+00,  4.47200e-10,
00:02:37,    157531,   597.5281,  8.14311e-09,  1.99113e-09,  1.02381e-08,  4.48275e-10,  0.00000e+00,  1.59944e-09,  2.23600e-10,  4.47200e-10,
00:02:37,    157878,   598.9046,  8.14311e-09,  1.99113e-09,  9.59819e-09,  2.24675e-10, -2.23600e-10,  1.28001e-09,  0.00000e+00,  2.24675e-10,
00:02:38,    158224,   600.0061,  9.16193e-09,  1.98994e-09,  9.17231e-09,  4.48275e-10, -2.23600e-10,  1.59944e-09,  0.00000e+00,  6.71875e-10,
00:02:38,    158571,   601.6589,  9.16193e-09,  1.99113e-09,  9.81114e-09,  4.48275e-10,  2.23600e-10,  1.43973e-09,  0.00000e+00,  4.48275e-10,
00:02:38,    158918,   602.7603,  8.14311e-09,  2.48802e-09,  1.00251e-08,  4.48275e-10,  0.00000e+00,  1.60021e-09,  0.00000e+00,  0.00000e+00,
00:02:39,    159264,   603.8631,  7.63493e-09,  1.74150e-09,  9.81114e-09,  4.48275e-10,  0.00000e+00,  1.75993e-09,  2.23600e-10,  2.23600e-10,
00:02:39,    159611,   605.5159,  9.16193e-09,  2.23958e-09,  9.38527e-09,  6.71875e-10, -2.24675e-10,  1.43973e-09,  2.24675e-10,  2.23600e-10,
00:02:39,    159958,   607.1687,  8.65375e-09,  1.99113e-09,  9.38527e-09,  4.48275e-10,  0.00000e+00,  1.43973e-09,  0.00000e+00,  4.48275e-10,
00:02:40,    160304,   608.8216,  7.63493e-09,  1.74150e-09,  1.02381e-08,  6.71875e-10,  2.23600e-10,  1.43973e-09,  0.00000e+00,  4.47200e-10,
00:02:40,    160651,   609.9230,  8.14311e-09,  1.99113e-09,  8.95833e-09,  6.71875e-10,  0.00000e+00,  1.59944e-09,  0.00000e+00,  8.96550e-10,
00:02:40,    160998,   611.5772,  9.67011e-09,  2.23958e-09,  9.81114e-09,  6.71875e-10, -2.23600e-10,  1.43973e-09,  0.00000e+00,  4.48275e-10,
00:02:41,    161344,   612.6773,  8.14311e-09,  2.23958e-09,  9.17129e-09,  6.71875e-10,  0.00000e+00,  1.28001e-09,  0.00000e+00,  4.48275e-10,
00:02:41,    161691,   614.0551,  1.06889e-08,  1.99113e-09,  9.59819e-09,  6.71875e-10,  0.00000e+00,  1.59944e-09,  2.23600e-10,  4.47200e-10,
00:02:42,    162038,   615.4329,  8.65375e-09,  1.99113e-09,  9.59819e-09,  6.71875e-10,  2.24675e-10,  1.12030e-09,  0.00000e+00,  2.24675e-10,
00:02:42,    162384,   617.3620,  9.67011e-09,  1.74150e-09,  9.81219e-09,  6.71875e-10,  2.23600e-10,  1.60021e-09,  0.00000e+00,  2.23600e-10,
00:02:42,    162731,   618.1872,  7.63493e-09,  1.99113e-09,  9.59819e-09,  4.48275e-10,  0.00000e+00,  1.43973e-09,  0.00000e+00,  4.48275e-10,
00:02:43,    163078,   619.8413,  1.01807e-08,  1.99113e-09,  9.59819e-09,  8.95475e-10,  0.00000e+00,  1.28001e-09,  2.23600e-10,  2.24675e-10,
00:02:43,    163424,   620.9414,  8.65130e-09,  1.74150e-09,  1.00251e-08,  8.96550e-10,  2.23600e-10,  1.43973e-09,  2.23600e-10,  4.48275e-10,
00:02:43,    163771,   622.3192,  9.16193e-09,  2.48802e-09,  1.00251e-08,  8.95475e-10,  0.00000e+00,  1.28001e-09,  2.23600e-10,  2.23600e-10,
00:02:44,    164118,   623.9720,  9.67255e-09,  2.23958e-09,  9.17231e-09,  4.48275e-10,  2.24675e-10,  1.28001e-09,  0.00000e+00,  4.48275e-10,
00:02:44,    164464,   625.6262,  1.01807e-08,  1.99113e-09,  9.59819e-09,  8.96550e-10,  2.24675e-10,  1.60021e-09,  0.00000e+00,  4.48275e-10,
00:02:44,    164811,   626.4526,  9.67011e-09,  2.48802e-09,  1.00251e-08,  6.71875e-10,  2.23600e-10,  1.59944e-09,  2.23600e-10,  4.48275e-10,
00:02:45,    165158,   627.8291,  9.16193e-09,  1.74150e-09,  1.00251e-08,  8.95475e-10,  0.00000e+00,  1.60021e-09,  2.23600e-10,  6.71875e-10,
00:02:45,    165504,   629.4819,  1.01807e-08,  1.98994e-09,  1.02381e-08,  6.71875e-10,  0.00000e+00,  1.60021e-09,  2.23600e-10,  4.48275e-10,
00:02:45,    165851,   630.8584,  9.67011e-09,  1.98994e-09,  9.59819e-09,  1.12015e-09,  0.00000e+00,  1.60021e-09,  0.00000e+00,  4.47200e-10,
00:02:46,    166198,   632.2362,  9.16193e-09,  2.23958e-09,  9.81114e-09,  1.12015e-09,  0.00000e+00,  1.59944e-09,  2.24675e-10,  4.48275e-10,
00:02:46,    166544,   633.6140,  1.01783e-08,  1.99113e-09,  9.81219e-09,  8.96550e-10,  2.24675e-10,  1.91964e-09,  2.23600e-10,  6.71875e-10,
00:02:46,    166891,   634.9904,  8.65375e-09,  2.23958e-09,  1.00241e-08,  8.96550e-10, -2.23600e-10,  1.59944e-09,  0.00000e+00,  4.47200e-10,
00:02:47,    167238,   636.6446,  9.67011e-09,  1.74269e-09,  9.81219e-09,  8.95475e-10,  0.00000e+00,  1.28001e-09,  0.00000e+00,  6.71875e-10,
00:02:47,    167584,   637.7461,  9.67011e-09,  1.98994e-09,  1.02381e-08,  8.96550e-10,  2.23600e-10,  1.43973e-09,  4.47200e-10,  0.00000e+00,
00:02:47,    167931,   639.1225,  1.11971e-08,  2.23958e-09,  9.38424e-09,  8.96550e-10,  2.23600e-10,  1.28001e-09,  2.23600e-10,  6.71875e-10,
00:02:48,    168278,   640.2253,  1.06889e-08,  1.99113e-09,  9.81114e-09,  1.11907e-09,  2.24675e-10,  1.12030e-09,  2.24675e-10,  4.47200e-10,
00:02:48,    168624,   641.6018,  9.67255e-09,  1.49306e-09,  9.81114e-09,  1.12015e-09,  2.23600e-10,  1.43973e-09,  2.23600e-10,  4.48275e-10,
00:02:48,    168971,   643.2546,  1.01807e-08,  1.98994e-09,  1.00241e-08,  4.47200e-10,  2.23600e-10,  1.60021e-09,  0.00000e+00,  6.71875e-10,
00:02:49,    169318,   644.6323,  9.16193e-09,  1.99113e-09,  9.81114e-09,  8.95475e-10,  0.00000e+00,  1.59944e-09,  2.24675e-10,  4.48275e-10,
00:02:49,    169664,   646.0102,  8.65130e-09,  1.74269e-09,  1.04520e-08,  8.95475e-10,  0.00000e+00,  1.43973e-09,  0.00000e+00,  2.23600e-10,
00:02:50,    170011,   647.3880,  8.65375e-09,  1.98994e-09,  9.38527e-09,  6.71875e-10,  0.00000e+00,  1.60021e-09,  2.23600e-10,  4.48275e-10,
00:02:50,    170358,   648.7658,  9.16193e-09,  1.74150e-09,  9.38527e-09,  6.71875e-10, -2.24675e-10,  1.28001e-09,  2.24675e-10,  6.71875e-10,
00:02:50,    170704,   650.4173,  9.67011e-09,  1.99113e-09,  1.02381e-08,  8.95475e-10,  2.24675e-10,  1.43973e-09,  0.00000e+00,  2.24675e-10,
00:02:51,    171051,   651.7951,  8.65130e-09,  2.23958e-09,  1.02381e-08,  8.96550e-10,  2.23600e-10,  1.60021e-09,  2.23600e-10,  4.48275e-10,
00:02:51,    171398,   652.8965,  9.67011e-09,  2.23958e-09,  1.00251e-08,  6.71875e-10,  0.00000e+00,  1.43973e-09,  0.00000e+00,  4.48275e-10,
00:02:51,    171744,   654.2743,  1.06889e-08,  2.23958e-09,  1.00251e-08,  8.96550e-10,  0.00000e+00,  1.60021e-09,  0.00000e+00,  0.00000e+00,
00:02:52,    172091,   655.6508,  1.01783e-08,  1.99113e-09,  9.81114e-09,  1.12015e-09,  2.24675e-10,  1.75916e-09,  0.00000e+00,  2.24675e-10,
00:02:52,    172438,   656.7536,  9.67011e-09,  1.98994e-09,  1.04520e-08,  6.71875e-10,  0.00000e+00,  1.43973e-09,  2.23600e-10,  4.47200e-10,
00:02:52,    172784,   658.4064,  8.65375e-09,  1.99113e-09,  9.38527e-09,  6.71875e-10,  2.23600e-10,  1.43973e-09, -2.23600e-10,  2.23600e-10,
00:02:53,    173131,   659.7829,  8.65375e-09,  1.99113e-09,  9.59819e-09,  8.95475e-10,  2.24675e-10,  1.27925e-09,  0.00000e+00,  6.71875e-10,
00:02:53,    173478,   661.4357,  1.01807e-08,  1.74150e-09,  9.38424e-09,  6.71875e-10,  0.00000e+00,  1.43973e-09, -2.23600e-10,  4.48275e-10,
00:02:53,    173824,   662.5384,  8.14557e-09,  2.23958e-09,  9.81219e-09,  1.12015e-09,  2.23600e-10,  1.28001e-09, -2.24675e-10,  2.23600e-10,
00:02:54,    174171,   663.9149,  9.67011e-09,  1.49306e-09,  1.02381e-08,  8.96550e-10,  2.24675e-10,  1.28001e-09,  0.00000e+00,  6.71875e-10,
00:02:54,    174518,   665.2927,  1.01783e-08,  1.74269e-09,  9.81219e-09,  8.96550e-10,  0.00000e+00,  1.43973e-09,  0.00000e+00,  2.24675e-10,
00:02:54,    174864,   666.6705,  9.16193e-09,  1.99113e-09,  1.02381e-08,  8.95475e-10,  4.47200e-10,  1.59944e-09, -2.23600e-10,  2.23600e-10,
00:02:55,    175211,   668.0470,  7.63493e-09,  2.23958e-09,  1.02381e-08,  1.12015e-09,  0.00000e+00,  1.59944e-09, -2.23600e-10,  2.23600e-10,
00:02:55,    175558,   669.6998,  1.01807e-08,  1.74269e-09,  1.02381e-08,  6.71875e-10,  2.23600e-10,  1.75916e-09,  0.00000e+00,  2.24675e-10,
00:02:55,    175904,   671.0789,  1.06889e-08,  2.48922e-09,  1.00241e-08,  1.11907e-09, -2.23600e-10,  1.43973e-09, -4.48275e-10,  4.48275e-10,
00:02:56,    176251,   672.4554,  1.22159e-08,  1.74269e-09,  9.59819e-09,  1.34375e-09,  2.23600e-10,  1.59944e-09, -2.23600e-10,  2.23600e-10,
00:02:56,    176598,   673.5568,  9.67255e-09,  1.74269e-09,  1.10909e-08,  8.96550e-10,  0.00000e+00,  1.28001e-09,  2.23600e-10,  2.23600e-10,
00:02:56,    176944,   675.2097,  9.67255e-09,  2.23958e-09,  1.00241e-08,  8.95475e-10,  2.23600e-10,  1.43973e-09, -2.23600e-10,  4.48275e-10,
00:02:57,    177291,   676.5875,  9.67255e-09,  2.23958e-09,  9.81219e-09,  1.11907e-09,  0.00000e+00,  1.43973e-09,  0.00000e+00,  2.24675e-10,
00:02:57,    177637,   677.9640,  9.67255e-09,  2.23958e-09,  1.04510e-08,  8.95475e-10,  2.24675e-10,  1.28001e-09,  0.00000e+00,  4.48275e-10,
00:02:57,    177983,   679.3418,  9.67255e-09,  2.48922e-09,  1.00241e-08,  1.34375e-09,  2.23600e-10,  1.28001e-09, -2.23600e-10,  4.48275e-10,
00:02:58,    178329,   680.7196,  1.06889e-08,  1.99113e-09,  1.02381e-08,  6.71875e-10,  0.00000e+00,  1.59944e-09,  2.24675e-10,  8.96550e-10,
00:02:58,    178676,   682.0960,  8.65375e-09,  2.48802e-09,  1.00251e-08,  6.71875e-10,  0.00000e+00,  1.12030e-09, -2.23600e-10,  2.24675e-10,
00:02:59,    179023,   683.4738,  9.16193e-09,  2.23958e-09,  1.08779e-08,  8.95475e-10,  0.00000e+00,  1.11954e-09,  0.00000e+00,  2.24675e-10,
00:02:59,    179369,   684.8516,  9.67011e-09,  1.74150e-09,  1.00251e-08,  6.71875e-10,  2.23600e-10,  1.43973e-09,  0.00000e+00,  6.71875e-10,
00:02:59,    179716,   686.5044,  1.01807e-08,  1.49306e-09,  9.38527e-09,  8.95475e-10,  0.00000e+00,  1.28001e-09,  2.24675e-10,  4.48275e-10,
00:03:00,    180063,   687.6059,  1.01783e-08,  2.48802e-09,  1.08779e-08,  8.96550e-10,  0.00000e+00,  1.27925e-09, -2.23600e-10,  2.23600e-10,
00:03:00,    180409,   689.5351,  9.16193e-09,  1.74150e-09,  1.02381e-08,  8.96550e-10,  0.00000e+00,  1.43973e-09,  2.23600e-10,  4.47200e-10,
00:03:00,    180756,   690.3601,  8.65375e-09,  2.23958e-09,  9.59819e-09,  6.71875e-10,  0.00000e+00,  1.28001e-09,  2.23600e-10,  4.48275e-10,
00:03:01,    181103,   691.7379,  9.16193e-09,  2.48922e-09,  9.81219e-09,  1.12015e-09,  0.00000e+00,  1.43973e-09,  2.23600e-10,  4.48275e-10,
00:03:01,    181449,   693.3908,  8.65375e-09,  1.74150e-09,  9.81114e-09,  6.71875e-10,  0.00000e+00,  1.59944e-09,  0.00000e+00,  4.48275e-10,
00:03:01,    181796,   694.4922,  7.63493e-09,  1.49306e-09,  9.59819e-09,  8.95475e-10,  0.00000e+00,  1.43973e-09,  2.23600e-10,  4.47200e-10,
00:03:02,    182143,   696.1464,  8.65375e-09,  2.48802e-09,  1.00251e-08,  6.71875e-10, -2.23600e-10,  1.28001e-09,  2.23600e-10,  6.71875e-10,
00:03:02,    182489,   697.2478,  8.65375e-09,  1.99113e-09,  1.04520e-08,  8.96550e-10,  2.23600e-10,  1.59944e-09,  0.00000e+00,  2.24675e-10,
00:03:02,    182836,   698.3493,  7.63493e-09,  2.23958e-09,  9.38424e-09,  8.96550e-10,  0.00000e+00,  1.43973e-09,  2.24675e-10,  4.47200e-10,
00:03:03,    183183,   700.5535,  8.65375e-09,  2.48802e-09,  9.81114e-09,  4.48275e-10,  0.00000e+00,  1.59944e-09,  2.23600e-10,  4.48275e-10,
00:03:03,    183529,   701.3798,  8.14557e-09,  2.23958e-09,  1.04510e-08,  8.95475e-10,  0.00000e+00,  1.43973e-09, -2.23600e-10,  4.48275e-10,
00:03:03,    183876,   703.0327,  8.65130e-09,  1.98994e-09,  1.04520e-08,  8.96550e-10,  2.24675e-10,  1.59944e-09,  0.00000e+00,  4.48275e-10,
00:03:04,    184223,   704.6855,  8.14311e-09,  2.23958e-09,  9.81114e-09,  6.71875e-10,  2.23600e-10,  1.28001e-09,  0.00000e+00,  2.23600e-10,
00:03:04,    184569,   705.2369,  7.12675e-09,  2.48922e-09,  9.81114e-09,  8.96550e-10,  2.23600e-10,  1.28001e-09, -2.23600e-10,  2.23600e-10,
00:03:04,    184916,   706.8897,  7.12675e-09,  2.48922e-09,  9.81114e-09,  6.71875e-10,  2.24675e-10,  1.59944e-09,  0.00000e+00,  4.48275e-10,
00:03:05,    185263,   708.8176,  8.14311e-09,  2.23958e-09,  1.04510e-08,  8.96550e-10,  0.00000e+00,  1.43973e-09,  2.23600e-10,  4.47200e-10,
00:03:05,    185609,   709.9190,  5.59977e-09,  2.48922e-09,  1.00251e-08,  8.95475e-10,  4.47200e-10,  1.43973e-09, -2.23600e-10,  2.23600e-10,
00:03:05,    185956,   711.5732,  6.61857e-09,  1.74150e-09,  1.00251e-08,  6.71875e-10,  2.23600e-10,  1.28001e-09,  0.00000e+00,  0.00000e+00,
00:03:06,    186302,   712.9497,  7.12432e-09,  1.49306e-09,  9.38424e-09,  6.71875e-10,  2.23600e-10,  1.60021e-09,  2.23600e-10,  6.71875e-10,
00:03:06,    186648,   714.0511,  6.61857e-09,  2.23958e-09,  9.38527e-09,  8.95475e-10,  2.24675e-10,  1.59944e-09,  0.00000e+00,  2.23600e-10,
00:03:06,    186994,   715.4289,  6.61614e-09,  2.48802e-09,  1.00251e-08,  6.71875e-10,  0.00000e+00,  1.27925e-09,  0.00000e+00,  2.24675e-10,
00:03:07,    187341,   717.0817,  6.10795e-09,  1.98994e-09,  1.00241e-08,  1.11907e-09,  0.00000e+00,  1.43973e-09, -2.24675e-10,  2.24675e-10,
00:03:07,    187688,   717.9082,  6.10795e-09,  2.48922e-09,  1.00251e-08,  8.96550e-10,  0.00000e+00,  1.43973e-09, -2.23600e-10,  2.23600e-10,
00:03:08,    188034,   719.8373,  6.61614e-09,  2.23958e-09,  1.02381e-08,  6.71875e-10,  0.00000e+00,  1.43973e-09,  0.00000e+00,  2.24675e-10,
00:03:08,    188381,   721.2138,  6.61857e-09,  2.48802e-09,  9.59819e-09,  8.95475e-10,  0.00000e+00,  1.28001e-09,  0.00000e+00,  2.23600e-10,
00:03:08,    188728,   722.3153,  5.59977e-09,  2.23958e-09,  1.00251e-08,  8.96550e-10,  0.00000e+00,  1.59944e-09,  0.00000e+00,  2.23600e-10,
00:03:09,    189074,   723.9680,  5.59977e-09,  2.23958e-09,  1.02381e-08,  8.95475e-10,  2.23600e-10,  1.28001e-09,  0.00000e+00,  4.48275e-10,
00:03:09,    189421,   725.0695,  5.08914e-09,  1.99113e-09,  9.81114e-09,  8.96550e-10,  0.00000e+00,  1.27925e-09,  0.00000e+00,  4.48275e-10,
00:03:09,    189768,   726.7223,  5.09159e-09,  2.23958e-09,  9.81114e-09,  6.71875e-10,  2.23600e-10,  1.43973e-09,  2.24675e-10,  2.24675e-10,
00:03:10,    190114,   728.3765,  4.58095e-09,  1.74150e-09,  1.02381e-08,  6.71875e-10,  0.00000e+00,  1.60021e-09,  0.00000e+00,  2.24675e-10,
00:03:10,    190461,   729.2016,  5.59732e-09,  2.48802e-09,  9.81114e-09,  2.24675e-10,  0.00000e+00,  1.43973e-09,  2.23600e-10,  2.24675e-10,
00:03:10,    190808,   730.8544,  4.07277e-09,  2.23958e-09,  9.59819e-09,  6.71875e-10,  2.23600e-10,  1.27925e-09, -2.23600e-10,  2.24675e-10,
00:03:11,    191154,   732.2322,  5.08914e-09,  2.23958e-09,  1.00251e-08,  4.48275e-10,  2.23600e-10,  1.28001e-09,  2.23600e-10,  2.24675e-10,
00:03:11,    191501,   733.6100,  4.07277e-09,  2.23958e-09,  1.04510e-08,  6.71875e-10,  0.00000e+00,  1.43973e-09,  2.24675e-10,  4.48275e-10,
00:03:11,    191848,   735.2628,  5.08914e-09,  1.99113e-09,  1.00251e-08,  6.71875e-10,  0.00000e+00,  1.11954e-09,  0.00000e+00,  2.24675e-10,
00:03:12,    192194,   736.0893,  4.58095e-09,  1.99113e-09,  9.17129e-09,  8.96550e-10,  0.00000e+00,  1.43973e-09,  0.00000e+00,  4.47200e-10,
00:03:12,    192541,   737.4657,  3.56459e-09,  1.99113e-09,  9.81114e-09,  6.71875e-10,  0.00000e+00,  1.28001e-09,  2.23600e-10,  2.24675e-10,
00:03:12,    192888,   738.8435,  4.58095e-09,  2.48802e-09,  1.00241e-08,  6.71875e-10,  0.00000e+00,  1.43973e-09,  0.00000e+00,  4.48275e-10,
00:03:13,    193234,   740.2213,  4.58095e-09,  2.23958e-09,  9.81114e-09,  4.47200e-10,  0.00000e+00,  1.59944e-09,  0.00000e+00,  4.47200e-10,
00:03:13,    193581,   741.8741,  3.56459e-09,  1.74269e-09,  1.00251e-08,  8.95475e-10,  0.00000e+00,  1.43973e-09,  2.23600e-10,  4.47200e-10,
00:03:13,    193927,   743.2506,  4.07034e-09,  1.74150e-09,  1.00251e-08,  6.71875e-10,  2.23600e-10,  1.43973e-09,  0.00000e+00,  2.24675e-10,
00:03:14,    194273,   744.9035,  4.07277e-09,  1.99113e-09,  9.59819e-09,  6.71875e-10,  0.00000e+00,  1.12030e-09, -2.23600e-10,  4.48275e-10,
00:03:14,    194619,   746.0062,  4.58095e-09,  1.99113e-09,  1.04520e-08,  8.95475e-10,  2.24675e-10,  1.43973e-09, -2.23600e-10,  4.48275e-10,
00:03:14,    194966,   747.6590,  4.58095e-09,  1.74150e-09,  9.38527e-09,  6.71875e-10,  0.00000e+00,  1.75993e-09,  0.00000e+00,  2.23600e-10,
00:03:15,    195313,   748.7605,  4.58095e-09,  1.99113e-09,  8.95833e-09,  6.71875e-10, -2.23600e-10,  1.43973e-09,  0.00000e+00,  2.23600e-10,
00:03:15,    195659,   750.4146,  3.56459e-09,  1.74269e-09,  1.00251e-08,  6.71875e-10,  2.23600e-10,  1.28001e-09,  0.00000e+00,  2.23600e-10,
00:03:16,    196006,   751.5147,  4.58095e-09,  2.23958e-09,  9.59819e-09,  8.95475e-10,  4.48275e-10,  1.43973e-09,  0.00000e+00,  2.23600e-10,
00:03:16,    196352,   752.8925,  4.58095e-09,  2.23958e-09,  9.81114e-09,  6.71875e-10,  0.00000e+00,  1.43973e-09,  0.00000e+00,  6.71875e-10,
00:03:16,    196698,   754.2703,  4.07277e-09,  1.99113e-09,  1.02381e-08,  8.96550e-10,  2.23600e-10,  1.43973e-09,  0.00000e+00,  2.23600e-10,
00:03:17,    197044,   755.9232,  3.05398e-09,  1.74150e-09,  1.00241e-08,  4.48275e-10,  0.00000e+00,  1.43973e-09,  0.00000e+00,  4.48275e-10,
00:03:17,    197391,   757.0246,  4.07277e-09,  2.23958e-09,  9.17231e-09,  6.71875e-10,  0.00000e+00,  1.43973e-09, -2.24675e-10,  2.24675e-10,
00:03:17,    197738,   758.6787,  4.07277e-09,  2.23958e-09,  1.02381e-08,  6.71875e-10,  2.23600e-10,  1.43973e-09, -2.23600e-10,  2.23600e-10,
00:03:18,    198084,   759.7789,  4.58095e-09,  2.23958e-09,  1.00251e-08,  8.95475e-10,  0.00000e+00,  1.28001e-09,  2.23600e-10,  4.48275e-10,
00:03:18,    198431,   761.4317,  5.09159e-09,  1.98994e-09,  9.81114e-09,  4.48275e-10,  0.00000e+00,  1.43973e-09,  0.00000e+00,  2.23600e-10,
00:03:18,    198777,   762.8095,  4.58095e-09,  1.99113e-09,  9.59819e-09,  4.48275e-10,  0.00000e+00,  1.43973e-09,  0.00000e+00,  2.23600e-10,
00:03:19,    199123,   764.1873,  4.58095e-09,  2.23958e-09,  8.95833e-09,  1.12015e-09, -2.23600e-10,  1.27925e-09,  0.00000e+00,  2.23600e-10,
00:03:19,    199469,   765.2887,  3.56459e-09,  1.74150e-09,  9.17129e-09,  6.71875e-10,  0.00000e+00,  1.59944e-09,  2.23600e-10,  6.71875e-10,
00:03:19,    199816,   767.2179,  4.07277e-09,  1.49306e-09,  9.38527e-09,  4.48275e-10,  0.00000e+00,  1.28001e-09,  2.23600e-10,  4.48275e-10,
00:03:20,    200163,   768.3194,  4.58095e-09,  2.73647e-09,  9.59819e-09,  4.48275e-10,  0.00000e+00,  1.43973e-09,  2.23600e-10,  2.24675e-10,
00:03:20,    200509,   769.6958,  3.56216e-09,  2.23958e-09,  8.53141e-09,  6.71875e-10,  0.00000e+00,  1.75993e-09,  2.24675e-10,  4.47200e-10,
00:03:20,    200856,   771.0750,  4.07277e-09,  1.99113e-09,  9.38527e-09,  6.71875e-10,  0.00000e+00,  1.43973e-09,  2.23600e-10,  4.48275e-10,
00:03:21,    201203,   772.4514,  4.07277e-09,  2.23958e-09,  9.81114e-09,  4.48275e-10, -2.23600e-10,  1.60021e-09,  0.00000e+00,  4.48275e-10,
00:03:21,    201549,   773.8279,  4.07034e-09,  1.74150e-09,  9.81219e-09,  4.47200e-10,  2.23600e-10,  1.75993e-09,  0.00000e+00,  0.00000e+00,
00:03:21,    201896,   775.2057,  4.58095e-09,  2.23958e-09,  9.59819e-09,  4.47200e-10,  2.23600e-10,  1.28001e-09,  0.00000e+00,  2.23600e-10,
00:03:22,    202243,   776.5835,  5.08914e-09,  1.99113e-09,  8.95833e-09,  4.48275e-10, -2.24675e-10,  1.12030e-09,  2.23600e-10,  4.48275e-10,
00:03:22,    202589,   778.2364,  4.07034e-09,  2.23958e-09,  8.95833e-09,  6.71875e-10,  2.23600e-10,  1.43973e-09,  0.00000e+00,  2.23600e-10,
