0000001024,scans,0000000146,DataLength
"header",0000000028,"lines"
"Date",6/18/2016,"Time",6:09:34 AM
"ID","HAL RC RGA 301 #14852","Version",3
"Scans",9
"Scan ID","Mode","Input","Scanned","Start","Stop","Increment","Dwell","Settle","RS","RelSEM"
"Scan 1","RGA","Temperature","none",0.40,0.40,0.01,4.602,4.602,1.000000,1.000000,
"Scan 2","RGA","SEM","mass",2.00,2.00,0.01,4.602,4.602,0.440000,1.000000,
"Scan 3","RGA","SEM","mass",18.00,18.00,0.01,4.602,4.602,0.900000,1.000000,
"Scan 4","RGA","SEM","mass",28.00,28.00,0.01,4.602,4.602,1.050000,1.000000,
"Scan 5","RGA","SEM","mass",39.00,39.00,0.01,4.602,4.602,1.000000,1.000000,
"Scan 6","RGA","SEM","mass",41.00,41.00,0.01,4.602,4.602,1.000000,1.000000,
"Scan 7","RGA","SEM","mass",44.00,44.00,0.01,4.602,4.602,1.400000,1.000000,
"Scan 8","RGA","SEM","mass",68.00,68.00,0.01,4.602,4.602,1.000000,1.000000,
"Scan 9","RGA","SEM","mass",96.00,96.00,0.01,4.602,4.602,1.000000,1.000000,
"Environment",
"Global","RGA"
"F1",1,"( 1 = on, 0 = off )"
"F2",0,"( 1 = on, 0 = off )"
"cage",3.3,"V"
"delta-m",0,"%"
"electron-energy",70.0,"V"
"emission",1000.000,"uA"
"focus",-90,"V"
"mass",5.50,"amu"
"mode-change-delay",1000,"ms"
"multiplier",1100,"V"
"resolution",0,"%"
"Data",9
"Time","ms","Temperature","Hydrogen","Water","Carbon monoxide","furan39","Propene","Carbon dioxide","furan68","furf96",
00:03:11,    191941,   588.8448,  1.06230e-08,  2.85591e-09,  1.24638e-08,  1.16852e-09, -2.34350e-10,  1.33530e-09, -4.67625e-10,  9.35250e-10,
00:03:12,    192279,   589.7069,  1.27461e-08,  2.59672e-09,  1.22416e-08,  1.16852e-09,  0.00000e+00,  2.00334e-09,  0.00000e+00,  7.00900e-10,
00:03:12,    192618,   591.1442,  1.16857e-08,  3.89508e-09,  1.22407e-08,  1.86942e-09,  0.00000e+00,  2.16996e-09,  2.34350e-10,  9.35250e-10,
00:03:12,    192956,   592.8685,  1.00903e-08,  3.63589e-09,  1.22416e-08,  1.63507e-09,  2.34350e-10,  1.83594e-09, -2.34350e-10,  1.16852e-09,
00:03:13,    193294,   593.7306,  1.11556e-08,  3.11511e-09,  1.29091e-08,  1.16852e-09, -2.34350e-10,  1.83594e-09, -4.67625e-10,  1.16852e-09,
00:03:13,    193633,   595.4561,  1.06230e-08,  2.85711e-09,  1.20185e-08,  2.33705e-09,  2.34350e-10,  2.16996e-09,  7.00900e-10,  9.35250e-10,
00:03:13,    193970,   596.8935,  1.11556e-08,  2.59672e-09,  1.29091e-08,  1.40180e-09, -4.67625e-10,  1.66932e-09, -4.67625e-10,  4.67625e-10,
00:03:14,    194308,   598.0425,  1.06230e-08,  3.37550e-09,  1.26860e-08,  2.33705e-09,  4.67625e-10,  2.67137e-09,  0.00000e+00,  1.16852e-09,
00:03:14,    194645,   599.4798,  1.11531e-08,  2.85591e-09,  1.33546e-08,  1.40287e-09,  0.00000e+00,  2.00334e-09,  0.00000e+00,  9.34175e-10,
00:03:14,    194983,   600.9171,  1.32787e-08,  3.63469e-09,  1.22407e-08,  2.10377e-09,  0.00000e+00,  2.16996e-09,  2.34350e-10,  1.16852e-09,
00:03:15,    195321,   602.3544,  1.16857e-08,  3.89508e-09,  1.22416e-08,  1.63615e-09, -2.34350e-10,  2.00257e-09, -4.67625e-10,  1.40180e-09,
00:03:15,    195660,   603.5047,  1.16857e-08,  3.11511e-09,  1.26860e-08,  1.63507e-09, -4.67625e-10,  1.33530e-09, -4.67625e-10,  1.40287e-09,
00:03:15,    195998,   604.6538,  1.11531e-08,  3.11630e-09,  1.24638e-08,  2.33705e-09,  4.67625e-10,  2.16996e-09,  0.00000e+00,  1.40180e-09,
00:03:16,    196336,   606.0911,  1.11531e-08,  3.37550e-09,  1.26860e-08,  2.10270e-09,  0.00000e+00,  2.33736e-09,  0.00000e+00,  1.40180e-09,
00:03:16,    196674,   607.5284,  1.16833e-08,  3.63589e-09,  1.24638e-08,  2.33705e-09,  2.33275e-10,  2.16996e-09,  0.00000e+00,  9.35250e-10,
00:03:17,    197011,   608.9657,  1.27461e-08,  3.63589e-09,  1.29091e-08,  2.10270e-09,  2.34350e-10,  2.00257e-09,  2.34350e-10,  1.40180e-09,
00:03:17,    197350,   610.1161,  1.27461e-08,  4.15428e-09,  1.29091e-08,  1.86942e-09, -4.67625e-10,  2.00257e-09, -2.34350e-10,  1.63615e-09,
00:03:17,    197688,   610.9768,  1.32787e-08,  3.37550e-09,  1.29082e-08,  3.03795e-09,  4.67625e-10,  2.50398e-09,  0.00000e+00,  9.35250e-10,
00:03:18,    198026,   612.9906,  1.38089e-08,  3.11630e-09,  1.24638e-08,  3.03795e-09,  4.67625e-10,  2.50398e-09,  7.00900e-10,  4.67625e-10,
00:03:18,    198364,   614.4267,  1.32787e-08,  3.37550e-09,  1.20185e-08,  2.57140e-09,  2.33275e-10,  2.33736e-09,  4.67625e-10,  1.16852e-09,
00:03:18,    198703,   615.8639,  1.38089e-08,  2.33633e-09,  1.31313e-08,  2.80467e-09,  4.67625e-10,  2.33659e-09,  2.33275e-10,  9.34175e-10,
00:03:19,    199042,   617.5882,  1.54018e-08,  2.85711e-09,  1.29082e-08,  2.80467e-09,  4.67625e-10,  2.16996e-09,  4.67625e-10,  7.00900e-10,
00:03:19,    199380,   618.7385,  1.38113e-08,  2.59672e-09,  1.24638e-08,  3.03795e-09,  4.67625e-10,  2.16996e-09,  7.00900e-10,  9.34175e-10,
00:03:19,    199718,   619.8889,  1.38113e-08,  2.59672e-09,  1.35767e-08,  2.57140e-09, -4.67625e-10,  1.50193e-09,  0.00000e+00,  9.34175e-10,
00:03:20,    200057,   621.3262,  1.48716e-08,  2.33752e-09,  1.40221e-08,  2.57032e-09, -2.34350e-10,  2.16996e-09,  2.34350e-10,  9.34175e-10,
00:03:20,    200395,   622.4752,  1.59344e-08,  2.59672e-09,  1.26860e-08,  3.27122e-09,  4.67625e-10,  2.33736e-09,  4.67625e-10,  7.00900e-10,
00:03:20,    200733,   623.6243,  1.27461e-08,  3.11630e-09,  1.33535e-08,  2.33705e-09, -4.67625e-10,  1.83594e-09, -4.67625e-10,  1.63615e-09,
00:03:21,    201072,   625.0629,  1.38113e-08,  2.85591e-09,  1.33535e-08,  2.57032e-09, -4.67625e-10,  1.66932e-09, -2.34350e-10,  1.16852e-09,
00:03:21,    201410,   626.5002,  1.48716e-08,  2.59672e-09,  1.42442e-08,  2.57140e-09,  0.00000e+00,  2.00334e-09,  2.33275e-10,  9.34175e-10,
00:03:21,    201748,   627.9375,  1.54018e-08,  3.89508e-09,  1.31313e-08,  3.03795e-09,  2.34350e-10,  2.00257e-09, -2.34350e-10,  1.63615e-09,
00:03:22,    202086,   629.6617,  1.38089e-08,  3.89508e-09,  1.31313e-08,  2.33705e-09, -4.67625e-10,  1.50269e-09, -4.67625e-10,  1.63615e-09,
00:03:22,    202423,   630.5238,  1.27461e-08,  3.11630e-09,  1.40221e-08,  2.80360e-09,  0.00000e+00,  2.16996e-09, -4.67625e-10,  2.10270e-09,
00:03:22,    202762,   631.9611,  1.59344e-08,  2.85591e-09,  1.31313e-08,  2.57032e-09, -4.67625e-10,  1.83594e-09, -4.67625e-10,  1.63615e-09,
00:03:23,    203100,   633.3985,  1.48716e-08,  2.85591e-09,  1.35767e-08,  2.57032e-09, -2.33275e-10,  1.66932e-09,  0.00000e+00,  1.16852e-09,
00:03:23,    203438,   634.8357,  1.38089e-08,  3.89508e-09,  1.26860e-08,  2.80467e-09,  4.67625e-10,  2.00257e-09,  0.00000e+00,  1.63615e-09,
00:03:23,    203777,   636.2730,  1.38089e-08,  3.37550e-09,  1.33546e-08,  2.10377e-09, -4.67625e-10,  1.66932e-09, -7.00900e-10,  1.63615e-09,
00:03:24,    204115,   637.7104,  1.38113e-08,  2.59672e-09,  1.33535e-08,  2.57032e-09, -4.67625e-10,  1.66932e-09, -4.67625e-10,  1.40180e-09,
00:03:24,    204453,   638.8607,  1.59320e-08,  3.63469e-09,  1.26860e-08,  3.03795e-09,  4.67625e-10,  2.33659e-09,  4.67625e-10,  1.63615e-09,
00:03:24,    204792,   640.0097,  1.32787e-08,  3.89508e-09,  1.26860e-08,  2.57032e-09,  2.33275e-10,  1.83594e-09, -2.33275e-10,  1.86942e-09,
00:03:25,    205129,   641.7353,  1.38089e-08,  3.63589e-09,  1.17952e-08,  2.80360e-09, -2.33275e-10,  1.83594e-09,  0.00000e+00,  1.86942e-09,
00:03:25,    205468,   642.8844,  1.43415e-08,  2.85591e-09,  1.29082e-08,  2.80467e-09,  4.67625e-10,  2.67061e-09,  4.67625e-10,  9.34175e-10,
00:03:25,    205806,   644.0347,  1.64646e-08,  3.37550e-09,  1.31313e-08,  3.03795e-09,  7.00900e-10,  2.33659e-09,  4.67625e-10,  4.67625e-10,
00:03:26,    206144,   645.7589,  1.38089e-08,  3.37550e-09,  1.29091e-08,  2.80360e-09,  7.01975e-10,  2.16996e-09,  2.34350e-10,  1.63615e-09,
00:03:26,    206483,   646.9093,  1.59344e-08,  2.59672e-09,  1.29082e-08,  2.80467e-09,  4.67625e-10,  2.16996e-09,  2.34350e-10,  9.35250e-10,
00:03:26,    206822,   648.3466,  1.48716e-08,  3.11630e-09,  1.29082e-08,  3.27122e-09,  4.67625e-10,  2.16996e-09,  7.00900e-10,  7.00900e-10,
00:03:27,    207160,   649.4956,  1.59344e-08,  2.85711e-09,  1.29091e-08,  3.50557e-09,  4.67625e-10,  2.16996e-09,  7.00900e-10,  9.34175e-10,
00:03:27,    207498,   650.6447,  1.48716e-08,  2.85591e-09,  1.31313e-08,  2.33705e-09,  0.00000e+00,  2.00257e-09, -2.33275e-10,  9.34175e-10,
00:03:27,    207836,   652.3703,  1.38113e-08,  2.59672e-09,  1.37989e-08,  2.33705e-09, -2.34350e-10,  1.83671e-09, -2.33275e-10,  1.16852e-09,
00:03:28,    208173,   653.8075,  1.27461e-08,  2.85591e-09,  1.35767e-08,  2.33705e-09, -2.33275e-10,  1.83594e-09,  0.00000e+00,  9.35250e-10,
00:03:28,    208511,   654.9579,  1.59344e-08,  3.11511e-09,  1.24638e-08,  2.80467e-09,  2.34350e-10,  2.16996e-09,  4.67625e-10,  9.34175e-10,
00:03:28,    208849,   656.3952,  1.59344e-08,  2.85711e-09,  1.17952e-08,  3.27122e-09,  7.00900e-10,  2.16996e-09,  4.67625e-10,  4.67625e-10,
00:03:29,    209188,   657.5443,  1.32787e-08,  2.59672e-09,  1.33535e-08,  2.33705e-09, -4.67625e-10,  1.66932e-09, -4.67625e-10,  1.40287e-09,
00:03:29,    209527,   658.9815,  1.59344e-08,  2.59672e-09,  1.31313e-08,  2.80467e-09, -2.34350e-10,  1.83671e-09,  0.00000e+00,  9.34175e-10,
00:03:29,    209865,   660.4188,  1.48716e-08,  2.85711e-09,  1.26870e-08,  2.57140e-09, -2.33275e-10,  2.16996e-09, -4.67625e-10,  1.16852e-09,
00:03:30,    210203,   661.5692,  1.43390e-08,  3.37550e-09,  1.17952e-08,  3.03795e-09,  2.33275e-10,  1.83594e-09,  0.00000e+00,  1.40180e-09,
00:03:30,    210541,   663.0065,  1.48716e-08,  3.37550e-09,  1.26860e-08,  1.40180e-09, -4.67625e-10,  1.66932e-09, -4.67625e-10,  1.63615e-09,
00:03:30,    210880,   664.4438,  1.22159e-08,  2.85591e-09,  1.33535e-08,  1.86942e-09, -2.34350e-10,  1.33530e-09, -2.33275e-10,  9.34175e-10,
00:03:31,    211218,   665.8811,  1.48716e-08,  3.63589e-09,  1.15731e-08,  2.80467e-09,  4.67625e-10,  2.00334e-09,  4.67625e-10,  1.16852e-09,
00:03:31,    211556,   667.3171,  1.38089e-08,  4.41467e-09,  1.17963e-08,  1.86942e-09, -2.33275e-10,  1.66932e-09, -4.67625e-10,  1.86942e-09,
00:03:31,    211894,   668.7544,  1.27461e-08,  3.37550e-09,  1.17963e-08,  1.63615e-09, -2.34350e-10,  1.33530e-09, -7.00900e-10,  1.63615e-09,
00:03:32,    212233,   669.6165,  1.48716e-08,  3.11630e-09,  1.13510e-08,  2.57032e-09,  4.67625e-10,  2.16996e-09,  4.67625e-10,  9.35250e-10,
00:03:32,    212572,   671.0551,  1.43415e-08,  3.63469e-09,  1.17952e-08,  2.33705e-09,  0.00000e+00,  2.00257e-09,  0.00000e+00,  1.40287e-09,
00:03:32,    212909,   672.4911,  1.38089e-08,  3.11630e-09,  1.20185e-08,  2.33705e-09,  2.33275e-10,  2.00334e-09,  0.00000e+00,  1.16852e-09,
00:03:33,    213247,   673.6414,  1.16857e-08,  4.67386e-09,  1.06834e-08,  2.33705e-09,  0.00000e+00,  1.66932e-09,  0.00000e+00,  1.16852e-09,
00:03:33,    213585,   675.3657,  1.27485e-08,  3.63469e-09,  1.13510e-08,  2.10270e-09,  0.00000e+00,  1.83594e-09, -2.33275e-10,  1.40180e-09,
00:03:33,    213923,   676.5161,  1.54043e-08,  3.11630e-09,  1.17963e-08,  2.57032e-09,  7.00900e-10,  2.50398e-09,  7.00900e-10,  7.01975e-10,
00:03:34,    214262,   677.9534,  1.43390e-08,  3.11630e-09,  1.15731e-08,  2.80467e-09,  7.00900e-10,  2.33659e-09,  4.67625e-10,  9.35250e-10,
00:03:34,    214599,   679.3906,  1.38089e-08,  3.37550e-09,  1.13510e-08,  2.33705e-09,  2.34350e-10,  1.83594e-09,  0.00000e+00,  1.40287e-09,
00:03:34,    214938,   680.5397,  1.43390e-08,  2.85591e-09,  1.26870e-08,  2.33705e-09,  2.34350e-10,  2.00334e-09,  4.67625e-10,  2.33275e-10,
00:03:35,    215277,   681.9770,  1.48716e-08,  2.59672e-09,  1.33546e-08,  2.57032e-09,  2.34350e-10,  2.16996e-09,  7.00900e-10,  4.67625e-10,
00:03:35,    215615,   683.4143,  1.43415e-08,  2.59672e-09,  1.20185e-08,  2.57032e-09,  4.67625e-10,  2.50398e-09,  2.34350e-10,  7.01975e-10,
00:03:35,    215953,   684.8516,  1.43415e-08,  3.11511e-09,  1.17963e-08,  2.10377e-09, -2.33275e-10,  1.50269e-09,  0.00000e+00,  9.34175e-10,
00:03:36,    216292,   686.0006,  1.59344e-08,  2.07713e-09,  1.31313e-08,  2.10377e-09,  0.00000e+00,  2.00334e-09,  2.34350e-10,  7.00900e-10,
00:03:36,    216630,   687.4393,  1.43415e-08,  2.85711e-09,  1.24638e-08,  2.10270e-09,  0.00000e+00,  2.16996e-09,  0.00000e+00,  4.67625e-10,
00:03:36,    216968,   688.8765,  1.27461e-08,  3.11630e-09,  1.26870e-08,  1.40180e-09, -4.67625e-10,  1.66932e-09, -4.67625e-10,  1.63615e-09,
00:03:37,    217305,   690.0256,  1.38089e-08,  3.11630e-09,  1.20185e-08,  2.33705e-09,  0.00000e+00,  2.50398e-09,  0.00000e+00,  2.34350e-10,
00:03:37,    217643,   691.7512,  1.32787e-08,  3.37550e-09,  1.17963e-08,  1.63507e-09,  0.00000e+00,  1.33530e-09, -7.00900e-10,  1.40180e-09,
00:03:37,    217981,   692.9002,  1.38113e-08,  3.11511e-09,  1.26860e-08,  1.40180e-09, -4.67625e-10,  1.83594e-09, -2.34350e-10,  9.35250e-10,
00:03:38,    218318,   694.3375,  1.27485e-08,  3.37550e-09,  1.29091e-08,  9.35250e-10, -2.34350e-10,  1.83594e-09, -4.67625e-10,  1.40180e-09,
00:03:38,    218656,   695.7748,  1.38089e-08,  2.85591e-09,  1.22407e-08,  1.40180e-09, -4.67625e-10,  1.50193e-09, -2.34350e-10,  9.34175e-10,
00:03:38,    218993,   696.9252,  1.27485e-08,  3.63469e-09,  1.29091e-08,  1.40180e-09, -2.34350e-10,  1.66932e-09, -4.67625e-10,  7.00900e-10,
00:03:39,    219330,   698.3625,  1.32787e-08,  3.11630e-09,  1.20185e-08,  2.33705e-09,  2.34350e-10,  2.33659e-09,  4.67625e-10,  7.01975e-10,
00:03:39,    219668,   699.7998,  1.38089e-08,  2.33633e-09,  1.15741e-08,  2.33705e-09,  4.67625e-10,  2.33659e-09,  4.67625e-10,  2.34350e-10,
00:03:40,    220006,   700.9488,  1.38089e-08,  2.59672e-09,  1.24638e-08,  2.10270e-09, -4.67625e-10,  2.00334e-09, -2.33275e-10,  4.67625e-10,
00:03:40,    220344,   702.3861,  1.22159e-08,  3.11511e-09,  1.15731e-08,  1.86942e-09,  2.33275e-10,  2.16996e-09,  2.34350e-10,  9.34175e-10,
00:03:40,    220682,   703.8234,  1.43415e-08,  2.85711e-09,  1.20185e-08,  1.86942e-09,  4.67625e-10,  2.16996e-09,  4.67625e-10,  0.00000e+00,
00:03:41,    221019,   704.9724,  1.22159e-08,  2.59672e-09,  1.13510e-08,  2.33705e-09,  7.00900e-10,  2.16996e-09,  2.34350e-10,  4.67625e-10,
00:03:41,    221358,   706.1228,  1.00928e-08,  3.63469e-09,  1.13510e-08,  1.63615e-09, -4.67625e-10,  1.66932e-09, -4.67625e-10,  9.35250e-10,
00:03:41,    221696,   707.5601,  1.06230e-08,  2.85591e-09,  1.22407e-08,  1.63507e-09, -4.67625e-10,  1.83594e-09, -2.33275e-10,  1.16852e-09,
00:03:42,    222034,   708.9974,  1.11531e-08,  2.33752e-09,  1.15731e-08,  2.10377e-09,  2.34350e-10,  2.16996e-09,  4.67625e-10,  2.34350e-10,
00:03:42,    222373,   710.4347,  1.00903e-08,  3.11630e-09,  1.17963e-08,  9.35250e-10, -2.34350e-10,  1.66932e-09, -4.67625e-10,  1.16852e-09,
00:03:42,    222712,   711.8720,  9.56016e-09,  3.11511e-09,  1.20185e-08,  1.40180e-09, -4.67625e-10,  1.66932e-09, -4.67625e-10,  1.16852e-09,
00:03:43,    223050,   713.3093,  9.56016e-09,  2.59672e-09,  1.15741e-08,  1.86942e-09,  0.00000e+00,  1.83671e-09,  0.00000e+00,  7.00900e-10,
00:03:43,    223388,   714.7466,  8.49739e-09,  3.89508e-09,  1.09066e-08,  1.40180e-09,  0.00000e+00,  1.33530e-09, -2.34350e-10,  9.35250e-10,
00:03:43,    223726,   715.8970,  9.02755e-09,  3.63469e-09,  1.13510e-08,  1.40180e-09,  2.34350e-10,  1.83671e-09, -2.34350e-10,  1.16852e-09,
00:03:44,    224064,   717.3343,  9.03000e-09,  3.37550e-09,  1.13510e-08,  1.40180e-09, -4.67625e-10,  1.66932e-09, -2.34350e-10,  9.35250e-10,
00:03:44,    224403,   718.4833,  9.02755e-09,  3.37550e-09,  1.17952e-08,  2.10377e-09,  2.34350e-10,  2.50398e-09,  2.34350e-10,  2.34350e-10,
00:03:44,    224742,   719.9206,  1.00903e-08,  3.63469e-09,  1.04602e-08,  1.86942e-09,  4.67625e-10,  2.16996e-09,  4.67625e-10,  9.35250e-10,
00:03:45,    225080,   721.3579,  6.90443e-09,  3.11630e-09,  1.02381e-08,  1.63507e-09,  0.00000e+00,  1.33530e-09, -2.34350e-10,  1.16852e-09,
00:03:45,    225418,   722.7953,  8.49739e-09,  2.85711e-09,  1.11277e-08,  2.10270e-09,  4.67625e-10,  2.16996e-09,  4.67625e-10,  2.33275e-10,
00:03:45,    225756,   724.2325,  9.56016e-09,  3.37550e-09,  1.04612e-08,  2.10377e-09,  9.34175e-10,  2.16996e-09,  4.67625e-10,  4.67625e-10,
00:03:46,    226095,   725.6698,  8.49739e-09,  3.63469e-09,  1.06834e-08,  1.86942e-09,  2.34350e-10,  2.16996e-09,  4.67625e-10,  9.35250e-10,
00:03:46,    226433,   726.8189,  9.03000e-09,  3.37550e-09,  1.20185e-08,  1.40287e-09,  0.00000e+00,  1.83671e-09,  0.00000e+00,  7.00900e-10,
00:03:46,    226771,   728.5444,  9.03000e-09,  3.11511e-09,  1.04602e-08,  1.86942e-09,  7.00900e-10,  2.16996e-09,  7.00900e-10, -2.33275e-10,
00:03:47,    227110,   729.4065,  9.56016e-09,  3.37550e-09,  1.06834e-08,  2.10270e-09,  2.34350e-10,  2.16996e-09,  4.66550e-10,  2.33275e-10,
00:03:47,    227448,   730.8438,  6.37425e-09,  2.85591e-09,  1.15731e-08,  1.16852e-09, -4.67625e-10,  1.66932e-09, -4.67625e-10,  7.00900e-10,
00:03:47,    227787,   731.9929,  8.49739e-09,  2.59672e-09,  1.04612e-08,  1.40287e-09, -2.33275e-10,  2.00334e-09,  0.00000e+00,  0.00000e+00,
00:03:48,    228124,   734.0053,  7.43459e-09,  2.59672e-09,  1.13510e-08,  1.16852e-09, -4.67625e-10,  1.50193e-09,  0.00000e+00,  2.33275e-10,
00:03:48,    228462,   734.8675,  7.43459e-09,  2.59672e-09,  1.11288e-08,  1.40180e-09,  0.00000e+00,  2.00334e-09,  2.33275e-10,  2.33275e-10,
00:03:48,    228799,   736.0165,  7.43705e-09,  3.11630e-09,  1.11277e-08,  1.63615e-09,  4.67625e-10,  2.16996e-09,  4.67625e-10,  0.00000e+00,
00:03:49,    229138,   737.7421,  5.84164e-09,  2.85591e-09,  1.13510e-08,  7.00900e-10, -2.34350e-10,  1.50269e-09, -7.00900e-10,  9.35250e-10,
00:03:49,    229477,   738.8924,  6.37425e-09,  2.59672e-09,  1.13510e-08,  1.40287e-09, -2.33275e-10,  1.83671e-09, -2.33275e-10,  4.67625e-10,
00:03:49,    229814,   739.7545,  7.43459e-09,  2.59672e-09,  1.17963e-08,  1.63615e-09, -2.33275e-10,  2.00334e-09, -2.33275e-10,  4.67625e-10,
00:03:50,    230153,   741.4788,  4.77886e-09,  3.11630e-09,  1.00159e-08,  1.16852e-09, -4.67625e-10,  1.66932e-09, -4.67625e-10,  9.35250e-10,
00:03:50,    230492,   742.9161,  5.31148e-09,  3.63589e-09,  1.09066e-08,  7.00900e-10, -4.67625e-10,  1.66932e-09, -7.00900e-10,  9.35250e-10,
00:03:50,    230830,   744.6416,  5.84409e-09,  2.85591e-09,  1.09056e-08,  1.16852e-09, -4.67625e-10,  2.00257e-09, -4.67625e-10,  9.35250e-10,
00:03:51,    231168,   745.7907,  6.90443e-09,  3.63469e-09,  1.13510e-08,  1.86942e-09,  4.67625e-10,  2.16996e-09,  7.00900e-10,  2.34350e-10,
00:03:51,    231506,   747.5162,  4.77886e-09,  3.37550e-09,  9.34841e-09,  9.34175e-10,  0.00000e+00,  1.66932e-09, -2.33275e-10,  9.35250e-10,
00:03:51,    231845,   748.3783,  5.84164e-09,  3.37550e-09,  1.06834e-08,  9.35250e-10, -4.67625e-10,  1.50269e-09, -4.67625e-10,  9.35250e-10,
00:03:52,    232183,   749.8156,  7.43705e-09,  3.11630e-09,  1.02381e-08,  1.86942e-09,  4.67625e-10,  2.16996e-09,  4.67625e-10,  4.67625e-10,
00:03:52,    232521,   751.5399,  5.31148e-09,  3.37550e-09,  1.04602e-08,  1.40287e-09,  7.00900e-10,  1.83594e-09,  0.00000e+00,  7.00900e-10,
00:03:52,    232859,   752.6902,  4.24868e-09,  3.89508e-09,  1.00149e-08,  1.63615e-09,  2.34350e-10,  1.83594e-09,  0.00000e+00,  9.35250e-10,
00:03:53,    233198,   753.5510,  7.43459e-09,  3.11511e-09,  1.09056e-08,  1.63615e-09,  7.00900e-10,  1.83594e-09,  4.67625e-10,  0.00000e+00,
00:03:53,    233537,   754.9896,  5.84409e-09,  3.11630e-09,  9.34841e-09,  1.86942e-09,  4.67625e-10,  2.16996e-09,  4.67625e-10,  0.00000e+00,
00:03:53,    233875,   756.7139,  5.31148e-09,  3.11630e-09,  1.00149e-08,  1.63507e-09,  4.67625e-10,  2.00334e-09,  4.67625e-10,  2.34350e-10,
00:03:54,    234213,   758.1511,  6.37425e-09,  2.85591e-09,  1.09066e-08,  1.16852e-09,  0.00000e+00,  1.66932e-09, -2.33275e-10,  4.67625e-10,
00:03:54,    234552,   759.5885,  6.37425e-09,  2.59672e-09,  1.11288e-08,  1.16852e-09,  0.00000e+00,  2.00334e-09,  2.33275e-10,  2.33275e-10,
00:03:54,    234890,   760.7389,  7.96720e-09,  2.59672e-09,  1.13510e-08,  1.16852e-09,  0.00000e+00,  1.83671e-09,  4.67625e-10,  2.33275e-10,
00:03:55,    235228,   761.8879,  4.24868e-09,  3.37550e-09,  1.06834e-08,  7.00900e-10, -2.34350e-10,  1.50193e-09, -2.34350e-10,  7.01975e-10,
00:03:55,    235566,   763.3252,  5.84409e-09,  2.85591e-09,  1.04612e-08,  1.16852e-09,  0.00000e+00,  2.00334e-09,  0.00000e+00,  4.67625e-10,
00:03:55,    235904,   765.0494,  6.37425e-09,  3.11511e-09,  1.06834e-08,  1.63615e-09,  0.00000e+00,  2.16996e-09,  4.67625e-10, -2.33275e-10,
00:03:56,    236243,   766.1998,  5.84164e-09,  3.89508e-09,  1.04602e-08,  1.16852e-09, -2.34350e-10,  1.83594e-09, -2.34350e-10,  4.67625e-10,
00:03:56,    236581,   767.6371,  5.84409e-09,  3.37550e-09,  9.79267e-09,  7.00900e-10, -2.34350e-10,  1.83671e-09, -4.67625e-10,  7.01975e-10,
00:03:56,    236919,   769.0744,  4.24868e-09,  3.37550e-09,  1.04612e-08,  7.00900e-10, -4.67625e-10,  1.50193e-09, -4.67625e-10,  7.01975e-10,
00:03:57,    237257,   770.2248,  4.78130e-09,  3.11511e-09,  1.04612e-08,  7.00900e-10, -4.67625e-10,  1.33530e-09, -4.67625e-10,  7.01975e-10,
00:03:57,    237595,   771.9490,  6.37425e-09,  3.11511e-09,  1.04612e-08,  1.16852e-09,  0.00000e+00,  1.66932e-09, -2.33275e-10,  4.67625e-10,
00:03:57,    237933,   772.8111,  4.77886e-09,  4.41467e-09,  9.79371e-09,  7.00900e-10, -2.34350e-10,  2.16996e-09, -2.34350e-10,  9.35250e-10,
00:03:58,    238272,   774.2484,  4.78130e-09,  3.63589e-09,  9.57057e-09,  7.00900e-10, -4.67625e-10,  1.50193e-09, -2.34350e-10,  1.16852e-09,
00:03:58,    238610,   775.6857,  6.90443e-09,  3.11511e-09,  1.04612e-08,  7.00900e-10, -4.67625e-10,  1.66932e-09, -2.34350e-10,  9.35250e-10,
00:03:58,    238948,   777.1230,  6.37425e-09,  3.11630e-09,  1.00149e-08,  1.63615e-09,  4.67625e-10,  2.16996e-09,  4.67625e-10,  2.33275e-10,
00:03:59,    239286,   778.5603,  4.24868e-09,  3.63469e-09,  1.00149e-08,  1.40180e-09,  4.67625e-10,  2.00257e-09,  0.00000e+00,  7.01975e-10,
00:03:59,    239625,   779.9962,  3.71852e-09,  3.89508e-09,  9.79371e-09,  9.34175e-10,  0.00000e+00,  1.50269e-09,  0.00000e+00,  9.35250e-10,
00:03:59,    239963,   780.8597,  6.37425e-09,  3.37550e-09,  9.57057e-09,  1.40287e-09,  4.67625e-10,  2.16996e-09,  2.34350e-10,  2.33275e-10,
00:04:00,    240302,   782.2970,  4.77886e-09,  3.11630e-09,  9.57057e-09,  1.16852e-09,  2.34350e-10,  2.00334e-09,  7.00900e-10,  4.67625e-10,
00:04:00,    240640,   784.0212,  5.84164e-09,  3.63469e-09,  8.90203e-09,  1.16852e-09,  2.34350e-10,  1.50193e-09,  0.00000e+00,  4.67625e-10,
00:04:00,    240978,   785.1716,  5.84164e-09,  2.85591e-09,  1.02381e-08,  1.16852e-09,  2.34350e-10,  2.00334e-09,  4.67625e-10,  0.00000e+00,
00:04:01,    241317,   786.3206,  5.84409e-09,  3.11630e-09,  1.09056e-08,  1.63615e-09,  4.67625e-10,  1.66932e-09,  4.67625e-10, -2.33275e-10,
00:04:01,    241655,   787.7580,  6.90443e-09,  3.89508e-09,  1.00149e-08,  1.40287e-09,  2.34350e-10,  2.00334e-09,  4.67625e-10,  0.00000e+00,
