545,scans,118,DataLength,,,,,,,
header,26,lines,,,,,,,,
Date,5/2/2016,Time,7:52:55 PM,,,,,,,
ID,HAL RC RGA 301 #14852,Version,3,,,,,,,
Scans,7,,,,,,,,,
Scan ID,Mode,Input,Scanned,Start,Stop,Increment,Dwell,Settle,RS,RelSEM
Scan 1,RGA,Temperature,none,0,0,0.01,10,8,1,1
Scan 2,RGA,SEM,mass,2,2,0.01,10,8,0.44,1
Scan 3,RGA,SEM,mass,16,16,0.01,10,8,0.098,1
Scan 4,RGA,SEM,mass,18,18,0.01,10,8,0.9,1
Scan 5,RGA,SEM,mass,28,28,0.01,10,8,1.05,1
Scan 6,RGA,SEM,mass,32,32,0.01,10,8,0.86,1
Scan 7,RGA,SEM,mass,44,44,0.01,10,8,1.4,1
Environment,,,,,,,,,,
Global,RGA,,,,,,,,,
F1,1,"( 1 = on, 0 = off )",,,,,,,,
F2,0,"( 1 = on, 0 = off )",,,,,,,,
cage,3.3,V,,,,,,,,
delta-m,0,%,,,,,,,,
electron-energy,70,V,,,,,,,,
emission,1000,uA,,,,,,,,
focus,-90,V,,,,,,,,
mass,5.5,amu,,,,,,,,
mode-change-delay,1000,ms,,,,,,,,
multiplier,1100,V,,,,,,,,
resolution,0,%,,,,,,,,
Data,7,,,,,,,,,
Time,ms,Temperature,Hydrogen,Oxygen-16,Water,Carbon monoxide,Oxygen,Carbon dioxide,,
0:00:01,1240,170.4918,2.44E-10,0.00E+00,0.00E+00,0.00E+00,1.25E-10,0.00E+00,,
0:00:01,1726,170.3596,0.00E+00,-1.10E-09,2.39E-10,0.00E+00,0.00E+00,0.00E+00,,
0:00:02,2212,170.4918,1.47E-09,6.58E-09,2.09E-08,9.93E-09,8.75E-10,4.76E-09,,
0:00:02,2698,170.2274,6.84E-09,2.96E-08,3.52E-08,1.31E-08,2.25E-09,3.92E-09,,
0:00:03,3184,169.9629,7.09E-09,2.30E-08,2.74E-08,1.17E-08,2.63E-09,3.15E-09,,
0:00:03,3670,170.4918,6.60E-09,2.41E-08,2.33E-08,1.02E-08,3.00E-09,2.53E-09,,
0:00:04,4156,170.3596,6.35E-09,2.08E-08,1.96E-08,1.01E-08,3.25E-09,2.53E-09,,
0:00:04,4642,170.3596,6.60E-09,2.41E-08,1.76E-08,9.32E-09,3.38E-09,2.38E-09,,
0:00:05,5128,170.3596,6.35E-09,2.08E-08,1.56E-08,9.52E-09,3.13E-09,2.07E-09,,
0:00:05,5614,170.3596,5.86E-09,1.76E-08,1.43E-08,8.80E-09,3.38E-09,2.00E-09,,
0:00:06,6100,170.4918,5.38E-09,1.86E-08,1.30E-08,9.11E-09,3.63E-09,2.00E-09,,
0:00:06,6586,170.3596,6.11E-09,1.97E-08,1.30E-08,8.70E-09,3.25E-09,1.69E-09,,
0:00:07,7072,170.3596,6.35E-09,1.86E-08,1.25E-08,8.91E-09,3.13E-09,1.77E-09,,
0:00:07,7558,170.3596,5.86E-09,1.65E-08,1.10E-08,8.60E-09,3.38E-09,1.69E-09,,
0:00:08,8044,170.4918,6.35E-09,1.76E-08,1.13E-08,8.60E-09,3.00E-09,1.84E-09,,
0:00:08,8530,170.3596,5.86E-09,1.76E-08,1.12E-08,8.40E-09,3.13E-09,1.84E-09,,
0:00:09,9016,170.3596,5.62E-09,1.65E-08,1.04E-08,8.50E-09,3.25E-09,1.61E-09,,
0:00:09,9503,170.3596,6.11E-09,1.54E-08,1.02E-08,8.29E-09,3.25E-09,1.61E-09,,
0:00:09,9989,170.3596,5.38E-09,1.43E-08,1.02E-08,8.19E-09,3.00E-09,1.54E-09,,
0:00:10,10475,170.4918,4.89E-09,1.43E-08,9.91E-09,8.09E-09,3.13E-09,1.54E-09,,
0:00:10,10961,170.2274,5.38E-09,1.43E-08,9.91E-09,8.60E-09,3.00E-09,1.38E-09,,
0:00:11,11447,170.2274,6.11E-09,1.65E-08,9.32E-09,8.19E-09,3.00E-09,1.38E-09,,
0:00:11,11933,170.3596,5.13E-09,1.54E-08,9.56E-09,8.29E-09,2.75E-09,1.61E-09,,
0:00:12,12419,170.2274,5.62E-09,1.65E-08,9.79E-09,8.29E-09,2.88E-09,1.54E-09,,
0:00:12,12905,170.4918,5.38E-09,1.21E-08,9.44E-09,7.99E-09,2.50E-09,1.46E-09,,
0:00:13,13391,170.4918,5.62E-09,1.54E-08,9.68E-09,7.99E-09,3.00E-09,1.54E-09,,
0:00:13,13877,170.3596,5.13E-09,1.43E-08,9.68E-09,8.09E-09,2.75E-09,1.38E-09,,
0:00:14,14364,170.0952,4.89E-09,1.43E-08,9.20E-09,8.09E-09,2.63E-09,1.38E-09,,
0:00:14,14851,170.3596,4.64E-09,1.21E-08,9.08E-09,7.68E-09,2.88E-09,1.31E-09,,
0:00:15,15337,170.4918,5.62E-09,1.54E-08,8.72E-09,8.09E-09,2.63E-09,1.31E-09,,
0:00:15,15823,170.4918,5.13E-09,1.10E-08,9.32E-09,7.78E-09,2.38E-09,1.46E-09,,
0:00:16,16309,170.3596,4.89E-09,1.21E-08,8.60E-09,7.88E-09,2.50E-09,1.31E-09,,
0:00:16,16795,170.4918,5.13E-09,1.54E-08,8.84E-09,7.78E-09,2.75E-09,1.54E-09,,
0:00:17,17281,170.4918,5.62E-09,1.32E-08,8.60E-09,7.47E-09,2.25E-09,1.38E-09,,
0:00:17,17767,170.4918,5.13E-09,1.43E-08,8.48E-09,7.88E-09,2.63E-09,1.31E-09,,
0:00:18,18254,170.3596,5.62E-09,1.32E-08,9.08E-09,7.78E-09,2.13E-09,1.38E-09,,
0:00:18,18740,170.2274,5.38E-09,1.54E-08,8.84E-09,7.58E-09,2.63E-09,1.15E-09,,
0:00:19,19226,170.3596,5.38E-09,1.43E-08,8.60E-09,7.68E-09,2.25E-09,1.46E-09,,
0:00:19,19712,170.2274,4.89E-09,1.43E-08,8.96E-09,7.68E-09,2.38E-09,1.38E-09,,
0:00:20,20198,170.2274,5.62E-09,1.21E-08,8.36E-09,7.78E-09,1.88E-09,1.31E-09,,
0:00:20,20684,170.3596,5.13E-09,1.21E-08,8.84E-09,7.99E-09,2.38E-09,1.46E-09,,
0:00:21,21170,170.6241,5.86E-09,1.54E-08,8.48E-09,7.88E-09,2.25E-09,1.31E-09,,
0:00:21,21656,170.3596,4.89E-09,1.32E-08,8.60E-09,7.88E-09,2.13E-09,1.54E-09,,
0:00:22,22142,170.2274,4.89E-09,1.10E-08,8.36E-09,7.78E-09,2.25E-09,1.38E-09,,
0:00:22,22628,170.4918,5.86E-09,1.32E-08,8.24E-09,7.88E-09,2.13E-09,1.38E-09,,
0:00:23,23114,170.3596,5.13E-09,1.32E-08,7.88E-09,7.47E-09,2.00E-09,1.31E-09,,
0:00:23,23600,170.3596,5.62E-09,1.21E-08,8.12E-09,7.78E-09,1.88E-09,1.46E-09,,
0:00:24,24086,170.2274,4.64E-09,9.87E-09,8.48E-09,7.58E-09,1.88E-09,1.31E-09,,
0:00:24,24572,170.4918,4.64E-09,1.21E-08,8.00E-09,7.37E-09,1.88E-09,1.38E-09,,
0:00:25,25058,170.4918,4.15E-09,1.21E-08,8.24E-09,7.27E-09,2.13E-09,1.38E-09,,
0:00:25,25544,170.0952,5.62E-09,1.43E-08,8.24E-09,7.47E-09,2.13E-09,1.54E-09,,
0:00:26,26030,170.0952,5.38E-09,1.21E-08,8.24E-09,7.58E-09,1.75E-09,1.23E-09,,
0:00:26,26516,170.4918,4.89E-09,1.32E-08,8.12E-09,7.68E-09,2.13E-09,1.46E-09,,
0:00:27,27002,170.3596,5.38E-09,1.21E-08,8.00E-09,7.17E-09,2.00E-09,1.23E-09,,
0:00:27,27488,170.4918,4.64E-09,1.32E-08,8.24E-09,7.17E-09,1.75E-09,1.38E-09,,
0:00:27,27974,170.3596,5.38E-09,1.32E-08,7.41E-09,7.37E-09,1.75E-09,1.38E-09,,
0:00:28,28460,170.4918,5.86E-09,1.21E-08,8.00E-09,7.06E-09,1.75E-09,1.23E-09,,
0:00:28,28946,170.3596,4.40E-09,1.32E-08,8.12E-09,7.68E-09,1.88E-09,1.38E-09,,
0:00:29,29432,170.4918,5.13E-09,1.32E-08,8.12E-09,7.58E-09,1.75E-09,1.54E-09,,
0:00:29,29918,170.3596,5.62E-09,1.43E-08,7.76E-09,7.78E-09,1.88E-09,1.54E-09,,
0:00:30,30404,170.3596,5.62E-09,1.21E-08,8.00E-09,8.91E-09,1.75E-09,1.77E-09,,
0:00:30,30890,170.4918,5.62E-09,1.43E-08,7.88E-09,8.80E-09,1.88E-09,1.61E-09,,
0:00:31,31376,170.3596,5.86E-09,1.21E-08,8.00E-09,8.50E-09,2.00E-09,1.54E-09,,
0:00:31,31862,170.0952,5.62E-09,1.21E-08,7.64E-09,7.88E-09,1.88E-09,1.54E-09,,
0:00:32,32348,170.3596,5.86E-09,1.32E-08,7.64E-09,7.78E-09,1.75E-09,1.38E-09,,
0:00:32,32834,170.2274,5.62E-09,1.21E-08,8.48E-09,7.99E-09,2.00E-09,1.31E-09,,
0:00:33,33320,170.3596,5.62E-09,1.43E-08,7.88E-09,8.50E-09,2.00E-09,1.46E-09,,
0:00:33,33806,170.3596,5.86E-09,1.43E-08,7.88E-09,7.68E-09,1.75E-09,1.15E-09,,
0:00:34,34292,169.9629,5.62E-09,1.21E-08,7.53E-09,7.88E-09,2.25E-09,1.46E-09,,
0:00:34,34778,170.2274,6.11E-09,1.43E-08,8.12E-09,7.68E-09,1.75E-09,1.38E-09,,
0:00:35,35264,170.2274,5.38E-09,8.78E-09,7.88E-09,7.58E-09,2.00E-09,1.23E-09,,
0:00:35,35750,170.2274,5.13E-09,1.32E-08,7.64E-09,7.78E-09,1.63E-09,1.15E-09,,
0:00:36,36236,170.2274,5.13E-09,9.87E-09,7.29E-09,7.58E-09,1.63E-09,1.23E-09,,
0:00:36,36722,170.3596,5.62E-09,9.87E-09,7.88E-09,7.37E-09,1.63E-09,1.31E-09,,
0:00:37,37208,170.2274,5.86E-09,1.32E-08,7.88E-09,7.88E-09,1.50E-09,1.23E-09,,
0:00:37,37694,170.2274,5.13E-09,1.21E-08,7.88E-09,7.17E-09,1.88E-09,1.15E-09,,
0:00:38,38180,170.2274,5.62E-09,1.10E-08,8.12E-09,7.58E-09,1.25E-09,1.15E-09,,
0:00:38,38666,170.3596,5.62E-09,1.10E-08,8.00E-09,7.37E-09,1.50E-09,1.23E-09,,
0:00:39,39152,170.2274,5.86E-09,1.10E-08,7.88E-09,7.58E-09,1.75E-09,1.23E-09,,
0:00:39,39638,170.3596,6.11E-09,1.21E-08,7.41E-09,7.37E-09,1.63E-09,1.31E-09,,
0:00:40,40124,170.2274,5.86E-09,1.10E-08,7.41E-09,7.17E-09,1.88E-09,1.23E-09,,
0:00:40,40610,170.4918,5.62E-09,1.10E-08,7.41E-09,7.78E-09,1.63E-09,1.23E-09,,
0:00:41,41096,170.4918,5.38E-09,1.32E-08,7.88E-09,7.37E-09,1.50E-09,1.15E-09,,
0:00:41,41582,170.2274,5.13E-09,1.10E-08,7.64E-09,7.17E-09,1.50E-09,1.46E-09,,
0:00:42,42068,170.3596,5.62E-09,1.32E-08,7.41E-09,7.47E-09,1.50E-09,1.23E-09,,
0:00:42,42554,170.3596,5.38E-09,1.43E-08,7.88E-09,7.37E-09,1.38E-09,1.23E-09,,
0:00:43,43040,170.4918,5.13E-09,1.10E-08,7.53E-09,7.47E-09,1.50E-09,1.46E-09,,
0:00:43,43526,170.3596,5.62E-09,1.10E-08,7.64E-09,7.17E-09,1.25E-09,1.31E-09,,
0:00:44,44012,170.4918,5.62E-09,1.10E-08,7.41E-09,7.06E-09,1.50E-09,1.46E-09,,
0:00:44,44498,170.3596,5.62E-09,1.32E-08,7.41E-09,6.96E-09,1.50E-09,1.23E-09,,
0:00:44,44984,170.2274,5.86E-09,1.21E-08,7.53E-09,7.06E-09,1.38E-09,1.15E-09,,
0:00:45,45470,170.2274,5.62E-09,1.10E-08,7.53E-09,6.96E-09,1.50E-09,1.23E-09,,
0:00:45,45956,170.0952,5.13E-09,1.21E-08,8.00E-09,7.17E-09,1.38E-09,1.15E-09,,
0:00:46,46442,170.3596,5.62E-09,1.10E-08,7.53E-09,7.06E-09,1.38E-09,1.31E-09,,
0:00:46,46928,170.4918,5.62E-09,1.21E-08,8.00E-09,7.06E-09,1.38E-09,1.23E-09,,
0:00:47,47414,170.4918,4.89E-09,1.21E-08,7.64E-09,6.86E-09,1.75E-09,1.15E-09,,
0:00:47,47900,170.6241,5.62E-09,1.21E-08,8.12E-09,7.06E-09,1.25E-09,1.23E-09,,
0:00:48,48386,170.2274,5.38E-09,1.10E-08,7.64E-09,7.27E-09,1.25E-09,1.23E-09,,
0:00:48,48872,170.3596,5.38E-09,1.10E-08,7.76E-09,7.17E-09,1.50E-09,1.38E-09,,
0:00:49,49358,170.2274,5.86E-09,1.21E-08,8.00E-09,6.76E-09,1.50E-09,1.23E-09,,
0:00:49,49844,170.4918,5.62E-09,9.87E-09,7.29E-09,7.06E-09,1.50E-09,1.08E-09,,
0:00:50,50331,170.4918,5.38E-09,1.10E-08,7.53E-09,7.47E-09,1.25E-09,1.15E-09,,
0:00:50,50817,170.4918,5.38E-09,1.10E-08,7.88E-09,6.86E-09,1.50E-09,1.23E-09,,
0:00:51,51303,170.3596,5.13E-09,1.10E-08,8.00E-09,6.65E-09,1.25E-09,1.38E-09,,
0:00:51,51789,170.7563,4.89E-09,1.10E-08,7.64E-09,7.27E-09,1.25E-09,1.31E-09,,
0:00:52,52275,170.3596,5.38E-09,9.87E-09,7.76E-09,6.65E-09,1.13E-09,1.23E-09,,
0:00:52,52761,170.2274,5.62E-09,9.87E-09,7.53E-09,6.96E-09,1.50E-09,1.23E-09,,
0:00:53,53247,170.6241,5.38E-09,1.21E-08,7.76E-09,7.17E-09,1.25E-09,1.23E-09,,
0:00:53,53734,170.4918,4.89E-09,1.21E-08,7.64E-09,8.40E-09,1.25E-09,1.23E-09,,
0:00:54,54220,170.4918,5.13E-09,1.43E-08,8.00E-09,1.17E-08,1.25E-09,1.31E-09,,
0:00:54,54706,170.8885,5.13E-09,1.32E-08,8.24E-09,1.96E-08,1.25E-09,1.54E-09,,
0:00:55,55192,171.0207,5.13E-09,1.21E-08,8.36E-09,2.32E-08,1.25E-09,1.31E-09,,
0:00:55,55678,171.2852,4.89E-09,1.32E-08,1.03E-08,2.10E-08,1.25E-09,1.54E-09,,
0:00:56,56164,172.0786,5.38E-09,1.10E-08,1.18E-08,1.95E-08,1.25E-09,1.54E-09,,
0:00:56,56650,173.2686,5.13E-09,1.21E-08,1.43E-08,1.99E-08,1.38E-09,1.69E-09,,
0:00:57,57136,174.7231,5.62E-09,1.32E-08,1.31E-08,1.78E-08,1.38E-09,1.77E-09,,
0:00:57,57622,176.8387,5.13E-09,1.43E-08,1.33E-08,1.80E-08,1.13E-09,2.00E-09,,
0:00:58,58108,179.7477,5.62E-09,1.54E-08,1.36E-08,1.86E-08,1.38E-09,1.92E-09,,
0:00:58,58594,182.9211,4.64E-09,1.54E-08,1.40E-08,1.97E-08,1.25E-09,2.07E-09,,
0:00:59,59080,186.6234,4.89E-09,1.65E-08,1.33E-08,1.95E-08,1.00E-09,1.92E-09,,
0:00:59,59566,190.7224,4.15E-09,1.54E-08,1.33E-08,1.96E-08,1.13E-09,1.84E-09,,
0:01:00,60052,195.2181,5.13E-09,1.43E-08,1.24E-08,1.74E-08,1.25E-09,1.84E-09,,
0:01:00,60539,199.5816,5.62E-09,1.43E-08,1.18E-08,1.67E-08,1.00E-09,1.69E-09,,
0:01:01,61025,203.4162,5.38E-09,1.43E-08,1.13E-08,1.52E-08,1.00E-09,1.61E-09,,
0:01:01,61511,207.2507,4.89E-09,1.43E-08,1.09E-08,1.42E-08,1.38E-09,1.61E-09,,
0:01:01,61997,210.2919,5.13E-09,1.65E-08,1.06E-08,1.28E-08,1.00E-09,1.46E-09,,
0:01:02,62484,213.3331,5.13E-09,1.54E-08,1.02E-08,1.24E-08,1.00E-09,1.54E-09,,
0:01:02,62970,216.1099,5.13E-09,1.32E-08,9.68E-09,1.17E-08,1.50E-09,1.46E-09,,
0:01:03,63456,218.0932,5.86E-09,1.43E-08,1.02E-08,1.15E-08,1.00E-09,1.31E-09,,
0:01:03,63942,220.3411,5.13E-09,1.32E-08,9.44E-09,1.14E-08,1.00E-09,1.38E-09,,
0:01:04,64428,221.9278,5.13E-09,1.21E-08,9.56E-09,1.14E-08,1.13E-09,1.31E-09,,
0:01:04,64914,223.2501,5.13E-09,1.32E-08,9.79E-09,1.11E-08,1.13E-09,1.46E-09,,
0:01:05,65400,224.4401,4.64E-09,1.43E-08,9.68E-09,1.10E-08,1.25E-09,1.38E-09,,
0:01:05,65886,225.7624,5.13E-09,1.32E-08,9.79E-09,1.11E-08,1.00E-09,1.46E-09,,
0:01:06,66372,226.8202,4.89E-09,1.43E-08,9.79E-09,1.12E-08,8.75E-10,1.31E-09,,
0:01:06,66858,228.2747,4.89E-09,9.87E-09,9.91E-09,1.16E-08,8.75E-10,1.38E-09,,
0:01:07,67344,229.068,5.13E-09,1.32E-08,1.04E-08,1.14E-08,1.13E-09,1.46E-09,,
0:01:07,67830,230.5225,4.64E-09,1.32E-08,1.04E-08,1.16E-08,1.00E-09,1.31E-09,,
0:01:08,68316,231.7126,4.89E-09,1.32E-08,1.02E-08,1.24E-08,1.00E-09,1.54E-09,,
0:01:08,68802,233.2993,5.13E-09,1.43E-08,1.13E-08,1.28E-08,1.13E-09,1.46E-09,,
0:01:09,69288,234.4893,4.40E-09,1.32E-08,1.16E-08,1.38E-08,1.00E-09,1.38E-09,,
0:01:09,69774,236.076,5.62E-09,1.54E-08,1.19E-08,1.47E-08,1.25E-09,1.61E-09,,
0:01:10,70260,237.9272,4.89E-09,1.21E-08,1.24E-08,1.53E-08,1.25E-09,1.69E-09,,
0:01:10,70746,239.7784,5.38E-09,1.32E-08,1.30E-08,1.63E-08,1.00E-09,1.54E-09,,
0:01:11,71232,241.894,5.86E-09,1.54E-08,1.37E-08,1.73E-08,1.25E-09,1.54E-09,,
0:01:11,71718,244.1418,5.13E-09,1.43E-08,1.46E-08,1.69E-08,1.25E-09,1.54E-09,,
0:01:12,72204,246.7863,5.38E-09,1.21E-08,1.42E-08,1.82E-08,1.00E-09,1.54E-09,,
0:01:12,72690,249.0342,5.62E-09,1.54E-08,1.43E-08,1.89E-08,1.00E-09,1.46E-09,,
0:01:13,73176,251.4142,5.38E-09,1.65E-08,1.45E-08,1.88E-08,1.00E-09,1.54E-09,,
0:01:13,73662,253.9265,4.89E-09,1.65E-08,1.43E-08,1.91E-08,1.13E-09,1.46E-09,,
0:01:14,74148,256.4388,5.13E-09,1.32E-08,1.40E-08,1.87E-08,1.13E-09,1.46E-09,,
0:01:14,74634,258.8189,5.13E-09,1.54E-08,1.33E-08,1.78E-08,1.00E-09,1.31E-09,,
0:01:15,75120,261.199,4.64E-09,1.43E-08,1.34E-08,1.79E-08,1.25E-09,1.31E-09,,
0:01:15,75606,263.3146,5.62E-09,1.54E-08,1.34E-08,1.70E-08,1.00E-09,1.38E-09,,
0:01:16,76092,265.298,4.40E-09,1.54E-08,1.24E-08,1.82E-08,1.00E-09,1.46E-09,,
0:01:16,76579,267.1492,5.38E-09,1.54E-08,1.30E-08,1.79E-08,1.13E-09,1.46E-09,,
0:01:17,77065,269.5292,4.89E-09,1.54E-08,1.28E-08,1.69E-08,1.00E-09,1.61E-09,,
0:01:17,77551,271.116,5.62E-09,1.43E-08,1.27E-08,1.79E-08,1.13E-09,1.46E-09,,
0:01:18,78037,273.0994,5.13E-09,1.54E-08,1.27E-08,1.76E-08,1.00E-09,1.38E-09,,
0:01:18,78523,274.4216,4.64E-09,1.21E-08,1.23E-08,1.81E-08,1.13E-09,1.54E-09,,
0:01:19,79009,276.405,5.38E-09,1.21E-08,1.29E-08,1.85E-08,8.75E-10,1.54E-09,,
0:01:19,79495,278.2562,5.62E-09,1.43E-08,1.22E-08,1.87E-08,8.75E-10,1.46E-09,,
0:01:19,79981,279.8429,5.62E-09,1.43E-08,1.23E-08,1.92E-08,1.25E-09,1.38E-09,,
0:01:20,80467,281.5618,5.13E-09,1.43E-08,1.19E-08,1.96E-08,8.75E-10,1.46E-09,,
0:01:20,80953,283.2807,4.89E-09,1.32E-08,1.22E-08,2.04E-08,1.00E-09,1.38E-09,,
0:01:21,81439,285.2641,5.13E-09,1.43E-08,1.13E-08,2.16E-08,8.75E-10,1.46E-09,,
0:01:21,81925,287.2475,5.38E-09,1.32E-08,1.18E-08,2.20E-08,1.13E-09,1.61E-09,,
0:01:22,82411,289.0987,5.38E-09,1.32E-08,1.13E-08,2.29E-08,8.75E-10,1.54E-09,,
0:01:22,82897,290.6854,4.64E-09,1.43E-08,1.13E-08,2.40E-08,1.13E-09,1.54E-09,,
0:01:23,83384,292.9333,5.86E-09,1.76E-08,1.12E-08,2.42E-08,8.75E-10,1.38E-09,,
0:01:23,83870,294.7844,4.89E-09,1.32E-08,1.16E-08,2.47E-08,1.13E-09,1.31E-09,,
0:01:24,84356,296.7678,5.62E-09,1.43E-08,1.10E-08,2.64E-08,1.13E-09,1.46E-09,,
0:01:24,84842,298.8834,5.38E-09,1.43E-08,1.09E-08,2.63E-08,1.13E-09,1.38E-09,,
0:01:25,85329,301.1313,5.13E-09,1.21E-08,1.09E-08,2.72E-08,1.13E-09,1.38E-09,,
0:01:25,85815,302.9824,5.62E-09,1.32E-08,1.06E-08,2.78E-08,1.25E-09,1.54E-09,,
0:01:26,86301,305.0981,5.38E-09,1.32E-08,1.02E-08,2.82E-08,1.13E-09,1.46E-09,,
0:01:26,86787,307.3459,5.86E-09,1.43E-08,1.05E-08,2.94E-08,8.75E-10,1.54E-09,,
0:01:27,87274,309.3293,5.13E-09,1.43E-08,1.05E-08,3.00E-08,1.13E-09,1.31E-09,,
0:01:27,87760,311.3127,5.38E-09,1.43E-08,1.05E-08,3.03E-08,8.75E-10,1.46E-09,,
0:01:28,88246,313.1639,5.13E-09,1.43E-08,1.03E-08,3.15E-08,1.25E-09,1.38E-09,,
0:01:28,88732,315.015,5.13E-09,1.43E-08,1.04E-08,3.17E-08,1.00E-09,1.38E-09,,
0:01:29,89218,316.9984,5.62E-09,1.43E-08,1.04E-08,3.27E-08,8.75E-10,1.54E-09,,
0:01:29,89704,319.114,5.38E-09,1.21E-08,1.06E-08,3.29E-08,1.00E-09,1.46E-09,,
0:01:30,90190,320.7008,5.38E-09,1.32E-08,1.09E-08,3.39E-08,1.00E-09,1.38E-09,,
0:01:30,90676,322.8164,5.38E-09,1.43E-08,1.06E-08,3.50E-08,1.00E-09,1.38E-09,,
0:01:31,91162,324.6675,5.38E-09,1.32E-08,1.03E-08,3.59E-08,1.00E-09,1.46E-09,,
0:01:31,91648,326.5187,4.64E-09,1.43E-08,1.03E-08,3.64E-08,8.75E-10,1.46E-09,,
0:01:32,92134,328.6343,5.13E-09,1.43E-08,1.02E-08,3.77E-08,1.25E-09,1.54E-09,,
0:01:32,92620,330.6177,5.62E-09,1.54E-08,1.03E-08,3.88E-08,8.75E-10,1.61E-09,,
0:01:33,93106,332.4689,5.38E-09,1.43E-08,1.03E-08,4.03E-08,8.75E-10,1.46E-09,,
0:01:33,93592,334.1878,4.89E-09,1.54E-08,9.79E-09,4.18E-08,1.13E-09,1.38E-09,,
0:01:34,94078,336.5679,5.38E-09,1.32E-08,1.04E-08,4.24E-08,1.25E-09,1.31E-09,,
0:01:34,94564,338.0224,4.89E-09,1.65E-08,1.03E-08,4.32E-08,1.13E-09,1.46E-09,,
0:01:35,95051,339.8736,5.38E-09,1.43E-08,1.06E-08,4.50E-08,8.75E-10,1.46E-09,,
0:01:35,95537,341.857,5.13E-09,1.43E-08,1.04E-08,4.72E-08,8.75E-10,1.54E-09,,
0:01:36,96023,344.1048,4.64E-09,1.65E-08,1.03E-08,4.87E-08,1.00E-09,1.23E-09,,
0:01:36,96509,346.0882,5.38E-09,1.32E-08,1.04E-08,5.00E-08,1.00E-09,1.38E-09,,
0:01:36,96995,347.9393,5.13E-09,1.43E-08,1.09E-08,5.09E-08,7.50E-10,1.54E-09,,
0:01:37,97481,349.9227,5.38E-09,1.21E-08,1.04E-08,5.26E-08,8.75E-10,1.31E-09,,
0:01:37,97967,352.0383,4.64E-09,1.43E-08,9.91E-09,5.42E-08,1.25E-09,1.38E-09,,
0:01:38,98453,353.8895,4.89E-09,1.21E-08,1.02E-08,5.50E-08,1.00E-09,1.54E-09,,
0:01:38,98939,356.0051,5.13E-09,1.21E-08,1.03E-08,5.68E-08,7.50E-10,1.46E-09,,
0:01:39,99425,357.8563,5.38E-09,1.21E-08,1.00E-08,5.86E-08,7.50E-10,1.31E-09,,
0:01:39,99911,359.8397,5.13E-09,1.10E-08,9.91E-09,5.94E-08,7.50E-10,1.38E-09,,
0:01:40,100398,361.9553,5.38E-09,1.21E-08,1.04E-08,6.10E-08,8.75E-10,1.31E-09,,
0:01:40,100884,363.8065,4.64E-09,1.10E-08,1.03E-08,6.36E-08,8.75E-10,1.31E-09,,
0:01:41,101371,365.7899,4.89E-09,1.32E-08,1.00E-08,6.53E-08,1.00E-09,1.23E-09,,
0:01:41,101857,367.2444,5.13E-09,9.87E-09,9.91E-09,6.78E-08,7.50E-10,1.46E-09,,
0:01:42,102344,369.36,5.86E-09,1.32E-08,1.05E-08,6.88E-08,8.75E-10,1.54E-09,,
0:01:42,102830,371.3434,5.13E-09,1.43E-08,1.00E-08,7.17E-08,1.13E-09,1.31E-09,,
0:01:43,103316,373.459,5.38E-09,1.21E-08,1.03E-08,7.18E-08,1.00E-09,1.38E-09,,
0:01:43,103802,375.1779,5.13E-09,1.10E-08,1.03E-08,7.53E-08,7.50E-10,1.61E-09,,
0:01:44,104288,377.2936,4.89E-09,1.43E-08,1.05E-08,7.69E-08,7.50E-10,1.31E-09,,
0:01:44,104774,379.2769,5.13E-09,1.21E-08,1.05E-08,7.79E-08,7.50E-10,1.38E-09,,
0:01:45,105260,381.1281,4.89E-09,1.10E-08,1.06E-08,8.00E-08,8.75E-10,1.38E-09,,
0:01:45,105746,383.1115,5.38E-09,1.32E-08,1.00E-08,8.06E-08,8.75E-10,1.31E-09,,
0:01:46,106232,385.0949,4.89E-09,1.21E-08,1.03E-08,8.20E-08,8.75E-10,1.54E-09,,
0:01:46,106718,387.0783,5.13E-09,1.43E-08,9.79E-09,8.37E-08,8.75E-10,1.31E-09,,
0:01:47,107204,389.1939,5.38E-09,1.32E-08,1.04E-08,8.64E-08,7.50E-10,1.38E-09,,
0:01:47,107690,390.9129,5.62E-09,1.21E-08,1.05E-08,9.02E-08,7.50E-10,1.38E-09,,
0:01:48,108176,392.764,4.64E-09,1.21E-08,1.03E-08,9.13E-08,8.75E-10,1.38E-09,,
0:01:48,108663,394.8796,5.38E-09,1.32E-08,1.04E-08,9.35E-08,7.50E-10,1.46E-09,,
0:01:49,109149,396.863,4.64E-09,9.87E-09,1.03E-08,9.46E-08,7.50E-10,1.46E-09,,
0:01:49,109635,398.8464,4.89E-09,1.21E-08,1.00E-08,9.75E-08,6.25E-10,1.31E-09,,
0:01:50,110121,400.5654,4.89E-09,1.43E-08,1.04E-08,1.02E-07,1.00E-09,1.46E-09,,
0:01:50,110607,402.4165,5.13E-09,1.43E-08,1.03E-08,1.01E-07,7.50E-10,1.61E-09,,
0:01:51,111093,404.3999,5.38E-09,1.43E-08,1.03E-08,1.03E-07,7.50E-10,1.31E-09,,
0:01:51,111579,406.5155,5.38E-09,1.21E-08,1.04E-08,1.06E-07,1.13E-09,1.46E-09,,
0:01:52,112065,408.6312,5.13E-09,1.32E-08,1.03E-08,1.07E-07,7.50E-10,1.46E-09,,
