0000000457,scans,0000000118,DataLength
"header",0000000026,"lines"
"Date",4/24/2016,"Time",6:01:48 PM
"ID","HAL RC RGA 301 #14852","Version",3
"Scans",7
"Scan ID","Mode","Input","Scanned","Start","Stop","Increment","Dwell","Settle","RS","RelSEM"
"Scan 1","RGA","Temperature","none",0.40,0.40,0.01,10.000,8.000,1.000000,1.000000,
"Scan 2","RGA","SEM","mass",2.00,2.00,0.01,10.000,8.000,0.440000,1.000000,
"Scan 3","RGA","SEM","mass",16.00,16.00,0.01,10.000,8.000,0.098000,1.000000,
"Scan 4","RGA","SEM","mass",18.00,18.00,0.01,10.000,8.000,0.900000,1.000000,
"Scan 5","RGA","SEM","mass",28.00,28.00,0.01,10.000,8.000,1.050000,1.000000,
"Scan 6","RGA","SEM","mass",32.00,32.00,0.01,10.000,8.000,0.860000,1.000000,
"Scan 7","RGA","SEM","mass",44.00,44.00,0.01,10.000,8.000,1.400000,1.000000,
"Environment",
"Global","RGA"
"F1",1,"( 1 = on, 0 = off )"
"F2",0,"( 1 = on, 0 = off )"
"cage",3.3,"V"
"delta-m",0,"%"
"electron-energy",70.0,"V"
"emission",1000.000,"uA"
"focus",-90,"V"
"mass",5.50,"amu"
"mode-change-delay",1000,"ms"
"multiplier",1000,"V"
"resolution",0,"%"
"Data",7
"Time","ms","Scan 1 : none 0.40","Hydrogen","Oxygen-16","Water","Carbon monoxide","Oxygen","Carbon dioxide",
00:01:01,     61988,   330.3533,  3.55239e-09,  2.50102e-09,  5.67361e-10,  1.61864e-09,  2.50000e-10,  5.35196e-10,
00:01:02,     62492,   332.3367,  3.74295e-09,  2.96173e-09,  6.43806e-10,  1.62683e-09,  1.46250e-10,  4.98339e-10,
00:01:02,     62996,   334.1878,  3.78936e-09,  3.35663e-09,  5.13611e-10,  1.52343e-09,  1.73750e-10,  5.31357e-10,
00:01:03,     63500,   336.1712,  3.99948e-09,  2.87398e-09,  6.00806e-10,  1.70464e-09,  1.63750e-10,  4.97571e-10,
00:01:04,     64004,   338.1546,  3.88220e-09,  2.17194e-09,  6.23500e-10,  1.66267e-09,  2.32500e-10,  4.69929e-10,
00:01:04,     64508,   340.2702,  3.36670e-09,  2.81913e-09,  6.07972e-10,  1.53981e-09,  2.21250e-10,  5.25214e-10,
00:01:04,     64994,   342.2536,  3.87977e-09,  2.83010e-09,  5.37500e-10,  1.65038e-09,  2.36250e-10,  4.95268e-10,
00:01:05,     65498,   344.3692,  3.76982e-09,  3.07143e-09,  5.63778e-10,  1.60430e-09,  1.70000e-10,  4.73768e-10,
00:01:06,     66002,   346.6171,  3.65011e-09,  2.49005e-09,  5.63778e-10,  1.68826e-09,  1.90000e-10,  4.83750e-10,
00:01:06,     66506,   348.4682,  3.60368e-09,  2.50102e-09,  6.41417e-10,  1.60124e-09,  2.58750e-10,  4.48429e-10,
00:01:06,     66992,   350.3194,  3.58170e-09,  2.75332e-09,  5.93639e-10,  1.67188e-09,  2.18750e-10,  5.19071e-10,
00:01:07,     67496,   352.5672,  3.66720e-09,  2.88495e-09,  5.53028e-10,  1.66676e-09,  1.93750e-10,  4.79143e-10,
00:01:08,     68000,   354.2862,  3.93107e-09,  2.57781e-09,  5.26750e-10,  1.69235e-09,  2.01250e-10,  4.81446e-10,
00:01:08,     68504,   356.5340,  3.71607e-09,  2.87398e-09,  5.49444e-10,  1.66676e-09,  2.25000e-10,  5.55161e-10,
00:01:09,     69008,   358.5174,  3.49618e-09,  2.29260e-09,  5.20778e-10,  1.72102e-09,  2.16250e-10,  5.19839e-10,
00:01:09,     69494,   360.6330,  3.47664e-09,  2.72041e-09,  6.33056e-10,  1.62478e-09,  2.17500e-10,  5.04482e-10,
00:01:09,     69998,   362.6164,  3.76982e-09,  2.76429e-09,  5.45861e-10,  1.56540e-09,  2.71250e-10,  4.46893e-10,
00:01:10,     70502,   364.4676,  3.53284e-09,  2.30357e-09,  6.55750e-10,  1.62990e-09,  2.11250e-10,  4.83750e-10,
00:01:11,     71006,   366.5832,  3.48398e-09,  2.05128e-09,  5.80500e-10,  1.65652e-09,  2.13750e-10,  4.72232e-10,
00:01:11,     71510,   368.4344,  3.55239e-09,  2.61071e-09,  5.31528e-10,  1.64014e-09,  1.87500e-10,  5.03714e-10,
00:01:12,     72014,   370.5500,  3.26652e-09,  2.74235e-09,  6.30667e-10,  1.57667e-09,  1.56250e-10,  4.93732e-10,
00:01:12,     72518,   372.5334,  3.48641e-09,  2.76429e-09,  5.42278e-10,  1.63297e-09,  2.41250e-10,  4.78375e-10,
00:01:13,     73004,   374.3846,  3.42534e-09,  2.57781e-09,  6.03194e-10,  1.73740e-09,  2.07500e-10,  5.06018e-10,
00:01:13,     73508,   376.5002,  3.30073e-09,  2.98367e-09,  6.43806e-10,  1.62478e-09,  2.57500e-10,  4.41518e-10,
00:01:14,     74012,   378.4836,  3.43266e-09,  2.62168e-09,  5.44667e-10,  1.61967e-09,  1.93750e-10,  4.68393e-10,
00:01:14,     74516,   380.4670,  3.07107e-09,  3.11531e-09,  5.90056e-10,  1.70976e-09,  1.95000e-10,  5.10625e-10,
00:01:15,     75020,   382.4504,  3.06864e-09,  2.50102e-09,  5.31528e-10,  1.77938e-09,  2.65000e-10,  5.32125e-10,
00:01:15,     75524,   384.5660,  2.88539e-09,  2.52296e-09,  6.00806e-10,  1.76607e-09,  2.22500e-10,  4.97571e-10,
00:01:16,     76028,   386.5494,  2.89761e-09,  2.33648e-09,  5.79306e-10,  1.68929e-09,  1.86250e-10,  4.69929e-10,
00:01:16,     76532,   388.6650,  3.13705e-09,  2.69847e-09,  6.49778e-10,  1.77119e-09,  2.12500e-10,  5.38268e-10,
00:01:17,     77036,   390.7806,  3.10527e-09,  2.58878e-09,  5.05250e-10,  1.68929e-09,  1.78750e-10,  4.96804e-10,
00:01:17,     77540,   392.8962,  3.20300e-09,  2.90689e-09,  5.94833e-10,  1.64833e-09,  2.88750e-10,  4.80679e-10,
00:01:18,     78044,   394.6152,  3.11505e-09,  2.87398e-09,  6.09167e-10,  1.71488e-09,  1.98750e-10,  4.38446e-10,
00:01:18,     78548,   396.5986,  2.98557e-09,  2.95077e-09,  6.00806e-10,  1.75173e-09,  1.85000e-10,  5.17536e-10,
00:01:19,     79052,   398.7142,  3.07595e-09,  2.52296e-09,  6.34250e-10,  1.81521e-09,  2.52500e-10,  5.80500e-10,
00:01:19,     79556,   400.5654,  3.11016e-09,  3.40051e-09,  6.21111e-10,  1.80190e-09,  2.12500e-10,  5.02179e-10,
00:01:20,     80060,   402.8132,  3.15170e-09,  2.28163e-09,  5.55417e-10,  1.84695e-09,  2.37500e-10,  4.75304e-10,
00:01:20,     80564,   404.6644,  2.77300e-09,  2.76429e-09,  6.22306e-10,  1.78654e-09,  1.92500e-10,  4.34607e-10,
00:01:21,     81068,   406.6478,  2.76568e-09,  2.74235e-09,  6.62917e-10,  1.89405e-09,  2.51250e-10,  4.90661e-10,
00:01:21,     81572,   408.6312,  3.00755e-09,  3.06046e-09,  6.15139e-10,  1.71181e-09,  2.28750e-10,  5.50554e-10,
00:01:22,     82076,   410.8790,  2.93914e-09,  2.64362e-09,  5.75722e-10,  1.94524e-09,  2.31250e-10,  5.02179e-10,
00:01:22,     82580,   412.7302,  2.81209e-09,  2.59974e-09,  4.98083e-10,  1.93090e-09,  2.13750e-10,  4.75304e-10,
00:01:23,     83084,   415.1102,  3.01000e-09,  2.69847e-09,  5.88861e-10,  1.79781e-09,  2.17500e-10,  5.10625e-10,
00:01:23,     83588,   416.8292,  2.71193e-09,  2.57781e-09,  6.39028e-10,  1.73843e-09,  1.61250e-10,  4.57643e-10,
00:01:24,     84092,   419.0770,  2.68505e-09,  2.30357e-09,  5.67361e-10,  1.91350e-09,  2.15000e-10,  4.42286e-10,
00:01:24,     84596,   420.9282,  2.72414e-09,  2.58878e-09,  5.50639e-10,  1.94011e-09,  1.68750e-10,  4.95268e-10,
00:01:25,     85100,   423.0438,  2.69482e-09,  2.62168e-09,  5.84083e-10,  1.94933e-09,  2.20000e-10,  4.49964e-10,
00:01:25,     85604,   425.1594,  3.10773e-09,  2.86301e-09,  6.04389e-10,  1.89097e-09,  2.00000e-10,  5.12929e-10,
00:01:26,     86108,   427.1428,  2.85118e-09,  3.08240e-09,  5.93639e-10,  2.00052e-09,  2.46250e-10,  4.73000e-10,
00:01:26,     86612,   429.1262,  2.92448e-09,  2.17194e-09,  5.67361e-10,  1.96059e-09,  1.77500e-10,  4.91429e-10,
00:01:27,     87116,   431.1096,  2.79500e-09,  2.18291e-09,  5.85278e-10,  1.96264e-09,  2.12500e-10,  4.21554e-10,
00:01:27,     87620,   432.8285,  2.86830e-09,  2.59974e-09,  5.94833e-10,  2.09471e-09,  1.83750e-10,  4.45357e-10,
00:01:28,     88124,   434.8119,  2.91716e-09,  2.63265e-09,  5.98417e-10,  2.06810e-09,  2.03750e-10,  4.71464e-10,
00:01:28,     88628,   436.7953,  2.81943e-09,  2.39133e-09,  6.29472e-10,  1.96264e-09,  2.18750e-10,  5.25214e-10,
00:01:29,     89132,   438.3820,  2.92205e-09,  2.55587e-09,  6.45000e-10,  2.03124e-09,  1.87500e-10,  4.87589e-10,
00:01:29,     89636,   441.0266,  2.69239e-09,  2.64362e-09,  6.13944e-10,  1.98210e-09,  1.90000e-10,  4.56875e-10,
00:01:30,     90140,   443.2744,  2.65818e-09,  2.49005e-09,  6.37833e-10,  2.09676e-09,  2.03750e-10,  4.35375e-10,
00:01:30,     90644,   445.2578,  3.03932e-09,  2.66556e-09,  6.28278e-10,  1.94114e-09,  1.90000e-10,  4.62250e-10,
00:01:31,     91148,   447.3734,  2.97334e-09,  2.16097e-09,  5.63778e-10,  2.08550e-09,  2.03750e-10,  4.72232e-10,
00:01:31,     91652,   449.2246,  2.64352e-09,  3.26888e-09,  5.38694e-10,  2.16024e-09,  1.83750e-10,  4.78375e-10,
00:01:32,     92156,   451.3402,  2.81943e-09,  2.20485e-09,  5.24361e-10,  2.02100e-09,  2.33750e-10,  4.85286e-10,
00:01:32,     92660,   453.1914,  2.66550e-09,  2.77526e-09,  5.74528e-10,  2.20630e-09,  1.76250e-10,  4.24625e-10,
00:01:33,     93164,   455.3070,  2.96602e-09,  2.34745e-09,  5.87667e-10,  2.20221e-09,  2.36250e-10,  4.46893e-10,
00:01:33,     93668,   457.4226,  2.85118e-09,  2.36939e-09,  4.96889e-10,  2.15614e-09,  2.16250e-10,  4.84518e-10,
00:01:34,     94172,   459.2738,  2.74614e-09,  3.34566e-09,  5.54222e-10,  2.18276e-09,  1.63750e-10,  4.13107e-10,
00:01:34,     94676,   461.3894,  2.83652e-09,  2.87398e-09,  6.29472e-10,  2.03738e-09,  1.95000e-10,  4.49964e-10,
00:01:35,     95180,   463.3728,  2.56534e-09,  2.76429e-09,  5.53028e-10,  2.17150e-09,  1.92500e-10,  5.00643e-10,
00:01:35,     95684,   465.3562,  2.65573e-09,  2.51199e-09,  5.66167e-10,  2.39878e-09,  2.72500e-10,  4.51500e-10,
00:01:36,     96188,   467.3396,  2.69727e-09,  2.64362e-09,  5.49444e-10,  2.30050e-09,  2.28750e-10,  4.97571e-10,
00:01:36,     96692,   469.1907,  2.92936e-09,  2.76429e-09,  6.28278e-10,  2.44997e-09,  2.05000e-10,  4.79911e-10,
00:01:37,     97196,   471.3064,  2.60686e-09,  2.43520e-09,  5.56611e-10,  2.50321e-09,  1.97500e-10,  4.01589e-10,
00:01:37,     97700,   473.4220,  2.59955e-09,  2.59974e-09,  5.61389e-10,  2.23190e-09,  1.87500e-10,  4.99875e-10,
00:01:38,     98204,   475.4054,  2.94159e-09,  2.39133e-09,  6.45000e-10,  2.42745e-09,  1.78750e-10,  4.23089e-10,
00:01:38,     98708,   477.2565,  2.58000e-09,  2.22679e-09,  6.55750e-10,  2.44792e-09,  1.76250e-10,  4.53036e-10,
00:01:39,     99212,   479.3722,  3.02955e-09,  2.59974e-09,  5.62583e-10,  2.33019e-09,  1.87500e-10,  4.80679e-10,
00:01:39,     99716,   481.2233,  2.69239e-09,  2.49005e-09,  5.66167e-10,  2.42029e-09,  2.05000e-10,  4.46125e-10,
00:01:40,    100220,   483.4712,  2.68016e-09,  2.51199e-09,  5.68556e-10,  2.50833e-09,  1.92500e-10,  4.69929e-10,
00:01:40,    100724,   485.5868,  2.86341e-09,  2.34745e-09,  6.46194e-10,  2.46635e-09,  1.68750e-10,  4.40750e-10,
00:01:41,    101228,   487.4380,  2.79011e-09,  2.35842e-09,  5.24361e-10,  2.44486e-09,  2.15000e-10,  4.71464e-10,
00:01:41,    101732,   489.2891,  2.78034e-09,  2.74235e-09,  5.86472e-10,  2.44895e-09,  2.16250e-10,  4.23089e-10,
00:01:42,    102236,   491.4047,  2.71193e-09,  2.52296e-09,  5.92444e-10,  2.34043e-09,  1.65000e-10,  4.61482e-10,
00:01:42,    102740,   493.6526,  2.68505e-09,  2.49005e-09,  6.40222e-10,  2.36910e-09,  2.05000e-10,  4.98339e-10,
00:01:43,    103244,   495.3715,  2.54823e-09,  2.70944e-09,  6.67694e-10,  2.58205e-09,  2.06250e-10,  4.49964e-10,
00:01:43,    103748,   497.4871,  2.91959e-09,  2.80816e-09,  6.04389e-10,  2.55235e-09,  2.07500e-10,  5.22143e-10,
00:01:44,    104252,   499.6027,  2.65330e-09,  2.90689e-09,  5.75722e-10,  2.50014e-09,  2.41250e-10,  4.86054e-10,
00:01:44,    104756,   501.7184,  2.72414e-09,  2.32551e-09,  6.03194e-10,  2.43667e-09,  1.93750e-10,  4.47661e-10,
00:01:45,    105260,   503.9662,  2.77789e-09,  2.66556e-09,  6.47389e-10,  2.31892e-09,  1.95000e-10,  4.94500e-10,
00:01:45,    105764,   505.8174,  2.74125e-09,  2.98367e-09,  4.83750e-10,  2.43871e-09,  1.91250e-10,  4.95268e-10,
00:01:46,    106268,   507.6685,  2.63375e-09,  2.83010e-09,  5.72139e-10,  2.40697e-09,  1.71250e-10,  4.49964e-10,
00:01:46,    106772,   509.6519,  2.98311e-09,  2.81913e-09,  5.82889e-10,  2.36602e-09,  1.81250e-10,  4.44589e-10,
00:01:47,    107276,   511.7676,  3.11016e-09,  2.54490e-09,  5.49444e-10,  2.38138e-09,  2.10000e-10,  4.79911e-10,
00:01:47,    107780,   513.4865,  2.93425e-09,  2.45714e-09,  6.13944e-10,  2.22883e-09,  2.51250e-10,  4.86821e-10,
00:01:48,    108284,   516.2633,  2.65818e-09,  2.12806e-09,  5.80500e-10,  2.15819e-09,  2.05000e-10,  5.02179e-10,
00:01:48,    108788,   518.1144,  2.65084e-09,  2.95077e-09,  5.93639e-10,  2.22269e-09,  2.23750e-10,  4.81446e-10,
00:01:49,    109292,   519.8333,  2.81455e-09,  2.13903e-09,  5.91250e-10,  2.33530e-09,  2.10000e-10,  4.36143e-10,
00:01:49,    109796,   521.8167,  2.83164e-09,  2.29260e-09,  6.59333e-10,  2.07629e-09,  2.11250e-10,  4.48429e-10,
00:01:50,    110300,   524.0646,  2.52625e-09,  2.39133e-09,  5.97222e-10,  2.15819e-09,  2.07500e-10,  4.57643e-10,
00:01:50,    110804,   526.0480,  2.92448e-09,  3.52117e-09,  5.72139e-10,  2.15410e-09,  2.12500e-10,  5.15232e-10,
00:01:51,    111308,   528.1636,  2.62641e-09,  2.38036e-09,  6.25889e-10,  2.11826e-09,  1.58750e-10,  4.59946e-10,
00:01:51,    111812,   530.0148,  2.47005e-09,  2.08418e-09,  5.48250e-10,  2.14692e-09,  1.96250e-10,  4.97571e-10,
00:01:52,    112316,   532.1304,  2.82186e-09,  2.02934e-09,  6.31861e-10,  1.97288e-09,  2.20000e-10,  4.52268e-10,
00:01:52,    112821,   534.2460,  2.86341e-09,  2.68750e-09,  5.04056e-10,  2.05069e-09,  2.16250e-10,  4.73768e-10,
00:01:53,    113325,   536.2294,  2.49205e-09,  2.97270e-09,  6.00806e-10,  2.06400e-09,  2.27500e-10,  4.62250e-10,
00:01:53,    113829,   538.2128,  2.63864e-09,  2.78622e-09,  5.88861e-10,  1.92067e-09,  2.33750e-10,  5.24446e-10,
00:01:54,    114333,   540.1962,  2.79743e-09,  3.07143e-09,  5.42278e-10,  1.94524e-09,  2.06250e-10,  4.26929e-10,
00:01:54,    114837,   542.1796,  2.63618e-09,  2.41327e-09,  5.68556e-10,  1.99540e-09,  1.80000e-10,  4.56107e-10,
00:01:55,    115341,   544.0307,  2.74368e-09,  2.77526e-09,  5.72139e-10,  1.95445e-09,  2.27500e-10,  4.38446e-10,
00:01:55,    115845,   546.2786,  2.55800e-09,  2.73138e-09,  6.06778e-10,  1.94114e-09,  2.22500e-10,  4.53804e-10,
00:01:56,    116349,   548.2620,  2.84875e-09,  2.35842e-09,  6.22306e-10,  1.91145e-09,  1.78750e-10,  4.79143e-10,
00:01:56,    116853,   550.2454,  2.80232e-09,  2.53393e-09,  6.13944e-10,  1.89200e-09,  2.02500e-10,  4.93732e-10,
00:01:57,    117357,   552.0965,  2.53357e-09,  2.55587e-09,  6.54556e-10,  1.99438e-09,  1.76250e-10,  4.59179e-10,
00:01:57,    117861,   554.2122,  2.80477e-09,  2.39133e-09,  5.45861e-10,  1.88278e-09,  1.88750e-10,  4.43054e-10,
00:01:58,    118365,   556.0633,  2.68261e-09,  2.23776e-09,  5.76917e-10,  1.82954e-09,  1.58750e-10,  3.80089e-10,
00:01:58,    118869,   558.3112,  2.79011e-09,  3.11531e-09,  5.84083e-10,  1.80292e-09,  2.13750e-10,  4.73768e-10,
00:01:59,    119373,   560.2946,  2.81209e-09,  2.04031e-09,  6.35444e-10,  1.81624e-09,  2.28750e-10,  4.94500e-10,
00:01:59,    119877,   562.4102,  2.64841e-09,  2.52296e-09,  5.30333e-10,  1.87869e-09,  1.78750e-10,  4.40750e-10,
00:02:00,    120381,   564.3936,  2.69970e-09,  2.53393e-09,  6.13944e-10,  1.78552e-09,  2.36250e-10,  4.51500e-10,
00:02:00,    120885,   566.5092,  2.82186e-09,  2.64362e-09,  5.97222e-10,  1.79473e-09,  2.08750e-10,  4.46893e-10,
00:02:01,    121389,   568.4926,  2.95868e-09,  2.40230e-09,  5.59000e-10,  1.75481e-09,  2.30000e-10,  4.80679e-10,
00:02:01,    121893,   570.4760,  2.72902e-09,  3.22500e-09,  5.78111e-10,  1.81214e-09,  2.13750e-10,  5.14464e-10,
00:02:02,    122397,   572.9882,  2.45295e-09,  2.53393e-09,  6.33056e-10,  1.88483e-09,  2.16250e-10,  4.61482e-10,
00:02:02,    122901,   574.8394,  2.24284e-09,  2.83010e-09,  5.69750e-10,  1.85105e-09,  1.62500e-10,  4.95268e-10,
00:02:03,    123405,   576.5584,  2.47005e-09,  2.74235e-09,  5.16000e-10,  1.81111e-09,  2.13750e-10,  4.48429e-10,
00:02:03,    123909,   578.5418,  2.59955e-09,  1.94158e-09,  5.97222e-10,  1.76607e-09,  2.37500e-10,  4.56107e-10,
00:02:04,    124413,   580.6574,  3.01243e-09,  1.98546e-09,  5.37500e-10,  1.88073e-09,  1.90000e-10,  4.75304e-10,
00:02:04,    124917,   582.7730,  2.73148e-09,  2.08418e-09,  5.32722e-10,  1.76914e-09,  1.70000e-10,  4.69161e-10,
00:02:05,    125421,   584.6242,  2.64841e-09,  2.63265e-09,  6.25889e-10,  1.69030e-09,  1.57500e-10,  4.56875e-10,
00:02:05,    125907,   586.4754,  2.52625e-09,  1.72219e-09,  5.67361e-10,  1.86845e-09,  2.15000e-10,  4.84518e-10,
00:02:06,    126411,   588.4588,  2.81943e-09,  2.38036e-09,  6.21111e-10,  1.86845e-09,  2.30000e-10,  4.34607e-10,
00:02:06,    126915,   590.7066,  2.73391e-09,  2.53393e-09,  5.53028e-10,  1.94319e-09,  2.25000e-10,  4.42286e-10,
00:02:07,    127419,   592.6900,  2.78277e-09,  2.40230e-09,  5.56611e-10,  1.64833e-09,  1.95000e-10,  4.69929e-10,
00:02:07,    127923,   594.4089,  2.54334e-09,  2.72041e-09,  5.76917e-10,  1.83262e-09,  1.62500e-10,  4.49196e-10,
00:02:08,    128409,   596.6568,  2.68261e-09,  2.30357e-09,  5.90056e-10,  1.70054e-09,  1.92500e-10,  5.10625e-10,
00:02:08,    128913,   598.6402,  2.41141e-09,  2.41327e-09,  5.29139e-10,  1.82443e-09,  2.40000e-10,  4.81446e-10,
00:02:09,    129417,   600.7558,  2.60932e-09,  2.74235e-09,  6.65306e-10,  1.76505e-09,  1.76250e-10,  4.81446e-10,
00:02:09,    129921,   602.6070,  2.82432e-09,  2.83010e-09,  7.22639e-10,  1.73024e-09,  1.68750e-10,  4.69929e-10,
00:02:10,    130425,   604.7226,  2.67773e-09,  2.67653e-09,  6.06778e-10,  1.80600e-09,  1.61250e-10,  4.64554e-10,
00:02:10,    130929,   606.7060,  2.56777e-09,  2.44617e-09,  5.91250e-10,  1.71283e-09,  2.16250e-10,  4.33071e-10,
00:02:11,    131433,   608.4249,  2.90739e-09,  1.96352e-09,  6.09167e-10,  1.73638e-09,  2.15000e-10,  4.34607e-10,
00:02:11,    131937,   610.4083,  2.70705e-09,  2.33648e-09,  5.84083e-10,  1.79269e-09,  1.66250e-10,  4.70696e-10,
00:02:12,    132441,   612.7884,  3.11505e-09,  2.50102e-09,  6.19917e-10,  1.79781e-09,  1.83750e-10,  4.49964e-10,
00:02:12,    132945,   614.7718,  2.59220e-09,  2.97270e-09,  7.22639e-10,  1.66369e-09,  2.03750e-10,  4.32304e-10,
00:02:13,    133449,   616.8874,  2.76811e-09,  2.33648e-09,  5.23167e-10,  1.82135e-09,  2.16250e-10,  4.76071e-10,
00:02:13,    133953,   618.7385,  2.64595e-09,  2.23776e-09,  5.82889e-10,  1.80907e-09,  1.41250e-10,  4.52268e-10,
00:02:14,    134457,   620.7219,  2.54823e-09,  2.72041e-09,  5.72139e-10,  1.66471e-09,  1.57500e-10,  4.83750e-10,
00:02:14,    134961,   622.8375,  2.51159e-09,  2.57781e-09,  5.87667e-10,  1.75173e-09,  1.86250e-10,  4.83750e-10,
00:02:15,    135465,   624.6887,  2.63130e-09,  2.43520e-09,  5.78111e-10,  1.73535e-09,  1.46250e-10,  4.40750e-10,
00:02:15,    135969,   626.5399,  2.55068e-09,  2.33648e-09,  6.12750e-10,  1.69645e-09,  1.93750e-10,  4.70696e-10,
00:02:16,    136473,   629.0521,  2.57266e-09,  2.29260e-09,  5.69750e-10,  1.85924e-09,  1.95000e-10,  4.76071e-10,
00:02:16,    136977,   631.1678,  2.53845e-09,  2.64362e-09,  6.53361e-10,  1.72921e-09,  1.77500e-10,  4.21554e-10,
00:02:17,    137481,   633.0189,  2.31857e-09,  2.78622e-09,  6.85611e-10,  1.61352e-09,  1.58750e-10,  4.80679e-10,
00:02:17,    137985,   634.8701,  2.53845e-09,  2.28163e-09,  5.81694e-10,  1.64116e-09,  1.91250e-10,  4.16946e-10,
00:02:18,    138489,   636.9857,  2.49936e-09,  2.35842e-09,  6.78444e-10,  1.80190e-09,  1.60000e-10,  4.70696e-10,
00:02:18,    138993,   638.9691,  2.67527e-09,  2.17194e-09,  5.45861e-10,  1.70567e-09,  1.90000e-10,  3.84696e-10,
00:02:19,    139497,   641.2169,  2.65330e-09,  2.84107e-09,  5.75722e-10,  1.82443e-09,  1.80000e-10,  4.73000e-10,
00:02:20,    140001,   642.9359,  2.57755e-09,  2.75332e-09,  5.82889e-10,  1.58178e-09,  1.78750e-10,  4.76839e-10,
00:02:20,    140487,   645.0515,  2.50182e-09,  2.40230e-09,  6.41417e-10,  1.86129e-09,  2.23750e-10,  4.23857e-10,
00:02:20,    140991,   647.0349,  2.59466e-09,  2.58878e-09,  6.29472e-10,  1.76197e-09,  1.88750e-10,  4.85286e-10,
00:02:21,    141495,   649.0183,  2.49205e-09,  2.01837e-09,  7.04722e-10,  1.73843e-09,  2.02500e-10,  4.77607e-10,
00:02:21,    141999,   651.2661,  2.66307e-09,  3.09337e-09,  5.24361e-10,  1.65652e-09,  2.22500e-10,  4.65321e-10,
00:02:22,    142503,   653.2495,  2.70216e-09,  2.88495e-09,  6.88000e-10,  1.65038e-09,  2.10000e-10,  4.53804e-10,
00:02:23,    143007,   655.1007,  2.56289e-09,  2.50102e-09,  6.70083e-10,  1.66369e-09,  2.11250e-10,  4.96036e-10,
00:02:23,    143511,   656.8197,  2.51648e-09,  2.50102e-09,  6.42611e-10,  1.79576e-09,  1.63750e-10,  4.59946e-10,
00:02:24,    144015,   659.1997,  2.67773e-09,  2.39133e-09,  6.05583e-10,  1.77324e-09,  2.33750e-10,  4.46125e-10,
00:02:24,    144519,   661.1831,  2.55068e-09,  2.65459e-09,  6.35444e-10,  1.79883e-09,  1.71250e-10,  4.43821e-10,
00:02:25,    145023,   663.0343,  2.83652e-09,  2.81913e-09,  6.00806e-10,  1.78143e-09,  2.17500e-10,  4.06196e-10,
00:02:25,    145527,   665.4143,  2.67284e-09,  2.66556e-09,  6.47389e-10,  1.69543e-09,  1.91250e-10,  4.12339e-10,
00:02:26,    146031,   667.3977,  2.61664e-09,  2.16097e-09,  6.22306e-10,  1.73024e-09,  1.96250e-10,  5.03714e-10,
00:02:26,    146535,   669.3811,  2.72414e-09,  2.64362e-09,  6.61722e-10,  1.69338e-09,  2.00000e-10,  4.07732e-10,
00:02:27,    147039,   671.2323,  2.63130e-09,  2.15000e-09,  6.35444e-10,  1.68416e-09,  1.87500e-10,  4.87589e-10,
00:02:27,    147543,   673.3479,  2.71925e-09,  2.64362e-09,  5.19583e-10,  1.65652e-09,  2.00000e-10,  4.61482e-10,
00:02:28,    148047,   675.3313,  2.78523e-09,  2.39133e-09,  6.16333e-10,  1.87562e-09,  1.71250e-10,  4.63786e-10,
00:02:28,    148551,   677.4469,  2.60443e-09,  2.50102e-09,  6.16333e-10,  1.71181e-09,  1.88750e-10,  4.60714e-10,
00:02:29,    149055,   679.4303,  2.57755e-09,  2.34745e-09,  5.94833e-10,  1.79576e-09,  1.42500e-10,  4.40750e-10,
00:02:29,    149559,   681.1493,  2.55800e-09,  2.59974e-09,  5.81694e-10,  1.79473e-09,  1.87500e-10,  4.91429e-10,
00:02:30,    150063,   683.2649,  2.61420e-09,  2.57781e-09,  5.99611e-10,  1.69030e-09,  2.48750e-10,  5.22911e-10,
00:02:30,    150567,   685.1161,  2.56045e-09,  1.99643e-09,  6.56944e-10,  1.78040e-09,  1.55000e-10,  4.67625e-10,
00:02:31,    151071,   687.3639,  2.70705e-09,  2.62168e-09,  5.48250e-10,  1.72205e-09,  1.72500e-10,  4.05429e-10,
00:02:31,    151575,   689.3473,  2.58489e-09,  2.46811e-09,  6.19917e-10,  1.82648e-09,  1.77500e-10,  4.30768e-10,
00:02:32,    152079,   691.4629,  2.70216e-09,  2.66556e-09,  5.72139e-10,  1.70976e-09,  1.67500e-10,  5.01411e-10,
00:02:32,    152583,   693.3140,  2.81943e-09,  1.85383e-09,  6.21111e-10,  1.64424e-09,  1.87500e-10,  5.01411e-10,
00:02:33,    153087,   695.2974,  2.97091e-09,  2.51199e-09,  6.58139e-10,  1.77221e-09,  1.62500e-10,  4.56875e-10,
00:02:33,    153591,   697.6775,  2.61175e-09,  2.63265e-09,  5.51833e-10,  1.81419e-09,  2.17500e-10,  4.23857e-10,
00:02:34,    154095,   699.2642,  2.60198e-09,  2.32551e-09,  5.73333e-10,  1.78143e-09,  1.78750e-10,  4.65321e-10,
00:02:34,    154599,   701.6443,  2.72414e-09,  2.45714e-09,  5.98417e-10,  1.81726e-09,  2.58750e-10,  4.72232e-10,
00:02:35,    155103,   703.4955,  2.58489e-09,  2.33648e-09,  6.05583e-10,  1.80497e-09,  2.21250e-10,  5.06018e-10,
