Mon, Jun 05, 2017	4:33 PM
 Notes: AA_0.01 L
 waiting time: 50.000
 time(ms)	 temp (K)	 MS1=61.297	 MS2=13.681	 MS3=17.903	 MS4=28.270	 MS5=29.393	 MS6=44.784	 MS7=61.297	 MS8=65.626
0.000	84.700	280.000
0.177	84.700	300.000
0.310	84.700	340.000
0.463	84.700	140.000
0.614	84.700	410.000
0.769	84.700	340.000
0.916	84.700	360.000
1.048	84.700	350.000
1.196	84.700	270.000
1.352	84.700	290.000
1.499	84.700	370.000
1.645	84.700	580.000
1.795	84.700	610.000
1.951	84.700	270.000
2.112	84.700	370.000
2.269	84.600	460.000
2.456	84.700	580.000
2.611	84.700	460.000
2.771	84.700	580.000
2.934	84.700	340.000
3.073	84.600	240.000
3.212	84.700	380.000
3.350	84.700	620.000
3.488	84.700	390.000
3.627	84.700	490.000
3.767	84.700	390.000
3.921	84.700	150.000
4.066	84.700	330.000
4.210	84.700	300.000
4.361	84.700	420.000
4.499	84.700	160.000
4.643	84.700	210.000
4.780	84.700	520.000
4.919	84.700	460.000
5.068	84.700	360.000
5.207	84.700	490.000
5.346	84.700	320.000
5.507	84.700	340.000
5.645	84.700	610.000
5.805	84.700	530.000
5.944	84.700	640.000
6.093	84.700	100.000
6.232	84.700	370.000
6.393	84.700	540.000
6.544	84.700	250.000
6.682	84.700	580.000
6.822	84.600	510.000
6.962	84.700	510.000
7.119	84.700	340.000
7.266	84.700	510.000
7.404	84.700	280.000
7.560	84.700	560.000
7.698	84.700	550.000
7.844	84.700	510.000
7.983	84.700	480.000
8.146	84.700	500.000
8.285	84.700	670.000
8.422	84.800	510.000
8.560	84.800	600.000
8.700	84.800	430.000
8.857	84.800	490.000
9.006	84.900	730.000
9.149	84.900	600.000
9.297	85.000	600.000
9.454	85.000	400.000
9.602	85.100	830.000
9.741	85.100	390.000
9.886	85.200	600.000
10.035	85.300	740.000
10.184	85.400	720.000
10.324	85.500	480.000
10.475	85.700	650.000
10.625	85.800	600.000
10.786	85.900	690.000
10.933	86.000	450.000
11.071	86.300	650.000
11.209	86.400	640.000
11.359	86.500	720.000
11.498	86.800	740.000
11.642	86.900	430.000
11.800	87.200	590.000
11.941	87.400	670.000
12.096	87.600	680.000
12.234	87.800	380.000
12.392	88.100	570.000
12.547	88.300	700.000
12.732	88.700	560.000
12.888	88.900	580.000
13.026	89.100	510.000
13.178	89.500	540.000
13.335	89.800	480.000
13.489	90.200	600.000
13.629	90.400	750.000
13.786	90.900	660.000
13.924	91.200	620.000
14.063	91.400	650.000
14.201	91.700	710.000
14.339	92.200	600.000
14.500	92.500	710.000
14.639	92.700	650.000
14.778	93.300	670.000
14.916	93.600	610.000
15.057	93.900	780.000
15.196	94.100	770.000
15.333	94.700	690.000
15.473	95.000	660.000
15.662	95.600	690.000
15.827	95.900	700.000
15.966	96.200	490.000
16.105	96.800	860.000
16.244	97.100	910.000
16.383	97.400	700.000
16.523	97.700	690.000
16.662	98.300	680.000
16.800	98.600	890.000
16.939	98.900	680.000
17.078	99.500	650.000
17.229	99.900	730.000
17.366	100.200	870.000
17.518	100.800	880.000
17.659	101.100	670.000
17.803	101.500	720.000
17.943	101.800	510.000
18.089	102.400	560.000
18.246	102.700	730.000
18.384	103.100	680.000
18.535	103.800	620.000
18.687	104.100	930.000
18.827	104.400	800.000
18.990	105.100	580.000
19.128	105.500	770.000
19.266	105.800	830.000
19.404	106.500	990.000
19.543	106.500	720.000
19.683	107.200	860.000
19.822	107.500	690.000
19.960	107.800	970.000
20.099	108.500	810.000
20.239	108.900	860.000
20.401	109.500	830.000
20.540	109.900	760.000
20.678	110.200	840.000
20.817	110.800	890.000
20.959	111.200	840.000
21.097	111.500	660.000
21.235	111.800	890.000
21.390	112.500	750.000
21.528	112.800	740.000
21.667	113.100	890.000
21.806	113.800	810.000
21.951	113.800	910.000
22.089	114.400	800.000
22.228	114.700	900.000
22.366	115.400	690.000
22.505	115.700	930.000
22.646	116.000	830.000
22.784	116.400	630.000
22.947	117.000	900.000
23.086	117.300	900.000
23.225	117.700	840.000
23.382	118.300	740.000
23.521	118.600	750.000
23.660	118.900	790.000
23.800	119.200	800.000
23.951	119.900	750.000
24.110	120.200	930.000
24.249	120.800	890.000
24.387	120.800	880.000
24.526	121.500	840.000
24.666	122.100	810.000
24.805	122.400	860.000
24.944	122.700	870.000
25.084	123.000	940.000
25.223	123.300	930.000
25.362	123.900	890.000
25.501	124.300	860.000
25.641	124.600	880.000
25.780	125.200	950.000
25.939	125.600	860.000
26.078	125.900	890.000
26.218	126.500	860.000
26.357	126.800	700.000
26.497	127.100	740.000
26.638	127.500	950.000
26.777	128.100	870.000
