Mon, Jun 05, 2017	2:50 PM
 Notes: AA _0.1 L
 waiting time: 50.000
 time(ms)	 temp (K)	 MS1=1.538	 MS2=13.681	 MS3=17.903	 MS4=28.270	 MS5=29.393	 MS6=44.784	 MS7=61.297	 MS8=65.626
0.000	83.600	335320.000	18510.000	56070.000	116720.000	4820.000	17990.000	1010.000
1.151	83.600	333390.000	17570.000	56210.000	115770.000	4840.000	17840.000	1050.000
2.377	83.600	337250.000	18020.000	55740.000	114800.000	4700.000	17420.000	1020.000
3.498	83.700	336610.000	18430.000	55380.000	113030.000	4460.000	17740.000	1130.000
4.714	83.700	338400.000	18090.000	56760.000	113050.000	4730.000	17730.000	1020.000
5.991	83.700	336660.000	17560.000	56930.000	112880.000	4610.000	17260.000	1140.000
7.337	83.700	334590.000	17500.000	55920.000	110010.000	4470.000	17270.000	1290.000
8.458	83.700	331570.000	17410.000	56380.000	109390.000	4250.000	17870.000	1150.000
9.579	83.700	334080.000	17640.000	55730.000	109220.000	4310.000	17550.000	1190.000
10.685	83.700	326640.000	17920.000	56220.000	107610.000	4290.000	17230.000	1200.000
11.792	83.700	327640.000	17320.000	56050.000	108080.000	4080.000	17670.000	1270.000
12.914	83.700	329030.000	17640.000	56640.000	108060.000	4020.000	17750.000	1140.000
14.048	83.700	329060.000	17620.000	55920.000	107250.000	4170.000	17530.000	1230.000
15.158	84.000	327770.000	18420.000	56690.000	112260.000	4070.000	17710.000	1190.000
16.267	84.800	334300.000	18370.000	56480.000	123480.000	4040.000	17940.000	1330.000
17.387	86.300	339750.000	18970.000	57450.000	133030.000	4240.000	18770.000	1260.000
18.494	88.600	341670.000	19050.000	56480.000	140570.000	4460.000	18810.000	1280.000
19.621	91.300	346550.000	19400.000	57410.000	144530.000	4470.000	19120.000	1180.000
20.753	94.700	345750.000	19940.000	57130.000	148570.000	4760.000	18150.000	1270.000
21.882	97.900	346560.000	20040.000	57130.000	149020.000	4500.000	18530.000	1400.000
23.116	101.400	346120.000	19700.000	56650.000	147550.000	4430.000	18360.000	1380.000
24.227	104.600	345690.000	19420.000	56250.000	145870.000	4610.000	17840.000	1400.000
25.356	107.700	342950.000	19780.000	58020.000	144280.000	4620.000	17710.000	1210.000
26.466	110.800	344380.000	18980.000	56340.000	141330.000	4480.000	18280.000	1310.000
28.095	115.500	342760.000	19510.000	55900.000	139900.000	4490.000	18720.000	1600.000
29.290	119.000	340920.000	18640.000	57610.000	139060.000	4290.000	18180.000	1340.000
30.399	122.200	337830.000	19080.000	57340.000	138830.000	4280.000	18510.000	1650.000
31.512	125.300	337840.000	18920.000	57390.000	136830.000	4510.000	18660.000	1460.000
32.621	128.500	336010.000	19260.000	57100.000	136020.000	4410.000	18850.000	1620.000
33.734	132.000	336710.000	19440.000	58880.000	138530.000	4350.000	18280.000	1840.000
34.876	135.200	333850.000	19490.000	59300.000	140650.000	4550.000	18340.000	1920.000
35.988	138.300	338940.000	19270.000	60400.000	142700.000	4070.000	18540.000	1910.000
37.150	141.600	338370.000	19880.000	65100.000	138020.000	4490.000	18530.000	2020.000
38.325	145.100	336700.000	20110.000	69950.000	138900.000	4750.000	18610.000	2290.000
39.468	148.600	335090.000	21120.000	71840.000	136600.000	5040.000	18500.000	3170.000
40.581	151.900	333920.000	21720.000	78160.000	129060.000	6120.000	20050.000	5140.000
41.693	155.100	331340.000	24250.000	93750.000	123790.000	8000.000	20750.000	8880.000
42.840	158.400	333670.000	27890.000	123660.000	122720.000	10630.000	23800.000	14490.000
43.951	161.600	336080.000	34010.000	168990.000	124320.000	15710.000	27510.000	21740.000
45.062	164.800	341470.000	39710.000	201570.000	123890.000	16140.000	26450.000	18570.000
46.173	168.000	334730.000	37760.000	178840.000	120680.000	14900.000	27600.000	22550.000
47.282	171.600	339210.000	42510.000	217890.000	124410.000	19490.000	29640.000	32920.000
48.393	174.500	338040.000	48250.000	243400.000	125430.000	19570.000	30070.000	27480.000
49.532	178.100	334790.000	42540.000	172430.000	118370.000	11200.000	24220.000	14200.000
50.644	181.400	337710.000	36050.000	136490.000	114480.000	8600.000	23260.000	11040.000
51.752	184.600	339490.000	33760.000	126070.000	113600.000	7660.000	22640.000	9960.000
52.943	188.100	333800.000	32540.000	119830.000	113900.000	7280.000	21570.000	9320.000
54.074	191.400	329200.000	31640.000	112590.000	111170.000	6950.000	22100.000	8920.000
55.186	195.000	333320.000	31220.000	110120.000	111470.000	6630.000	21980.000	9240.000
56.296	198.200	331910.000	31400.000	106110.000	110220.000	7140.000	22120.000	9810.000
57.402	201.500	328400.000	31800.000	104860.000	110670.000	7090.000	21920.000	10560.000
58.718	205.400	330570.000	30960.000	98740.000	108140.000	6010.000	21100.000	7130.000
59.855	208.600	327760.000	30100.000	91740.000	108290.000	5710.000	21320.000	6650.000
60.976	211.900	331190.000	29880.000	88980.000	107710.000	5640.000	21010.000	5940.000
62.109	215.200	334790.000	29130.000	87520.000	108010.000	5470.000	21420.000	6040.000
63.294	218.800	343820.000	29520.000	83820.000	107570.000	5680.000	20780.000	5410.000
64.565	222.700	355050.000	29260.000	83170.000	106950.000	5270.000	20600.000	5480.000
65.691	225.900	381100.000	28650.000	80270.000	107100.000	5400.000	21020.000	5510.000
66.818	229.200	404190.000	28680.000	79540.000	106680.000	5290.000	20590.000	5080.000
67.940	232.400	452940.000	28170.000	77860.000	107260.000	5490.000	20170.000	4960.000
