Wed, Jul 19, 2017	11:43 AM
 Notes: HOAc_3.5E-08_60 s_and mass 31
 waiting time: 50.000
 time(ms)	 temp (K)	 MS1=61.297	 MS2=31.296	 MS3=28.250	 MS4=44.784	 MS5=61.297	 MS6=68.073	 MS7=68.640	 MS8=90.000
0.000	89.400	56670.000	4180.000
0.329	89.400	56260.000	4270.000
0.646	89.400	57440.000	4350.000
0.961	89.400	58850.000	4460.000
1.275	89.400	58680.000	4210.000
1.592	89.400	58190.000	4520.000
1.908	89.500	58800.000	4630.000
2.223	89.500	58420.000	4380.000
2.543	89.500	59550.000	4420.000
2.859	89.500	59290.000	4370.000
3.175	89.400	59290.000	4420.000
3.490	89.500	59440.000	4650.000
3.806	89.500	59120.000	4230.000
4.124	89.500	59650.000	4510.000
4.440	89.500	58660.000	4460.000
4.757	89.500	58600.000	4220.000
5.075	89.500	59120.000	4460.000
5.391	89.500	58350.000	4080.000
5.708	89.500	58940.000	4300.000
6.022	89.500	58390.000	4020.000
6.340	89.500	58530.000	4340.000
6.655	89.500	58710.000	4400.000
6.972	89.500	58370.000	4260.000
7.289	89.600	58270.000	4450.000
7.605	89.500	58700.000	4110.000
7.922	89.500	57620.000	3990.000
8.236	89.600	58400.000	4450.000
8.552	89.500	58570.000	4120.000
8.869	89.600	58180.000	4600.000
9.186	89.800	58890.000	4400.000
9.504	89.900	58370.000	4100.000
9.820	90.100	57520.000	4350.000
10.137	90.200	58110.000	4420.000
10.455	90.500	59990.000	4590.000
10.771	90.800	66290.000	6480.000
11.088	91.200	89480.000	6970.000
11.403	91.700	83800.000	6480.000
11.721	92.300	85630.000	7960.000
12.037	92.900	103040.000	9150.000
12.353	93.700	109190.000	9400.000
12.669	94.500	120470.000	10570.000
12.985	95.200	131580.000	10970.000
13.302	96.100	124110.000	9860.000
13.619	97.200	118930.000	9210.000
13.937	98.400	107980.000	9060.000
14.254	99.700	106870.000	8550.000
14.572	100.900	99140.000	7590.000
14.886	102.200	93550.000	7490.000
15.204	103.000	88920.000	7220.000
15.520	104.400	85560.000	6710.000
15.836	105.600	82300.000	5900.000
16.152	106.900	79320.000	6060.000
16.470	108.100	77060.000	5700.000
16.787	109.300	74450.000	5590.000
17.103	110.500	73780.000	5500.000
17.421	111.600	70880.000	5600.000
17.737	112.700	70690.000	5600.000
18.055	113.400	69070.000	5270.000
18.373	114.400	67800.000	5480.000
18.689	115.500	68350.000	5090.000
19.008	116.100	67230.000	5090.000
19.325	117.300	66830.000	5240.000
19.642	118.200	65900.000	5210.000
19.958	119.100	65810.000	5230.000
20.274	119.700	65950.000	5410.000
20.591	120.500	65190.000	5780.000
20.909	121.400	65130.000	5460.000
21.226	122.200	65470.000	5640.000
21.544	123.000	65150.000	5820.000
21.861	123.900	67230.000	6080.000
22.178	124.800	67460.000	6360.000
22.494	125.600	67530.000	6750.000
22.812	126.500	69080.000	6880.000
23.130	127.400	71350.000	7150.000
23.448	128.300	73250.000	7200.000
23.765	128.900	76240.000	7230.000
24.081	129.800	78550.000	7530.000
24.399	130.700	81090.000	7770.000
24.716	131.700	83220.000	7850.000
25.033	132.600	83300.000	8200.000
25.352	133.600	83170.000	7820.000
25.668	134.600	81930.000	7500.000
25.988	135.600	78970.000	7480.000
26.306	136.200	76670.000	7400.000
26.623	137.200	74590.000	7220.000
26.941	138.300	72680.000	6990.000
27.258	139.200	72470.000	7370.000
27.574	140.300	72680.000	7780.000
27.893	141.300	72710.000	7860.000
28.209	142.300	72960.000	8530.000
28.527	143.300	75150.000	8930.000
28.844	144.300	75860.000	9060.000
29.161	144.900	79850.000	9720.000
29.481	145.900	83300.000	10740.000
29.799	146.900	88330.000	11120.000
30.115	148.000	97390.000	12290.000
30.433	148.900	109110.000	13370.000
30.752	149.900	121770.000	14930.000
31.068	150.900	141710.000	16390.000
31.384	151.500	165450.000	19290.000
31.704	152.800	198890.000	21590.000
32.021	153.400	237140.000	25400.000
32.337	154.400	278830.000	29210.000
32.654	155.400	314100.000	30570.000
32.972	156.300	320100.000	29510.000
33.288	157.400	299430.000	24550.000
33.606	158.000	249420.000	19660.000
33.923	158.900	200760.000	16330.000
34.239	160.200	171720.000	14280.000
34.555	160.800	166540.000	14070.000
34.876	161.800	170940.000	15500.000
35.191	162.700	185260.000	16450.000
35.508	163.700	203870.000	18080.000
35.827	164.700	229700.000	21290.000
36.147	165.600	266040.000	25190.000
36.462	166.600	315080.000	29170.000
36.777	167.600	373350.000	34230.000
37.094	168.600	448940.000	40990.000
37.409	169.200	546300.000	50470.000
37.725	170.200	669670.000	60280.000
38.043	171.200	825650.000	74410.000
38.360	172.200	1012410.000	89120.000
38.677	173.100	1223410.000	109670.000
38.996	174.100	1489360.000	133460.000
39.311	175.100	1832170.000	161410.000
39.628	176.000	2038370.000	198230.000
39.943	177.000	2047000.000	238180.000
40.259	177.700	2047000.000	282320.000
40.578	178.600	2047000.000	332740.000
40.895	179.600	2047000.000	386150.000
41.211	180.600	2047000.000	439860.000
41.527	181.600	2047000.000	483820.000
41.843	182.500	2047000.000	526260.000
42.159	183.500	2047000.000	555720.000
42.475	184.200	2047000.000	573090.000
42.792	185.200	2047000.000	582470.000
43.108	186.100	2047000.000	573470.000
43.423	187.100	2047000.000	562990.000
43.738	188.100	2047000.000	528360.000
44.055	189.000	2047000.000	488510.000
44.371	189.700	2047000.000	427770.000
44.687	191.000	2047000.000	359170.000
45.005	191.600	2047000.000	288440.000
45.322	192.600	2047000.000	220300.000
45.639	193.600	2047000.000	163980.000
45.955	194.600	1778270.000	125550.000
46.272	195.600	1388470.000	102910.000
46.588	196.500	1164460.000	87670.000
46.906	197.200	1030280.000	77170.000
47.221	198.200	928060.000	72490.000
47.536	199.400	866720.000	65860.000
47.856	200.100	798660.000	62100.000
48.173	201.100	739750.000	57730.000
48.488	202.000	699170.000	53980.000
48.804	203.000	656600.000	52150.000
49.118	204.000	619200.000	49070.000
49.435	204.700	589380.000	45540.000
49.748	206.000	563220.000	44550.000
50.064	206.600	540920.000	43240.000
50.381	207.600	519970.000	41750.000
50.698	208.600	499440.000	40020.000
51.014	209.600	479120.000	37970.000
51.330	210.600	460720.000	37400.000
51.647	211.500	450140.000	35950.000
51.963	212.600	434320.000	34990.000
52.279	213.200	419080.000	34760.000
52.596	214.500	406740.000	32660.000
52.911	215.100	395620.000	32530.000
53.227	216.100	382240.000	30930.000
53.543	217.100	372670.000	30640.000
53.861	218.100	365160.000	30360.000
54.177	219.000	356160.000	29320.000
54.495	220.000	345800.000	28720.000
54.811	221.000	340960.000	27770.000
55.129	221.600	330930.000	27700.000
55.445	222.600	326120.000	27260.000
55.762	223.600	319000.000	26840.000
56.079	224.500	312350.000	26440.000
56.397	225.600	304400.000	25990.000
56.713	226.500	299460.000	25150.000
57.029	227.500	294740.000	24630.000
57.345	228.500	287230.000	24610.000
57.661	229.500	282900.000	23840.000
57.980	230.500	279240.000	23520.000
58.297	231.100	275490.000	23850.000
58.615	232.100	267770.000	23270.000
58.932	233.100	263580.000	22220.000
59.249	234.000	257680.000	22860.000
59.566	235.000	255640.000	22340.000
59.883	235.700	252130.000	22120.000
60.199	236.700	249490.000	21520.000
60.516	238.000	247380.000	21480.000
60.833	238.600	243010.000	21790.000
61.150	239.600	239260.000	21190.000
61.467	240.600	236260.000	20340.000
61.788	241.600	236170.000	20340.000
62.105	242.500	233220.000	19820.000
62.422	243.500	229960.000	20160.000
62.752	244.500	226480.000	19340.000
63.070	245.500	225400.000	18950.000
63.386	246.500	223140.000	19370.000
63.703	247.400	221640.000	18870.000
64.021	248.100	219600.000	18860.000
64.339	249.100	217670.000	18720.000
64.665	250.100	214950.000	18740.000
64.981	251.000	213670.000	19070.000
65.299	252.000	212760.000	18370.000
65.617	253.000	209990.000	17850.000
65.936	253.600	210360.000	18640.000
66.252	254.900	209610.000	18100.000
66.569	255.900	208840.000	18310.000
66.887	256.500	207000.000	17980.000
67.204	257.500	207530.000	17420.000
67.525	258.500	205910.000	17500.000
67.841	259.500	204790.000	17660.000
68.160	260.500	203780.000	17380.000
68.476	261.500	203120.000	17120.000
68.795	262.100	202330.000	17730.000
69.113	263.400	202760.000	17610.000
69.429	264.100	201150.000	17280.000
69.747	265.100	201850.000	16990.000
70.064	266.000	200280.000	16640.000
70.380	267.000	198460.000	17070.000
70.697	268.000	196940.000	17520.000
71.017	269.000	195100.000	16700.000
71.332	269.900	195870.000	17440.000
71.649	270.900	196060.000	16780.000
71.970	271.600	193270.000	16930.000
72.287	272.500	192300.000	16570.000
72.605	273.500	190610.000	16300.000
72.922	274.500	191150.000	16720.000
73.238	275.400	189790.000	16650.000
73.555	276.400	188240.000	16210.000
73.872	277.400	186160.000	15980.000
74.190	278.300	187140.000	15790.000
74.507	279.000	184290.000	16000.000
74.824	280.000	182020.000	15980.000
75.143	281.200	182380.000	15740.000
75.462	281.900	181110.000	15860.000
75.781	282.900	178720.000	15630.000
76.098	283.800	178660.000	14990.000
76.414	284.800	175160.000	15140.000
76.731	285.800	174770.000	15760.000
77.047	286.800	173140.000	15090.000
77.363	287.800	171200.000	14800.000
77.678	288.400	169480.000	14760.000
77.994	289.400	167680.000	14560.000
78.309	290.400	165240.000	14130.000
78.626	291.400	162980.000	14490.000
78.945	292.400	163580.000	14280.000
79.264	293.400	161690.000	13530.000
79.581	294.300	160230.000	14240.000
79.897	295.000	157790.000	13360.000
80.213	296.000	157110.000	13720.000
80.528	297.000	154760.000	13370.000
80.843	297.900	154990.000	13440.000
81.164	298.900	153040.000	13550.000
81.481	299.900	150590.000	12800.000
81.798	300.900	147990.000	12820.000
82.114	301.900	147360.000	12640.000
82.430	302.900	146740.000	12600.000
82.746	303.900	145130.000	12760.000
83.062	304.500	144030.000	12750.000
83.379	305.500	143210.000	12310.000
83.694	306.500	142960.000	12590.000
84.013	307.500	139170.000	12110.000
84.328	308.400	137780.000	12040.000
84.643	309.400	137440.000	11850.000
84.958	310.100	135900.000	11780.000
85.273	311.000	135260.000	11470.000
85.591	312.300	134520.000	11230.000
85.905	313.000	133190.000	11780.000
86.221	313.900	132020.000	11350.000
86.537	314.900	130820.000	11000.000
86.854	315.900	129250.000	11370.000
87.170	316.900	129300.000	11390.000
87.484	317.800	128760.000	10890.000
87.802	318.500	127390.000	11390.000
88.117	319.500	126680.000	10820.000
88.433	320.400	125680.000	10740.000
88.750	321.400	124560.000	10950.000
89.066	322.400	124230.000	10990.000
89.384	323.400	122640.000	11020.000
89.700	324.000	123240.000	10620.000
90.016	325.300	122960.000	10520.000
90.332	326.300	121910.000	10980.000
90.648	326.900	122010.000	10540.000
90.965	327.900	120280.000	10520.000
91.281	328.900	120070.000	10400.000
91.596	329.900	119280.000	10570.000
91.913	330.900	118780.000	10300.000
92.231	331.900	118360.000	10220.000
92.545	332.800	119410.000	10420.000
92.860	333.500	117750.000	10060.000
93.177	334.500	117910.000	9930.000
93.493	335.500	116700.000	10180.000
93.808	336.500	115930.000	10210.000
94.127	337.400	116710.000	10040.000
94.442	338.400	116030.000	10210.000
