Mon, Jun 05, 2017	1:46 PM
 Notes: AA _0 L
 waiting time: 50.000
 time(ms)	 temp (K)	 MS1=1.538	 MS2=13.681	 MS3=17.903	 MS4=28.270	 MS5=29.393	 MS6=44.784	 MS7=61.297	 MS8=65.626
0.000	94.300	242300.000	4940.000	82240.000	70710.000	270.000	10650.000
0.948	94.000	244570.000	4960.000	82640.000	71570.000	290.000	10800.000
1.895	93.800	245490.000	5240.000	83030.000	71470.000	280.000	10790.000
2.893	93.600	246710.000	5080.000	82900.000	71220.000	280.000	11140.000
3.868	93.400	245300.000	5280.000	83910.000	71880.000	450.000	13340.000
4.860	93.300	242900.000	5270.000	83330.000	79950.000	720.000	16220.000
5.815	93.100	250730.000	5250.000	84640.000	80880.000	630.000	18140.000
6.792	92.900	257850.000	5140.000	84650.000	83030.000	760.000	13080.000
7.760	92.700	252830.000	5280.000	83940.000	73560.000	520.000	11050.000
8.729	92.500	245450.000	5510.000	84220.000	72780.000	250.000	11490.000
9.703	92.500	250510.000	5250.000	84330.000	73630.000	550.000	11200.000
10.656	92.200	245820.000	5310.000	84550.000	72050.000	430.000	11650.000
11.609	92.200	247240.000	5390.000	85420.000	72810.000	670.000	11340.000
12.563	92.000	243890.000	5360.000	86680.000	72790.000	450.000	11630.000
13.539	91.800	246440.000	5340.000	84510.000	72010.000	520.000	12170.000
14.523	91.600	245210.000	5440.000	86010.000	72590.000	540.000	11600.000
15.477	91.500	247800.000	5150.000	86480.000	72820.000	270.000	11420.000
16.443	91.400	248850.000	5980.000	88390.000	73510.000	500.000	11530.000
17.398	91.300	243700.000	5840.000	88160.000	73610.000	800.000	11680.000
18.366	91.800	249910.000	6010.000	87800.000	77690.000	920.000	11940.000
19.339	92.700	251280.000	6170.000	91660.000	82390.000	860.000	12210.000
20.308	94.500	251520.000	6390.000	91240.000	84950.000	680.000	11940.000
21.289	96.800	254070.000	6780.000	92450.000	87260.000	490.000	11680.000
22.272	99.500	257760.000	6490.000	92380.000	88670.000	1040.000	11930.000
23.241	102.500	258140.000	6920.000	92050.000	89790.000	890.000	12320.000
24.226	105.400	259340.000	6790.000	90980.000	88780.000	960.000	12070.000
25.193	108.000	259270.000	6800.000	91610.000	88080.000	790.000	12360.000
26.150	110.900	262860.000	6900.000	91440.000	88250.000	750.000	12350.000
27.140	113.700	255670.000	6710.000	91860.000	86100.000	840.000	12400.000
28.145	116.500	254120.000	6840.000	93010.000	86070.000	870.000	12560.000
29.141	119.400	251430.000	6480.000	92750.000	84830.000	820.000	12420.000
30.090	122.200	249700.000	6630.000	92450.000	84970.000	880.000	12510.000
31.041	124.700	249820.000	6610.000	93280.000	83540.000	560.000	12740.000
31.990	127.600	244440.000	6510.000	93160.000	84830.000	820.000	12910.000
32.958	130.500	250270.000	6300.000	93020.000	84960.000	390.000	12440.000
33.909	133.000	250610.000	6590.000	94150.000	85270.000	1000.000	12980.000
34.860	135.900	249420.000	6500.000	92580.000	86790.000	790.000	12580.000
35.829	138.700	247760.000	6780.000	96350.000	89700.000	820.000	12530.000
36.802	141.300	253990.000	6720.000	94700.000	96520.000	990.000	12790.000
37.788	144.500	255080.000	7210.000	94760.000	104550.000	920.000	13180.000
38.761	147.400	253850.000	7800.000	95300.000	111590.000	1090.000	12930.000
39.712	150.000	258290.000	8050.000	96410.000	113460.000	980.000	13230.000
40.685	152.900	263330.000	7770.000	94620.000	105380.000	1110.000	13010.000
41.650	155.700	257910.000	7530.000	95410.000	93890.000	830.000	12930.000
42.604	158.600	254580.000	6830.000	95820.000	87280.000	1010.000	12980.000
43.557	161.200	256590.000	6910.000	95570.000	85950.000	920.000	13230.000
44.509	164.100	257750.000	6640.000	96660.000	84730.000	840.000	12720.000
45.463	167.100	250300.000	7230.000	95660.000	83930.000	800.000	12470.000
46.415	169.700	246380.000	6540.000	97420.000	82580.000	840.000	13030.000
47.368	172.500	250870.000	7000.000	96610.000	83570.000	900.000	13660.000
48.347	175.400	251810.000	6770.000	96400.000	82780.000	980.000	13400.000
49.339	178.000	251560.000	6750.000	97070.000	83080.000	770.000	13640.000
50.319	181.000	255020.000	6900.000	97020.000	82220.000	800.000	13450.000
51.272	183.500	254740.000	6390.000	97310.000	83360.000	660.000	13300.000
52.246	186.800	253930.000	6670.000	97970.000	81660.000	930.000	13380.000
53.201	189.700	256600.000	6610.000	97850.000	82020.000	920.000	13460.000
54.156	192.300	252760.000	6360.000	98640.000	82510.000	800.000	13690.000
55.141	195.600	256270.000	6580.000	98170.000	81960.000	910.000	13340.000
56.095	198.200	254860.000	6920.000	98470.000	82030.000	850.000	13580.000
57.049	201.000	252690.000	6790.000	97650.000	81860.000	960.000	13860.000
58.029	204.000	256340.000	6780.000	97220.000	82030.000	880.000	13920.000
58.982	206.900	256370.000	6780.000	99160.000	82400.000	780.000	13460.000
59.960	209.500	253070.000	6700.000	98440.000	83000.000	700.000	13940.000
60.943	212.500	253480.000	7050.000	99400.000	82790.000	960.000	13970.000
61.901	215.400	257880.000	6950.000	100210.000	82360.000	770.000	13720.000
62.907	218.300	255440.000	6610.000	99940.000	82610.000	750.000	14110.000
63.876	221.200	254850.000	6550.000	99710.000	82780.000	730.000	13910.000
64.838	224.200	258840.000	7080.000	100210.000	84090.000	850.000	14410.000
65.792	226.700	256930.000	6860.000	101350.000	82870.000	630.000	13900.000
66.745	229.700	256830.000	6530.000	100970.000	82060.000	770.000	14160.000
67.696	232.600	255930.000	7050.000	101660.000	83000.000	940.000	14270.000
68.646	235.200	252290.000	7150.000	101780.000	83480.000	890.000	14020.000
69.595	238.100	253710.000	6850.000	102490.000	81880.000	820.000	14500.000
70.545	241.000	254710.000	6730.000	102500.000	83430.000	940.000	14000.000
71.497	243.600	256020.000	6950.000	102700.000	82590.000	950.000	13940.000
72.446	246.500	257820.000	6810.000	103440.000	83510.000	780.000	14370.000
73.419	249.500	259260.000	7150.000	103870.000	82170.000	750.000	14120.000
74.371	252.200	259750.000	7040.000	103740.000	83030.000	790.000	14090.000
75.323	255.100	259450.000	7000.000	104200.000	83460.000	840.000	14310.000
76.273	258.000	259450.000	6770.000	104330.000	83230.000	820.000	14200.000
77.238	260.600	265550.000	7080.000	104490.000	83150.000	920.000	14360.000
78.187	263.600	266310.000	7010.000	105040.000	82720.000	740.000	14440.000
79.140	266.500	271210.000	7270.000	103620.000	82790.000	900.000	14430.000
80.120	269.400	281000.000	7340.000	103410.000	84210.000	790.000	14600.000
81.072	272.000	293750.000	7410.000	104780.000	83840.000	730.000	14820.000
82.024	274.900	304310.000	6900.000	103820.000	84310.000	880.000	14270.000
82.979	277.800	322370.000	6750.000	103720.000	84890.000	920.000	14400.000
83.930	280.400	343430.000	7020.000	103440.000	84090.000	840.000	14320.000
84.898	283.400	365340.000	7220.000	103700.000	84020.000	1020.000	14980.000
85.851	286.300	394850.000	7270.000	104070.000	85700.000	870.000	14530.000
86.803	288.900	419240.000	7130.000	102030.000	83490.000	1020.000	14810.000
87.758	291.900	446390.000	7080.000	104380.000	83910.000	980.000	14850.000
88.713	294.800	462310.000	6730.000	104000.000	84500.000	770.000	14530.000
89.668	297.400	471640.000	7180.000	105480.000	84600.000	1000.000	14850.000
90.665	300.400	480650.000	7230.000	105610.000	84620.000	920.000	14570.000
91.618	303.300	481900.000	7600.000	105560.000	83310.000	740.000	14860.000
92.573	306.200	468280.000	7540.000	106680.000	83530.000	930.000	14530.000
93.526	309.100	463600.000	6840.000	105320.000	83480.000	970.000	14470.000
94.481	311.800	452220.000	6920.000	106000.000	84130.000	960.000	14990.000
95.435	314.400	435680.000	6830.000	105090.000	83480.000	1010.000	14830.000
96.390	317.300	417350.000	6880.000	105700.000	83840.000	1020.000	14780.000
97.345	320.200	399770.000	6970.000	106470.000	82850.000	650.000	14530.000
98.301	323.100	382020.000	7160.000	106240.000	83580.000	880.000	14800.000
99.254	326.100	367840.000	7840.000	106070.000	82670.000	890.000	14840.000
100.204	328.700	353710.000	7190.000	107210.000	83060.000	880.000	15130.000
101.177	331.600	344980.000	7060.000	105840.000	83680.000	840.000	15060.000
102.172	334.600	333810.000	7130.000	106270.000	84860.000	1030.000	15300.000
103.139	337.500	329290.000	7270.000	105470.000	84770.000	740.000	14980.000
104.103	340.400	320040.000	7050.000	106850.000	82970.000	940.000	14830.000
105.060	343.100	313140.000	7550.000	107060.000	85010.000	980.000	14690.000
106.013	346.000	302140.000	7080.000	107290.000	82880.000	900.000	15390.000
106.980	348.900	297140.000	7290.000	106830.000	84230.000	930.000	15690.000
107.956	351.800	298680.000	7260.000	107050.000	84840.000	770.000	14680.000
108.928	354.800	289960.000	6910.000	106220.000	84560.000	890.000	15790.000
109.971	357.800	286540.000	6670.000	106950.000	83990.000	760.000	15350.000
111.129	361.400	284790.000	7140.000	107500.000	84570.000	660.000	15130.000
112.164	364.300	289020.000	7320.000	106850.000	86160.000	970.000	15200.000
113.230	367.200	286210.000	7430.000	106210.000	85420.000	760.000	15460.000
114.182	370.200	288350.000	7390.000	108320.000	84680.000	1010.000	15200.000
115.138	373.100	282640.000	6600.000	107800.000	85210.000	790.000	15950.000
116.248	376.400	281770.000	7330.000	108630.000	86360.000	970.000	15570.000
117.202	379.400	287660.000	7810.000	108790.000	87340.000	950.000	15930.000
118.155	382.000	286970.000	7610.000	108850.000	87440.000	760.000	15990.000
119.110	385.000	284860.000	7260.000	109250.000	86030.000	990.000	16060.000
120.063	387.900	285810.000	7280.000	108780.000	86830.000	960.000	15520.000
121.016	390.400	290690.000	7110.000	108850.000	88250.000	920.000	15840.000
122.001	393.400	286740.000	7460.000	109320.000	87590.000	850.000	15220.000
122.952	396.300	288090.000	7610.000	108550.000	88970.000	720.000	15490.000
123.907	399.300	281360.000	7400.000	108040.000	88300.000	900.000	15410.000
124.859	401.900	281180.000	6860.000	110010.000	89740.000	990.000	15100.000
125.814	404.700	280590.000	7320.000	109810.000	91630.000	740.000	16150.000
126.786	407.500	284140.000	7280.000	108690.000	92620.000	870.000	15710.000
127.739	410.500	283040.000	7430.000	109930.000	94020.000	1100.000	15920.000
128.695	413.100	280130.000	6620.000	109340.000	94520.000	870.000	15810.000
129.652	416.000	279330.000	7050.000	109310.000	98130.000	1010.000	16090.000
130.604	418.700	277760.000	7220.000	109600.000	99680.000	1100.000	16120.000
131.558	421.600	275930.000	7200.000	109800.000	99770.000	1060.000	15520.000
132.512	424.500	275430.000	7050.000	110740.000	102260.000	1130.000	16410.000
133.468	427.400	276950.000	6600.000	110260.000	103530.000	1010.000	15810.000
134.421	430.000	280530.000	7000.000	110870.000	105530.000	1080.000	15390.000
135.379	433.000	277490.000	6710.000	111890.000	103330.000	970.000	15490.000
136.343	435.600	281680.000	7010.000	110520.000	102090.000	920.000	16110.000
137.301	438.500	280460.000	7110.000	109940.000	100290.000	920.000	16060.000
138.255	441.400	281410.000	7440.000	110870.000	96050.000	910.000	16650.000
139.209	444.300	278650.000	6890.000	110780.000	93710.000	990.000	16090.000
140.164	446.300	274990.000	6810.000	111260.000	92250.000	980.000	16550.000
141.117	446.300	276270.000	7280.000	111950.000	90690.000	800.000	16580.000
142.069	446.300	275760.000	7270.000	110920.000	88820.000	1120.000	16230.000
143.023	446.300	273850.000	7400.000	110910.000	89020.000	590.000	16390.000
143.976	446.300	271800.000	7260.000	111380.000	87550.000	940.000	16070.000
144.930	0.000	271340.000	7490.000	110790.000	88110.000	820.000	16760.000
145.885	0.000	263300.000	7200.000	112380.000	87790.000	990.000	15940.000
146.837	0.000	270000.000	7160.000	111990.000	87300.000	770.000	16320.000
147.790	0.000	269650.000	6490.000	113610.000	86960.000	770.000	16460.000
148.743	0.000	267540.000	7260.000	112840.000	87260.000	830.000	16810.000
149.694	0.000	267460.000	7300.000	112420.000	87450.000	830.000	16840.000
150.642	0.000	271760.000	6890.000	112780.000	88610.000	910.000	16240.000
151.594	0.000	269910.000	7130.000	113410.000	88770.000	930.000	16670.000
152.542	0.000	262670.000	7220.000	114640.000	87300.000	1000.000	16750.000
153.580	0.000	266930.000	7380.000	114110.000	87640.000	730.000	16230.000
154.528	0.000	269510.000	7380.000	113110.000	88360.000	910.000	16520.000
155.477	0.000	271380.000	7340.000	114250.000	88600.000	910.000	16640.000
156.426	0.000	274190.000	7110.000	113170.000	89720.000	900.000	16950.000
157.376	0.000	272760.000	7170.000	113950.000	88220.000	650.000	17300.000
158.324	0.000	268940.000	7060.000	113540.000	88530.000	850.000	16660.000
159.705	0.000	269350.000	7260.000	113680.000	88860.000	670.000	16570.000
160.688	0.000	269910.000	7390.000	114150.000	87420.000	880.000	17050.000
161.653	0.000	264360.000	7620.000	113150.000	88620.000	1000.000	16490.000
162.736	0.000	266290.000	6570.000	115200.000	88680.000	930.000	16630.000
163.689	0.000	264310.000	7110.000	113750.000	88820.000	970.000	16870.000
165.269	0.000	267030.000	7160.000	113900.000	87530.000	900.000	16900.000
166.225	0.000	264440.000	7290.000	114690.000	88870.000	950.000	17480.000
167.199	0.000	265670.000	7010.000	113950.000	86950.000	940.000	17000.000
168.192	0.000	266310.000	6920.000	114780.000	87360.000	930.000	17400.000
169.146	0.000	266720.000	7220.000	114370.000	88490.000	860.000	17510.000
170.099	0.000	269020.000	7280.000	115900.000	88440.000	920.000	17170.000
171.054	0.000	270850.000	7390.000	116300.000	89590.000	950.000	17220.000
172.009	0.000	271160.000	7270.000	115880.000	87490.000	830.000	16960.000
172.989	0.000	268980.000	7140.000	116090.000	88980.000	880.000	17020.000
173.943	0.000	269920.000	7720.000	116390.000	90190.000	930.000	17580.000
174.901	0.000	273300.000	7230.000	116270.000	88480.000	990.000	17280.000
175.874	0.000	265080.000	7140.000	115870.000	87320.000	800.000	17050.000
176.849	0.000	264700.000	7440.000	115900.000	88620.000	1030.000	17320.000
177.805	0.000	266510.000	6890.000	117780.000	88190.000	920.000	17060.000
178.760	0.000	270030.000	7110.000	117510.000	88360.000	820.000	17230.000
179.716	0.000	264700.000	6850.000	118010.000	88000.000	1060.000	16940.000
180.673	0.000	268020.000	7320.000	115350.000	89280.000	1010.000	17820.000
181.628	0.000	275000.000	6760.000	118490.000	88880.000	1070.000	17610.000
182.583	0.000	268700.000	7050.000	115510.000	87790.000	880.000	17850.000
183.538	0.000	268260.000	7340.000	117110.000	89880.000	890.000	17720.000
184.490	0.000	271000.000	7500.000	118770.000	89400.000	970.000	17730.000
185.445	0.000	272110.000	7110.000	118700.000	87950.000	790.000	17470.000
186.396	0.000	268270.000	7190.000	117380.000	88940.000	1000.000	17590.000
187.348	0.000	268160.000	7060.000	118320.000	88430.000	1010.000	17900.000
188.298	0.000	266770.000	7400.000	118090.000	88250.000	1070.000	17580.000
189.252	0.000	263630.000	7550.000	119330.000	88560.000	840.000	18280.000
190.205	0.000	262300.000	7350.000	119590.000	87920.000	870.000	17840.000
191.205	0.000	266250.000	7780.000	118410.000	88410.000	600.000	18610.000
192.157	0.000	263020.000	7360.000	119970.000	87890.000	900.000	17840.000
193.108	0.000	262990.000	7350.000	118600.000	89370.000	1000.000	18600.000
194.059	0.000	265980.000	6800.000	119950.000	88980.000	820.000	18130.000
195.010	0.000	263890.000	7290.000	120270.000	89480.000	870.000	18550.000
195.994	0.000	265530.000	7700.000	120090.000	88860.000	1040.000	18650.000
196.947	0.000	265990.000	7360.000	119890.000	89140.000	860.000	18570.000
197.896	0.000	265060.000	7090.000	119680.000	89100.000	1030.000	18530.000
198.851	0.000	264440.000	7130.000	121080.000	88750.000	1080.000	18270.000
199.802	0.000	261230.000	6930.000	120600.000	88060.000	920.000	18080.000
200.791	0.000	262190.000	7540.000	121630.000	88920.000	930.000	18350.000
201.744	0.000	264430.000	7440.000	120190.000	90280.000	1030.000	18650.000
202.698	0.000	268220.000	7140.000	120650.000	88960.000	1050.000	18230.000
203.649	0.000	268070.000	7410.000	120240.000	90140.000	1000.000	18250.000
204.601	0.000	270600.000	7320.000	121470.000	91150.000	1010.000	18560.000
205.556	0.000	273170.000	7230.000	120340.000	90380.000	940.000	18620.000
206.511	0.000	275380.000	7480.000	122690.000	90480.000	870.000	19330.000
207.463	0.000	272830.000	7770.000	121970.000	91760.000	980.000	18550.000
208.419	0.000	271760.000	7380.000	121320.000	90630.000	1000.000	18610.000
209.373	0.000	269990.000	7390.000	121740.000	90520.000	970.000	19260.000
210.329	0.000	270930.000	6970.000	121680.000	90180.000	950.000	18620.000
211.305	0.000	267130.000	7270.000	122390.000	90450.000	1040.000	18800.000
212.260	0.000	267910.000	7110.000	121760.000	90180.000	940.000	18600.000
213.213	0.000	269360.000	7420.000	124160.000	91280.000	960.000	20130.000
214.168	0.000	272630.000	7430.000	121900.000	91600.000	1030.000	19650.000
215.123	0.000	270870.000	7200.000	123250.000	91560.000	840.000	19130.000
216.078	0.000	268510.000	7280.000	122870.000	91120.000	1160.000	19300.000
217.034	0.000	271860.000	7130.000	121990.000	91070.000	1090.000	18470.000
217.989	0.000	270940.000	7210.000	123730.000	92160.000	1110.000	19060.000
218.943	0.000	269380.000	7320.000	123690.000	91970.000	1100.000	19660.000
219.900	0.000	269850.000	7660.000	125250.000	92070.000	900.000	19240.000
220.851	0.000	269130.000	6940.000	123910.000	93090.000	1050.000	19660.000
221.807	0.000	271850.000	7620.000	125240.000	93920.000	1040.000	19460.000
222.761	0.000	275300.000	7350.000	124800.000	93930.000	1170.000	19440.000
223.714	0.000	273160.000	7510.000	124480.000	94380.000	1060.000	19600.000
224.717	0.000	270870.000	7390.000	125150.000	93680.000	1100.000	20120.000
225.670	0.000	272860.000	7540.000	125880.000	94820.000	1130.000	19760.000
226.623	0.000	276910.000	7630.000	124670.000	93560.000	1080.000	19420.000
227.575	0.000	277400.000	7340.000	125520.000	95590.000	1050.000	19900.000
228.529	0.000	275860.000	7230.000	125080.000	93670.000	1010.000	20140.000
229.484	0.000	270600.000	7570.000	124710.000	94280.000	890.000	20080.000
230.453	0.000	274640.000	7640.000	125100.000	95780.000	1000.000	19490.000
231.404	0.000	274080.000	7530.000	126080.000	94290.000	1050.000	20040.000
232.354	0.000	269650.000	7980.000	126990.000	94940.000	1070.000	19480.000
233.315	0.000	268210.000	7440.000	126000.000	95090.000	1200.000	19690.000
234.267	0.000	270790.000	7500.000	126260.000	97330.000	1170.000	20050.000
235.223	0.000	275660.000	6830.000	126170.000	97280.000	1210.000	20410.000
236.231	0.000	270140.000	7050.000	126040.000	97010.000	1190.000	19610.000
237.186	0.000	270990.000	7040.000	127090.000	98210.000	1080.000	20080.000
238.138	0.000	272250.000	7670.000	127180.000	98720.000	1130.000	19860.000
239.090	0.000	272660.000	7620.000	127160.000	98560.000	1170.000	20210.000
240.041	0.000	265570.000	7300.000	126530.000	98020.000	1060.000	20250.000
240.995	0.000	267100.000	7180.000	125580.000	98480.000	1010.000	19300.000
241.950	0.000	267720.000	7460.000	126010.000	99630.000	1400.000	20270.000
242.903	0.000	267320.000	7670.000	127290.000	100320.000	1160.000	20270.000
243.854	0.000	267490.000	7700.000	126810.000	101280.000	1130.000	19630.000
244.809	0.000	265570.000	7520.000	128950.000	101090.000	1300.000	20530.000
245.767	0.000	268320.000	7560.000	126630.000	102170.000	1120.000	20630.000
