Mon, Jul 24, 2017	11:47 AM
 Notes: HOAc_3.5E-09_15 s_724
 waiting time: 50.000
 time(ms)	 temp (K)	 MS1=1.538	 MS2=17.903	 MS3=28.250	 MS4=44.784	 MS5=61.297	 MS6=31.397	 MS7=68.640	 MS8=90.000
0.000	94.700	562510.000	98730.000	102600.000	31470.000	9930.000
0.790	94.800	543330.000	99740.000	103890.000	31850.000	10500.000
1.577	94.800	542960.000	101480.000	106190.000	32610.000	10590.000
2.364	94.700	541850.000	100490.000	106130.000	32980.000	10510.000
3.173	94.700	542120.000	102540.000	105670.000	32850.000	10510.000
3.962	94.700	540710.000	103800.000	105890.000	33340.000	10630.000
4.751	94.700	545560.000	104210.000	105890.000	33360.000	10550.000
5.540	94.700	543930.000	103180.000	106970.000	33030.000	10330.000
6.330	94.700	547720.000	104390.000	106350.000	33520.000	10460.000
7.118	94.700	547210.000	105900.000	109610.000	34000.000	10190.000
7.910	94.800	543740.000	105470.000	121750.000	34800.000	10600.000
8.699	95.100	545950.000	114860.000	136470.000	35240.000	11900.000
9.487	95.700	559290.000	118740.000	133500.000	35330.000	12050.000
10.275	96.600	575930.000	113820.000	135840.000	35290.000	11250.000
11.064	97.900	576140.000	111930.000	157910.000	37290.000	11260.000
11.854	99.600	575290.000	111510.000	173640.000	38420.000	10660.000
12.646	101.700	581230.000	111340.000	179140.000	37270.000	10810.000
13.436	104.000	596120.000	112950.000	183710.000	37790.000	10990.000
14.226	106.600	590440.000	117130.000	186390.000	37050.000	10770.000
15.018	109.600	589190.000	117570.000	187960.000	37050.000	10630.000
15.809	112.300	598720.000	117330.000	184630.000	36700.000	10950.000
16.601	115.000	586830.000	116240.000	180980.000	36430.000	11180.000
17.390	117.700	589200.000	115350.000	176940.000	35550.000	11160.000
18.180	120.500	584310.000	115640.000	171920.000	36610.000	10820.000
18.970	123.000	570370.000	116970.000	169890.000	35890.000	10550.000
19.759	125.300	570670.000	116330.000	163600.000	36930.000	10200.000
20.551	127.600	565780.000	117300.000	162070.000	36700.000	10590.000
21.341	129.800	569860.000	115500.000	158130.000	37180.000	10400.000
22.131	132.300	566740.000	117520.000	157320.000	37790.000	10140.000
22.932	134.400	568490.000	116740.000	154250.000	36800.000	10630.000
23.725	136.500	557120.000	118360.000	152100.000	36810.000	10470.000
24.514	138.700	557400.000	119810.000	150870.000	37760.000	11150.000
25.307	140.900	562930.000	120260.000	150370.000	38080.000	10850.000
26.100	143.100	559200.000	121740.000	150520.000	37830.000	10880.000
26.892	145.700	559700.000	121740.000	149160.000	38580.000	11680.000
27.683	147.900	558750.000	123010.000	147980.000	39240.000	12630.000
28.474	150.200	556250.000	124980.000	148710.000	39050.000	13940.000
29.267	152.400	552210.000	125760.000	146960.000	39260.000	15950.000
30.061	154.700	556090.000	129010.000	149210.000	40650.000	18490.000
30.852	157.000	558490.000	130150.000	148850.000	41570.000	20930.000
31.642	159.600	563760.000	133230.000	148970.000	42460.000	22270.000
32.432	161.900	570390.000	133880.000	147950.000	41930.000	19170.000
33.222	164.100	565350.000	134190.000	145050.000	41340.000	15040.000
34.012	166.700	562240.000	134110.000	143160.000	41070.000	14030.000
34.801	169.000	557440.000	133090.000	141700.000	40790.000	13510.000
35.593	171.300	552440.000	134710.000	141260.000	41040.000	13240.000
36.380	173.500	558450.000	135040.000	139160.000	41040.000	12790.000
37.167	175.800	550400.000	135720.000	138440.000	41760.000	13070.000
37.953	178.000	550580.000	136870.000	139760.000	41560.000	12420.000
38.740	180.400	552850.000	138510.000	138650.000	42410.000	12520.000
39.536	182.900	553920.000	140600.000	138360.000	41750.000	12380.000
40.327	185.200	547670.000	140770.000	136300.000	42020.000	12610.000
41.116	187.400	551610.000	142920.000	137610.000	41710.000	12380.000
41.908	189.700	556550.000	145090.000	138680.000	42710.000	12570.000
42.696	192.000	565870.000	145420.000	136840.000	42420.000	12650.000
43.483	194.600	566890.000	147190.000	137990.000	42610.000	12320.000
44.274	196.900	573550.000	148620.000	137830.000	42720.000	12780.000
45.063	199.200	568330.000	147000.000	136970.000	43240.000	12660.000
45.853	201.400	576960.000	147940.000	138090.000	43260.000	12510.000
46.643	203.800	585720.000	149090.000	138500.000	43200.000	12560.000
47.433	206.000	587730.000	149580.000	136870.000	43520.000	12780.000
48.222	208.600	594320.000	150560.000	136360.000	43140.000	13180.000
49.011	210.900	617300.000	151080.000	136360.000	43660.000	13020.000
49.799	213.200	631250.000	152780.000	136280.000	43150.000	12640.000
50.589	215.400	647970.000	153920.000	135310.000	44130.000	12840.000
51.379	217.700	670190.000	152900.000	136970.000	44680.000	13070.000
52.170	220.300	696550.000	155880.000	137370.000	44030.000	13250.000
52.958	222.600	729000.000	156300.000	137540.000	44790.000	12580.000
53.750	224.800	764770.000	155270.000	138450.000	44540.000	12680.000
54.540	227.100	790760.000	158830.000	137960.000	44380.000	13140.000
55.333	229.400	825130.000	156600.000	138490.000	45490.000	12580.000
56.124	232.000	866300.000	159650.000	137170.000	45760.000	13020.000
56.917	234.000	899690.000	160330.000	135510.000	45720.000	12350.000
57.704	236.600	935700.000	161920.000	138290.000	45660.000	12180.000
58.497	238.800	983010.000	160280.000	135790.000	45230.000	12240.000
59.292	241.100	1018450.000	162180.000	136840.000	45720.000	11820.000
60.083	243.700	1053010.000	162500.000	137600.000	46690.000	12070.000
60.877	246.000	1094750.000	162140.000	136260.000	46320.000	11550.000
61.668	248.300	1144590.000	163120.000	136890.000	46400.000	11240.000
62.459	250.600	1174620.000	163900.000	136600.000	46930.000	11220.000
