Wed, Oct 11, 2017	12:24 PM
 Notes: GUA_5.2e-10_30s_0.005L_101117
 waiting time: 50.000
 time(s)	 temp (K)	 MS1=2.071	 MS2=27.907	 MS3=78.871	 MS4=125.586	 MS5=42.078	 MS6=78.871	 MS7=109.505	 MS8=125.586
0.000	99.300	2917.441	5808.173	44.223	33.480
2.880	99.300	1638.490	5798.682	43.346	33.495
3.745	99.300	1648.045	5801.038	43.445	32.861
4.611	99.300	1675.434	5748.236	43.656	33.005
5.487	99.300	1675.477	5812.882	44.093	33.666
6.391	99.300	1630.882	5761.306	42.761	32.847
7.285	99.300	1654.569	5828.031	43.465	33.632
8.159	99.300	1673.649	5751.257	43.416	33.464
9.022	99.400	1683.290	5709.477	43.793	33.298
9.889	99.400	1650.785	5660.429	43.322	33.201
10.753	99.400	1639.208	5755.418	42.545	32.077
11.619	99.400	1660.041	5775.026	43.042	32.967
12.494	99.500	1676.420	5872.238	44.499	33.557
13.360	99.700	1650.291	6285.333	47.391	34.793
14.236	100.100	1661.394	7370.755	55.600	37.720
15.112	101.000	1697.716	7679.828	56.957	38.450
15.976	102.500	1697.481	7439.718	55.849	38.298
16.894	104.900	1677.800	7826.375	57.664	38.759
17.760	107.300	1703.688	7982.247	60.171	39.731
18.626	110.600	1724.011	7778.306	57.745	38.847
19.527	114.300	1730.897	7466.181	55.690	38.497
20.387	118.000	1680.983	7283.402	54.381	38.182
21.248	121.800	1681.256	7166.415	53.822	37.445
22.111	125.400	1727.514	6988.435	52.300	36.432
22.977	129.000	1743.444	6903.277	50.539	35.867
23.843	132.500	1695.347	6895.410	51.314	37.040
24.706	135.900	1677.468	6771.229	50.132	36.211
25.573	138.900	1683.552	6660.517	50.314	36.518
26.471	142.600	1717.499	6633.160	50.203	36.168
27.334	145.500	1639.662	6585.568	49.850	36.202
28.199	148.700	1667.025	6374.008	47.969	34.917
29.063	151.800	1690.462	6363.967	47.420	35.266
29.956	154.900	1690.855	6378.942	48.498	35.713
30.823	158.000	1659.498	6391.954	47.778	35.699
31.685	161.000	1675.948	6250.862	46.348	34.805
32.552	163.900	1687.828	6272.314	47.064	34.908
33.420	166.800	1651.827	6211.712	46.939	34.937
34.285	169.700	1641.380	6111.852	46.304	34.440
35.151	172.600	1671.992	6067.397	46.423	34.471
36.018	175.000	1674.378	6109.658	46.661	35.205
36.882	177.800	1649.742	6176.084	46.613	35.445
37.747	180.600	1649.355	6167.633	45.819	36.637
38.613	183.300	1670.884	6124.821	45.103	37.647
39.477	186.100	1646.932	6133.704	45.092	40.281
40.343	188.800	1660.330	6083.351	45.281	44.840
41.207	191.500	1643.371	6122.673	46.838	48.079
42.125	194.200	1712.550	6086.770	45.888	48.672
42.992	196.900	1704.667	6065.750	45.742	49.611
43.859	199.600	1700.239	6096.175	45.710	49.352
44.718	202.300	1729.789	6039.270	46.100	51.785
45.581	204.600	1755.988	6038.134	46.088	54.722
46.446	207.300	1761.863	6077.458	45.862	58.098
47.309	209.900	1785.968	6078.786	46.258	62.396
48.175	212.600	1841.110	6006.468	46.026	69.072
49.041	215.300	1858.771	5967.263	45.225	74.802
49.906	217.900	1851.813	6002.234	46.266	81.229
50.793	220.600	1888.743	6044.229	46.757	87.609
51.677	223.200	1946.083	6003.698	46.916	96.136
52.542	225.900	1987.966	5988.714	46.938	100.782
53.407	228.500	1980.543	6032.844	47.284	101.006
54.272	230.800	1999.469	6022.566	46.737	94.875
55.160	233.500	2014.651	5932.400	45.708	82.687
56.025	236.100	2024.900	5979.588	46.022	75.681
56.924	238.700	1988.688	6004.476	46.181	67.740
57.785	241.400	1990.065	5992.546	45.932	62.686
58.651	244.000	2009.014	5926.456	45.536	57.589
59.517	246.700	1999.994	5957.236	45.412	54.821
60.383	249.300	1944.248	6006.421	46.867	53.144
61.248	252.000	1944.940	5994.803	45.111	50.951
62.113	254.600	1986.113	5981.706	45.398	49.855
62.976	257.300	1992.159	5960.974	45.094	48.473
63.840	259.600	1963.050	5984.744	45.396	48.251
64.705	262.200	1965.443	5911.271	45.074	46.895
65.571	264.800	1989.084	5968.212	45.100	46.665
66.437	267.500	2008.454	6000.533	46.060	47.497
67.301	270.100	1986.208	5950.400	45.463	47.201
68.165	272.700	2004.462	5873.453	44.792	46.530
69.030	275.400	2023.625	5947.955	43.980	46.280
69.930	278.000	2019.545	6015.422	45.220	47.704
70.795	280.700	2036.302	5917.977	45.318	48.254
71.715	283.300	2060.152	5862.995	44.788	47.601
72.579	286.000	2124.834	5965.703	45.304	48.479
73.443	288.600	2137.344	6006.796	45.405	48.845
74.307	291.200	2163.870	6002.366	45.720	49.592
75.168	293.600	2216.323	5952.491	45.176	48.643
76.053	296.200	2265.061	5976.452	45.907	50.198
76.919	298.800	2258.621	6009.300	45.832	51.672
77.787	301.500	2304.218	5965.497	46.560	50.965
78.691	304.100	2367.131	6002.051	46.420	51.562
79.567	306.700	2486.500	5937.748	45.350	52.358
80.433	309.400	2550.865	6033.826	45.786	53.439
81.296	312.000	2698.155	6177.971	46.890	55.150
82.162	314.600	2851.175	6020.844	45.477	55.571
83.062	317.300	3032.212	6038.856	45.659	55.628
83.927	319.900	3160.375	6083.023	46.666	55.834
84.793	322.500	3330.546	6136.744	46.302	55.397
85.660	325.200	3506.539	6135.481	51.743	57.234
86.529	327.800	3664.067	6100.248	45.534	53.939
87.408	330.500	3613.129	6101.807	46.861	53.194
88.271	332.800	3634.068	6087.640	46.366	51.930
89.140	335.400	3706.319	6088.188	46.436	49.998
90.006	338.000	3612.900	6040.727	46.916	48.592
